,SO2,CO,O3,PM25,Nox,NO,NO2,THC,NMHC,CH4,WindSpeed,TEMP,Humidity
243,5.0,0.6,34.8,43.0,26.0,3.14,22.86,2.228,0.193,2.035,1.76,23.07,67.59
244,4.2,0.52,41.1,40.0,20.0,2.01,18.01,2.228,0.17600000000000002,2.052,2.42,22.91,70.4
245,5.0,0.48,32.8,33.0,23.0,2.98,20.01,2.32,0.2,2.12,2.02,22.63,72.55
246,4.2,0.53,40.7,37.0,20.0,2.1,18.15,2.135,0.16899999999999998,1.966,2.4,22.81,69.3
247,7.0,0.54,33.8,41.0,31.0,4.33,26.9,2.184,0.212,1.972,2.0,23.27,70.68
248,4.8,0.41,39.1,29.0,18.0,2.17,16.13,2.157,0.12,2.037,2.5,23.69,70.93
249,3.6,0.49,36.2,43.0,23.0,3.51,19.07,2.127,0.2,1.9269999999999998,2.19,22.54,67.89
250,2.2,0.42,41.0,36.0,12.0,1.53,10.93,0.0,0.0,0.0,1.3,22.8,70.5
251,4.7,0.64,29.7,37.0,26.0,3.48,22.29,2.286,0.24100000000000002,2.045,1.65,23.48,67.47
252,3.6,0.48,26.8,46.0,23.0,3.56,19.32,0.0,0.0,0.0,2.42,18.85,67.9
253,4.1,0.52,27.9,43.0,29.0,4.88,24.29,2.234,0.222,2.012,2.19,19.85,68.67
254,4.8,0.51,27.7,35.0,26.0,3.6,22.49,2.293,0.209,2.085,2.03,20.33,70.16
255,6.2,0.43,34.1,0.0,24.0,3.01,20.62,2.215,0.161,2.0540000000000003,2.43,21.43,69.79
256,4.4,0.64,23.8,40.0,29.0,4.31,24.38,2.3080000000000003,0.268,2.04,1.58,20.94,66.14
257,1.9,0.41,33.9,35.0,12.0,2.06,10.14,0.0,0.0,0.0,1.18,20.23,70.32
258,6.3,0.6,27.2,44.0,35.0,6.04,28.46,2.217,0.237,1.98,1.95,21.16,68.54
259,4.6,0.8,26.6,42.0,33.0,6.07,26.96,2.339,0.32,2.019,1.22,20.93,68.28
260,4.6,0.65,26.6,42.0,30.0,4.24,25.29,2.2680000000000002,0.221,2.0469999999999997,1.82,20.61,65.66
261,3.8,0.56,31.4,40.0,23.0,2.84,20.47,2.167,0.193,1.974,2.47,20.22,68.24
262,3.2,0.48,28.3,47.0,23.0,4.01,19.28,2.096,0.16899999999999998,1.9269999999999998,2.24,19.75,67.28
263,3.8,0.53,31.6,43.0,24.0,2.59,21.31,2.235,0.18,2.055,2.37,21.52,69.51
264,3.8,0.58,32.3,42.0,24.0,2.87,20.81,2.175,0.18600000000000003,1.989,2.42,20.83,71.84
265,6.2,0.63,26.0,48.0,38.0,6.86,31.09,2.247,0.262,1.986,1.81,21.56,71.4
266,6.5,0.47,34.7,23.0,26.0,3.17,22.83,2.258,0.149,2.11,2.24,21.93,73.7
267,4.7,0.71,27.5,45.0,31.0,4.55,26.67,2.303,0.235,2.068,1.79,21.2,69.11
268,1.9,0.45,31.8,38.0,13.0,2.08,11.15,0.0,0.0,0.0,1.07,20.7,73.55
269,3.6,0.52,26.8,48.0,24.0,4.02,20.16,0.0,0.0,0.0,2.28,19.58,72.15
270,4.7,0.86,27.1,45.0,35.0,6.31,28.66,2.349,0.341,2.009,1.17,21.42,71.35
271,3.1,0.51,28.1,44.0,25.0,4.3,20.43,2.156,0.16699999999999998,1.989,2.11,20.36,71.12
272,4.3,0.53,27.9,41.0,29.0,5.72,23.41,2.318,0.239,2.079,2.04,20.47,72.4
273,5.5,0.68,23.6,43.0,32.0,5.0,26.79,2.34,0.287,2.053,1.47,21.57,69.84
274,3.7,0.56,31.3,45.0,25.0,2.67,21.84,2.271,0.183,2.088,2.24,21.49,73.5
275,5.3,0.55,28.1,38.0,28.0,3.98,24.19,2.301,0.217,2.084,1.94,20.94,73.52
276,4.8,0.73,27.4,39.0,35.0,5.61,29.3,2.347,0.266,2.081,1.72,22.54,70.03
277,5.7,0.57,27.2,42.0,30.0,4.62,25.21,2.392,0.265,2.127,1.86,22.08,75.25
278,7.3,0.49,32.9,33.0,28.0,3.84,24.03,2.309,0.17800000000000002,2.131,2.18,23.1,74.69
279,3.8,0.6,32.1,46.0,25.0,3.02,22.32,2.224,0.22699999999999998,1.9980000000000002,2.27,22.26,72.81
280,5.1,0.52,26.5,42.0,29.0,7.22,21.93,2.34,0.27899999999999997,2.061,1.99,21.81,73.77
281,4.9,0.68,23.8,42.0,33.0,5.94,27.26,2.365,0.32799999999999996,2.037,1.45,22.73,71.6
282,3.3,0.51,25.4,39.0,28.0,4.58,22.95,2.1919999999999997,0.19,2.002,2.03,21.66,72.42
283,4.6,0.91,26.6,43.0,39.0,7.74,31.0,2.416,0.395,2.02,1.16,22.45,72.42
284,6.1,0.66,24.6,47.0,42.0,8.98,33.31,2.3209999999999997,0.305,2.017,1.77,22.92,72.27
285,4.0,0.57,30.4,49.0,26.0,2.82,22.72,2.336,0.222,2.114,2.16,21.11,74.47
286,3.7,0.52,25.3,40.0,27.0,4.21,22.38,0.0,0.0,0.0,2.18,20.8,73.9
287,1.9,0.45,28.8,39.0,14.0,2.46,11.74,0.0,0.0,0.0,1.0,21.66,76.03
288,6.1,0.51,36.5,36.0,25.0,3.7,21.43,2.3930000000000002,0.249,2.144,1.72,24.98,76.33
289,6.2,0.39,40.6,38.0,21.0,2.77,18.47,2.207,0.126,2.081,2.17,25.76,75.79
290,5.5,0.62,32.3,38.0,27.0,3.94,23.27,2.275,0.275,2.0,1.56,25.68,72.23
291,7.5,0.56,28.6,36.0,36.0,6.21,30.18,2.254,0.263,1.9909999999999999,1.76,25.79,73.42
292,2.0,0.38,34.2,35.0,11.0,1.93,9.12,0.0,0.0,0.0,1.04,24.87,75.32
293,3.7,0.47,32.0,31.0,23.0,3.45,19.11,0.0,0.0,0.0,2.08,24.06,74.08
294,5.4,0.83,30.9,36.0,36.0,6.19,29.63,2.378,0.348,2.03,1.18,27.08,72.65
295,5.1,0.65,32.5,32.0,30.0,4.44,25.49,2.296,0.242,2.0540000000000003,1.6,25.53,70.61
296,3.8,0.55,36.4,40.0,23.0,2.77,20.15,2.193,0.20600000000000002,1.9869999999999999,2.15,25.28,73.23
297,3.4,0.45,30.2,36.0,26.0,4.34,21.64,2.164,0.185,1.9780000000000002,1.88,24.86,73.31
298,4.3,0.52,37.1,45.0,23.0,2.55,20.59,2.305,0.20800000000000002,2.097,2.06,24.55,74.94
299,5.3,0.51,32.4,38.0,28.0,4.65,23.35,2.259,0.23600000000000002,2.023,1.86,24.93,74.16
300,3.8,0.4,31.8,24.0,20.0,3.51,16.47,2.079,0.16399999999999998,1.915,1.85,28.2,76.13
301,6.6,0.63,29.2,24.0,27.0,4.54,22.25,2.229,0.268,1.9609999999999999,1.26,29.3,77.85
302,9.8,0.48,25.7,26.0,30.0,6.11,23.57,2.135,0.21100000000000002,1.9240000000000002,1.92,28.58,79.02
303,4.7,0.44,34.1,29.0,17.0,2.28,15.09,2.0669999999999997,0.156,1.911,2.06,28.25,77.93
304,3.3,0.38,30.5,21.0,16.0,2.51,13.66,0.0,0.0,0.0,2.2,28.0,78.13
305,4.6,0.37,30.1,24.0,17.0,2.67,14.5,2.2640000000000002,0.179,2.085,1.83,27.89,80.46
306,6.5,0.5,30.4,24.0,23.0,3.86,19.42,2.1319999999999997,0.18,1.953,1.78,28.22,76.44
307,4.3,0.42,34.9,34.0,18.0,2.67,15.32,2.142,0.153,1.989,2.11,27.64,79.1
308,4.6,0.25,36.1,29.0,12.0,1.61,10.1,2.064,0.039,2.0269999999999997,2.25,28.37,82.57
309,1.8,0.29,30.6,18.0,8.0,1.93,5.68,0.0,0.0,0.0,1.17,27.63,78.08
310,4.3,0.41,32.1,29.0,19.0,2.78,16.08,2.123,0.16699999999999998,1.955,1.84,27.96,78.45
311,4.7,0.54,31.5,28.0,21.0,3.2,17.56,2.187,0.225,1.962,1.68,28.57,77.15
312,4.3,0.37,33.4,19.0,16.0,3.02,13.29,2.008,0.14,1.868,2.4,28.55,78.5
313,3.7,0.47,30.1,16.0,17.0,2.83,13.98,2.095,0.182,1.913,1.65,28.74,79.04
314,3.0,0.21,33.9,18.0,9.0,1.84,7.19,2.0380000000000003,0.048,1.993,2.48,28.01,82.3
315,3.3,0.34,32.8,17.0,18.0,3.7,14.36,1.9509999999999998,0.14400000000000002,1.807,1.82,28.45,77.16
316,2.8,0.31,32.1,14.0,13.0,2.4,10.52,0.0,0.0,0.0,2.49,28.59,76.05
317,4.3,0.3,31.9,16.0,13.0,2.34,11.06,2.224,0.163,2.061,1.69,27.97,82.49
318,3.7,0.38,33.0,20.0,16.0,2.67,13.15,2.036,0.127,1.909,2.21,28.32,78.93
319,4.0,0.34,32.1,19.0,15.0,2.7,12.73,2.008,0.12300000000000001,1.885,2.31,28.3,78.87
320,5.2,0.51,28.8,16.0,21.0,4.56,16.92,2.116,0.198,1.9180000000000001,1.32,29.11,79.54
321,4.8,0.4,28.0,16.0,20.0,3.94,15.68,2.042,0.136,1.906,1.85,28.31,78.2
322,7.9,0.4,26.1,16.0,23.0,5.42,17.23,2.056,0.174,1.882,2.12,28.49,82.07
323,1.3,0.24,33.6,13.0,5.0,1.56,3.77,0.0,0.0,0.0,1.39,27.59,79.03
324,3.5,0.42,28.9,15.0,15.0,2.49,12.55,2.0780000000000003,0.172,1.905,1.85,29.54,77.27
325,9.2,0.36,25.7,11.0,20.0,4.32,16.02,2.0140000000000002,0.159,1.855,2.15,29.47,78.86
326,1.4,0.21,29.6,10.0,5.0,1.77,3.01,0.0,0.0,0.0,1.29,28.42,77.8
327,3.8,0.3,29.6,16.0,14.0,2.23,11.92,1.9680000000000002,0.11599999999999999,1.8530000000000002,2.0,28.99,77.85
328,5.5,0.47,26.5,13.0,19.0,3.55,15.83,2.0869999999999997,0.198,1.889,1.08,29.93,77.99
329,5.2,0.37,26.6,15.0,18.0,3.3,14.37,1.944,0.127,1.817,1.86,29.16,76.51
330,4.3,0.33,31.4,17.0,15.0,2.55,12.63,1.949,0.135,1.8130000000000002,2.16,29.62,76.4
331,3.7,0.31,27.8,17.0,18.0,3.56,14.28,1.966,0.175,1.79,1.9,29.33,75.47
332,3.7,0.35,30.6,16.0,15.0,2.18,12.87,2.008,0.125,1.8840000000000001,2.3,29.25,77.42
333,3.2,0.29,29.1,10.0,13.0,2.44,10.49,0.0,0.0,0.0,2.49,29.28,75.03
334,4.7,0.26,29.0,17.0,13.0,3.05,10.18,2.174,0.14300000000000002,2.031,1.3,28.88,80.43
335,2.8,0.15,33.2,17.0,7.0,1.3,5.94,1.989,0.026000000000000002,1.97,2.53,28.61,78.37
336,2.9,0.22,21.3,8.0,12.0,2.75,8.79,0.0,0.0,0.0,2.56,30.34,69.51
337,3.8,0.36,20.0,11.0,15.0,3.03,11.54,2.0069999999999997,0.157,1.85,1.79,30.52,72.51
338,1.7,0.17,25.7,9.0,5.0,1.83,3.34,0.0,0.0,0.0,1.5,29.22,73.65
339,4.3,0.23,22.3,13.0,13.0,2.39,10.13,1.864,0.09300000000000001,1.771,2.33,30.52,73.26
340,3.3,0.25,20.7,15.0,15.0,3.68,11.56,1.858,0.133,1.725,2.07,30.3,71.61
341,5.2,0.27,17.9,12.0,16.0,3.93,12.11,1.81,0.098,1.712,1.8,30.26,72.92
342,7.8,0.23,18.9,7.0,18.0,5.3,13.02,1.9480000000000002,0.139,1.808,2.35,30.31,76.29
343,3.9,0.23,21.6,12.0,13.0,2.52,10.18,1.883,0.099,1.7830000000000001,2.21,29.96,73.91
344,7.1,0.23,19.3,14.0,14.0,4.36,9.94,2.166,0.191,1.975,1.46,29.89,76.6
345,3.5,0.24,21.1,12.0,12.0,2.23,10.06,1.931,0.102,1.829,2.29,30.26,73.46
346,2.8,0.11,22.2,13.0,8.0,1.62,5.93,1.911,0.026000000000000002,1.891,2.66,29.39,76.42
347,5.4,0.36,17.7,9.0,17.0,3.86,13.16,1.9909999999999999,0.158,1.834,1.16,30.45,74.8
348,4.6,0.27,16.9,9.0,15.0,4.63,10.19,1.8980000000000001,0.124,1.774,2.21,29.95,75.53
349,8.9,0.25,13.8,6.0,18.0,6.15,11.85,1.936,0.149,1.787,2.24,29.91,78.33
350,3.1,0.28,14.4,11.0,16.0,5.15,11.18,1.8630000000000002,0.14300000000000002,1.7209999999999999,1.99,30.09,72.33
351,3.9,0.25,17.2,9.0,14.0,3.56,10.34,1.9080000000000001,0.10300000000000001,1.804,2.17,29.74,74.55
352,3.9,0.29,16.8,9.0,14.0,3.81,9.8,1.942,0.115,1.827,2.36,29.89,74.43
353,5.4,0.4,14.0,6.0,18.0,5.31,12.55,1.995,0.179,1.8159999999999998,1.12,30.18,76.65
354,1.4,0.17,21.1,8.0,6.0,2.29,3.39,0.0,0.0,0.0,1.38,28.68,76.0
355,2.8,0.22,17.7,6.0,11.0,3.12,8.24,0.0,0.0,0.0,2.79,29.83,73.08
356,6.5,0.23,15.6,8.0,12.0,3.96,8.46,2.122,0.155,1.9669999999999999,1.46,29.74,76.73
357,3.5,0.39,15.6,8.0,15.0,4.06,11.12,2.016,0.16899999999999998,1.847,1.86,30.25,73.24
358,5.1,0.29,13.8,8.0,17.0,5.13,11.82,1.814,0.10400000000000001,1.7109999999999999,1.85,29.73,75.21
359,2.3,0.08,19.3,8.0,6.0,1.58,4.73,1.911,0.018000000000000002,1.899,2.52,29.47,77.63
360,3.3,0.18,31.8,17.0,8.0,1.35,7.07,2.023,0.023,2.002,2.36,28.48,75.75
361,7.2,0.32,24.5,16.0,15.0,3.32,12.04,2.2880000000000003,0.21100000000000002,2.077,1.34,28.83,74.75
362,5.3,0.36,25.1,14.0,18.0,3.22,14.37,1.902,0.11199999999999999,1.79,1.71,28.95,72.0
363,4.4,0.33,29.5,19.0,14.0,2.73,10.98,1.974,0.129,1.845,2.12,29.04,72.51
364,5.7,0.48,24.3,14.0,20.0,3.53,15.99,2.074,0.201,1.8719999999999999,1.07,29.45,72.93
365,3.7,0.37,25.5,19.0,16.0,3.49,12.83,1.955,0.158,1.797,1.9,29.17,69.75
366,9.3,0.34,23.2,15.0,22.0,4.42,17.73,2.015,0.152,1.8630000000000002,2.06,29.01,75.36
367,1.8,0.27,30.2,17.0,7.0,1.76,5.24,0.0,0.0,0.0,1.28,28.29,72.3
368,3.9,0.34,29.8,20.0,14.0,1.92,12.37,2.055,0.132,1.9240000000000002,2.24,28.91,72.5
369,3.4,0.33,24.8,14.0,14.0,2.87,11.15,0.0,0.0,0.0,2.44,28.81,70.85
370,4.6,0.35,28.3,19.0,17.0,2.85,13.8,2.0269999999999997,0.131,1.895,1.99,28.76,72.34
371,4.4,0.48,24.8,17.0,18.0,3.37,14.96,2.117,0.19699999999999998,1.92,1.75,29.51,69.98
372,1.8,0.33,31.2,22.0,8.0,1.35,6.99,0.0,0.0,0.0,1.23,26.48,72.5
373,4.6,0.58,24.2,25.0,22.0,4.11,17.76,2.2,0.228,1.973,1.7,27.57,71.25
374,4.4,0.26,31.7,24.0,12.0,1.94,9.69,2.166,0.055,2.1109999999999998,2.19,26.89,76.7
375,7.8,0.4,25.0,24.0,19.0,4.82,14.57,2.365,0.23800000000000002,2.127,1.33,27.09,74.29
376,4.3,0.44,28.4,26.0,20.0,3.65,16.74,2.123,0.161,1.962,1.93,26.86,72.77
377,3.5,0.41,25.4,21.0,16.0,3.35,13.05,0.0,0.0,0.0,2.33,26.72,72.77
378,4.2,0.46,29.2,28.0,19.0,2.89,15.72,2.1390000000000002,0.161,1.979,2.12,26.88,74.0
379,3.9,0.45,27.5,25.0,19.0,4.23,14.56,2.025,0.18,1.845,1.87,27.14,70.75
380,4.0,0.44,26.2,27.0,18.0,3.43,14.23,2.105,0.205,1.9,1.98,27.12,73.36
381,5.9,0.46,24.8,21.0,22.0,4.15,17.87,1.9909999999999999,0.159,1.8319999999999999,1.64,26.97,73.3
382,6.1,0.58,24.7,23.0,25.0,4.8,20.29,2.161,0.242,1.919,1.09,27.39,74.24
383,9.1,0.45,20.1,0.0,26.0,5.87,20.55,2.086,0.182,1.905,1.9,27.23,75.95
384,4.9,0.9,25.2,38.0,40.0,9.04,31.24,2.48,0.41,2.07,1.13,21.75,73.03
385,3.4,0.52,26.0,34.0,24.0,4.22,20.12,0.0,0.0,0.0,2.2,20.57,73.67
386,4.0,0.58,27.3,39.0,31.0,6.48,24.82,2.32,0.27,2.05,1.96,20.82,73.4
387,4.6,0.73,25.8,32.0,34.0,6.73,27.59,2.23,0.28,1.95,1.57,21.33,72.14
388,3.8,0.6,30.3,43.0,27.0,4.2,22.95,2.31,0.24,2.07,2.07,20.73,74.05
389,9.7,0.55,25.5,43.0,30.0,6.52,23.72,2.63,0.42,2.21,1.35,21.19,75.83
390,3.8,0.62,31.3,41.0,26.0,4.31,21.95,2.22,0.25,1.98,2.07,21.15,72.78
391,6.4,0.66,21.1,41.0,41.0,9.56,31.23,2.27,0.28,1.99,1.82,21.7,74.81
392,5.8,0.44,32.8,37.0,23.0,4.01,19.46,2.39,0.13,2.26,2.23,21.7,77.44
393,3.3,0.54,26.2,36.0,27.0,5.45,21.04,2.14,0.21,1.93,2.0,21.83,66.01
394,1.7,0.42,30.5,32.0,12.0,1.57,10.26,0.0,0.0,0.0,1.19,21.21,74.42
395,4.7,0.7,25.3,39.0,30.0,5.53,24.64,2.34,0.3,2.04,1.72,21.59,73.45
396,3.2,0.5,25.6,34.0,22.0,3.34,18.34,0.0,0.0,0.0,2.64,18.33,70.04
397,3.6,0.53,26.7,39.0,27.0,5.0,21.99,2.224,0.21100000000000002,2.013,2.5,18.6,69.19
398,5.6,0.55,24.8,43.0,31.0,6.74,23.88,2.414,0.33,2.084,1.59,19.2,70.82
399,5.6,0.52,28.7,36.0,27.0,4.54,22.63,2.418,0.201,2.217,2.61,19.86,73.62
400,4.7,0.63,23.5,41.0,29.0,5.26,24.17,2.262,0.255,2.008,2.09,19.31,69.26
401,1.8,0.45,28.5,37.0,12.0,1.83,10.47,0.0,0.0,0.0,1.15,19.14,71.9
402,4.8,0.64,21.2,42.0,36.0,7.2,28.5,2.215,0.24100000000000002,1.974,2.02,19.65,69.69
403,4.0,0.86,23.6,40.0,37.0,8.53,28.76,2.454,0.379,2.075,1.25,19.56,69.21
404,3.5,0.68,23.9,33.0,32.0,6.29,25.22,2.252,0.247,2.005,1.81,19.26,67.62
405,3.4,0.58,29.2,43.0,24.0,3.56,20.45,2.156,0.196,1.96,2.61,19.0,68.21
406,2.8,0.48,27.3,37.0,21.0,3.59,17.74,2.066,0.151,1.9140000000000001,2.51,18.91,66.35
407,3.3,0.55,28.5,44.0,24.0,3.3,20.85,2.189,0.185,2.004,2.53,18.64,69.3
408,3.3,0.64,23.4,39.0,27.0,4.97,22.46,2.225,0.237,1.9869999999999999,2.54,18.8,76.54
409,4.4,0.74,15.1,40.0,44.0,12.15,31.94,2.286,0.309,1.9769999999999999,1.95,19.26,79.65
410,6.2,0.61,21.5,34.0,30.0,4.67,24.93,2.379,0.193,2.186,2.7,19.81,81.18
411,3.6,0.81,18.0,32.0,37.0,9.07,28.06,2.3480000000000003,0.307,2.042,1.76,18.87,76.78
412,1.3,0.44,22.0,31.0,12.0,1.97,10.14,0.0,0.0,0.0,1.09,18.96,80.15
413,3.1,0.58,19.5,35.0,26.0,5.35,20.3,0.0,0.0,0.0,2.45,18.32,78.98
414,3.7,0.99,17.5,45.0,42.0,12.93,29.21,2.575,0.48200000000000004,2.093,1.24,19.2,77.78
415,2.7,0.54,20.1,32.0,25.0,5.65,19.74,2.125,0.18899999999999997,1.9369999999999998,2.36,18.2,79.98
416,4.3,0.6,17.6,38.0,34.0,8.51,25.39,2.307,0.275,2.031,2.48,18.43,78.39
417,5.0,0.73,18.3,37.0,34.0,7.19,26.38,2.344,0.311,2.033,2.03,18.96,79.51
418,3.3,0.61,21.9,41.0,27.0,5.13,22.24,2.246,0.221,2.025,2.44,18.39,79.2
419,10.9,0.6,17.8,41.0,38.0,11.65,26.63,2.459,0.37,2.09,1.55,18.95,80.12
420,4.4,0.78,24.6,34.0,36.0,7.33,28.81,2.332,0.29600000000000004,2.036,1.67,22.16,69.99
421,9.5,0.61,25.0,43.0,35.0,7.16,27.69,2.5340000000000003,0.425,2.11,1.53,21.88,73.89
422,6.7,0.55,29.1,41.0,28.0,4.03,24.45,2.373,0.17600000000000002,2.197,2.39,22.58,75.8
423,4.0,0.62,29.6,38.0,26.0,3.76,22.57,2.237,0.243,1.994,2.44,21.81,71.01
424,4.7,0.6,21.6,40.0,33.0,7.05,26.19,2.327,0.285,2.042,2.33,21.51,71.88
425,5.7,0.72,24.2,38.0,35.0,6.89,28.48,2.362,0.315,2.0469999999999997,1.94,22.24,71.65
426,3.6,0.56,26.1,34.0,26.0,4.78,20.97,2.162,0.203,1.959,2.29,21.32,75.16
427,4.4,0.96,21.4,44.0,41.0,9.97,30.87,2.559,0.46,2.099,1.14,22.35,71.49
428,5.1,0.71,19.7,44.0,44.0,9.93,33.6,2.249,0.298,1.952,1.86,22.46,72.51
429,4.0,0.6,28.2,39.0,27.0,4.28,22.89,2.251,0.222,2.028,2.35,21.36,76.32
430,3.9,0.58,24.0,37.0,27.0,4.91,21.94,0.0,0.0,0.0,2.29,21.37,73.87
431,1.8,0.46,28.8,35.0,14.0,1.76,11.74,0.0,0.0,0.0,1.01,22.32,73.11
432,9.2,0.51,34.1,36.0,26.0,4.23,21.53,2.504,0.34,2.164,0.0,25.68,75.21
433,5.7,0.44,40.7,40.0,18.0,1.89,16.58,2.319,0.11900000000000001,2.2,2.01,25.63,77.39
434,5.3,0.63,35.3,31.0,26.0,3.14,23.24,2.32,0.282,2.0380000000000003,1.66,26.24,71.75
435,6.4,0.58,28.3,36.0,35.0,5.6,29.33,2.207,0.257,1.95,1.75,26.21,73.47
436,2.1,0.39,36.8,32.0,11.0,1.81,8.79,0.0,0.0,0.0,1.02,26.45,72.45
437,3.7,0.49,31.9,27.0,20.0,2.89,16.99,0.0,0.0,0.0,2.01,25.54,72.56
438,5.0,0.86,29.0,37.0,34.0,5.77,27.86,2.471,0.40700000000000003,2.064,0.85,26.7,72.48
439,4.9,0.65,34.1,28.0,29.0,4.1,25.35,2.239,0.24600000000000002,1.993,1.44,26.07,71.18
440,4.0,0.54,39.9,32.0,20.0,2.02,17.81,2.149,0.191,1.9580000000000002,2.13,25.81,71.99
441,3.6,0.48,35.6,27.0,20.0,3.0,17.35,2.155,0.204,1.9509999999999998,1.92,25.49,75.96
442,4.0,0.51,38.8,36.0,20.0,2.29,17.99,2.195,0.179,2.016,2.05,25.18,77.72
443,4.8,0.52,30.6,35.0,26.0,3.75,22.45,2.279,0.251,2.0269999999999997,1.92,25.54,73.06
444,3.3,0.47,37.7,24.0,17.0,2.76,14.45,2.084,0.18,1.9040000000000001,1.76,27.29,78.16
445,4.9,0.67,27.0,29.0,23.0,3.41,19.64,2.275,0.307,1.9680000000000002,0.77,28.34,74.52
446,6.7,0.44,35.0,31.0,25.0,3.66,21.7,2.06,0.17600000000000002,1.8840000000000001,1.79,27.61,75.45
447,4.0,0.47,43.2,29.0,16.0,1.74,14.26,2.052,0.151,1.901,1.99,27.51,73.61
448,3.3,0.43,35.9,24.0,16.0,2.42,13.52,0.0,0.0,0.0,2.06,27.22,74.95
449,6.3,0.43,35.1,30.0,19.0,3.0,15.68,2.343,0.222,2.121,0.0,27.17,77.27
450,4.8,0.51,39.7,21.0,22.0,3.23,18.65,2.05,0.174,1.876,1.37,27.58,73.19
451,3.8,0.47,41.7,31.0,19.0,2.28,16.44,2.0909999999999997,0.149,1.942,1.93,27.03,78.65
452,3.9,0.33,46.7,30.0,11.0,1.27,9.39,2.1719999999999997,0.048,2.125,2.03,27.19,77.69
453,1.9,0.35,38.7,27.0,8.0,1.33,6.79,0.0,0.0,0.0,1.12,25.95,74.26
454,4.4,0.46,36.3,31.0,20.0,2.61,17.88,2.162,0.17600000000000002,1.985,1.78,27.18,75.1
455,4.7,0.58,37.6,28.0,21.0,2.48,18.17,2.271,0.231,2.04,1.68,27.85,73.98
456,4.0,0.38,42.6,19.0,13.0,1.75,11.22,1.992,0.132,1.86,2.82,28.89,72.2
457,3.9,0.49,37.7,18.0,16.0,2.38,13.19,2.1630000000000003,0.19399999999999998,1.97,1.93,29.06,72.04
458,3.4,0.27,42.7,21.0,9.0,1.3,7.34,2.1430000000000002,0.053,2.092,2.46,28.61,78.25
459,3.1,0.4,37.2,16.0,15.0,2.38,12.62,2.01,0.161,1.849,2.02,28.96,75.46
460,3.1,0.36,36.2,14.0,13.0,2.17,11.2,0.0,0.0,0.0,2.54,28.54,73.73
461,6.3,0.35,36.0,26.0,17.0,3.72,12.95,2.155,0.203,1.952,0.0,28.44,76.25
462,3.6,0.37,41.8,19.0,14.0,2.22,12.13,1.995,0.115,1.879,2.38,28.48,76.42
463,3.8,0.37,38.5,19.0,16.0,2.38,13.36,2.085,0.129,1.956,2.1,28.54,72.72
464,3.7,0.58,9.4,19.0,18.0,3.45,15.04,2.256,0.32799999999999996,1.9280000000000002,0.88,29.31,73.73
465,4.6,0.41,37.9,14.0,18.0,3.38,14.45,1.965,0.132,1.8330000000000002,1.66,28.82,72.37
466,7.1,0.38,35.9,22.0,19.0,3.13,16.35,1.98,0.153,1.827,2.24,28.77,74.85
467,1.6,0.29,39.1,0.0,6.0,1.16,5.25,0.0,0.0,0.0,1.36,26.82,73.1
468,3.4,0.44,21.7,11.0,16.0,3.43,12.45,2.1,0.19699999999999998,1.903,1.8,29.09,76.98
469,8.3,0.32,19.1,0.0,21.0,5.81,15.43,1.9069999999999998,0.161,1.746,2.04,28.78,80.6
470,1.4,0.19,25.2,11.0,5.0,1.32,4.04,0.0,0.0,0.0,1.45,28.17,76.85
471,3.4,0.29,23.0,11.0,16.0,3.43,12.23,2.025,0.129,1.8969999999999998,2.04,28.49,77.41
472,3.4,0.53,3.1,12.0,21.0,5.91,15.19,2.18,0.308,1.8719999999999999,0.97,29.19,77.71
473,4.8,0.38,19.9,9.0,19.0,4.87,14.57,1.936,0.151,1.786,1.72,28.74,77.24
474,3.6,0.35,22.9,11.0,15.0,3.43,11.88,1.9469999999999998,0.151,1.797,2.34,28.84,76.82
475,3.1,0.31,20.5,8.0,17.0,4.22,12.4,1.949,0.18,1.768,1.85,28.86,79.65
476,3.4,0.33,22.0,14.0,15.0,3.53,11.72,1.9609999999999999,0.138,1.8230000000000002,2.47,28.51,81.01
477,2.6,0.26,21.9,7.0,13.0,3.09,10.07,0.0,0.0,0.0,2.3,28.62,78.61
478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,3.2,0.2,27.5,13.0,9.0,1.57,7.04,2.053,0.066,1.9869999999999999,2.33,28.67,82.11
480,2.9,0.25,24.1,9.0,11.0,2.64,8.54,0.0,0.0,0.0,2.72,29.23,76.66
481,3.6,0.39,23.2,11.0,14.0,3.05,10.95,2.0340000000000003,0.163,1.871,2.01,29.74,73.4
482,1.5,0.19,27.5,11.0,5.0,1.44,3.98,0.0,0.0,0.0,1.39,28.97,73.34
483,3.5,0.27,25.5,11.0,11.0,1.87,9.08,1.9280000000000002,0.10400000000000001,1.824,2.41,29.57,74.27
484,3.6,0.29,22.1,7.0,14.0,3.45,10.66,1.912,0.14,1.7719999999999998,2.06,29.7,77.05
485,4.4,0.3,22.3,9.0,15.0,3.48,11.81,1.889,0.095,1.794,1.95,29.35,75.33
486,8.8,0.29,21.4,13.0,17.0,4.58,12.89,1.8880000000000001,0.135,1.754,2.36,29.59,77.41
487,4.0,0.27,24.3,11.0,14.0,2.86,10.79,1.9769999999999999,0.096,1.88,2.14,29.16,74.68
488,3.3,0.23,22.6,15.0,10.0,2.05,8.0,2.068,0.098,1.9709999999999999,1.82,28.56,80.4
