,SO2,CO,O3,PM25,Nox,NO,NO2,THC,NMHC,CH4,WindSpeed,TEMP,Humidity
489,3.3,0.26,24.3,14.0,11.0,2.2,9.23,1.9169999999999998,0.085,1.8319999999999999,2.53,29.28,77.95
490,2.5,0.16,28.5,14.0,6.0,1.31,4.64,1.966,0.051,1.916,2.77,29.38,79.97
491,3.6,0.42,6.9,15.0,16.0,3.63,11.97,2.049,0.20199999999999999,1.847,0.92,29.52,76.03
492,4.4,0.2,17.5,9.0,10.0,2.6,7.55,1.871,0.07400000000000001,1.797,2.28,30.62,72.15
493,8.7,0.2,14.5,9.0,14.0,4.61,9.87,1.8259999999999998,0.092,1.735,2.36,30.73,73.27
494,3.7,0.26,15.6,6.0,13.0,4.07,9.38,1.891,0.14300000000000002,1.7480000000000002,1.99,31.11,72.17
495,4.2,0.22,17.8,8.0,13.0,3.09,9.42,1.93,0.08199999999999999,1.848,2.11,30.54,70.61
496,3.7,0.2,17.1,10.0,10.0,2.21,7.44,1.876,0.068,1.8090000000000002,2.41,30.64,73.18
497,4.6,0.33,7.0,10.0,15.0,4.34,10.28,1.949,0.138,1.811,0.86,30.68,71.88
498,1.7,0.17,22.1,9.0,6.0,1.38,4.94,0.0,0.0,0.0,1.38,30.63,66.28
499,3.1,0.2,17.3,6.0,11.0,3.19,7.64,0.0,0.0,0.0,2.75,30.61,70.95
500,2.4,0.19,14.4,11.0,11.0,2.88,8.29,0.0,0.0,0.0,1.82,30.02,73.73
501,3.7,0.36,15.3,7.0,14.0,3.14,10.72,2.0269999999999997,0.165,1.861,1.98,31.33,66.39
502,4.9,0.21,15.4,3.0,14.0,4.36,9.56,1.825,0.07200000000000001,1.7530000000000001,1.94,30.63,72.61
503,2.3,0.12,21.2,9.0,6.0,1.44,4.54,1.925,0.017,1.915,2.55,30.63,76.74
504,3.2,0.18,27.2,13.0,8.0,1.65,6.54,0.0,0.0,0.0,2.32,28.18,77.68
505,4.0,0.29,19.3,17.0,15.0,3.08,12.17,0.0,0.0,0.0,1.64,27.68,79.13
506,4.8,0.33,19.5,9.0,20.0,4.77,15.4,0.0,0.0,0.0,1.66,28.2,77.98
507,4.0,0.32,24.5,13.0,14.0,2.64,10.96,0.0,0.0,0.0,2.11,28.14,77.67
508,4.3,0.46,11.0,12.0,20.0,4.6,15.21,0.0,0.0,0.0,0.83,28.24,76.24
509,3.0,0.31,21.5,10.0,15.0,3.27,11.65,0.0,0.0,0.0,1.78,28.49,79.05
510,8.2,0.29,18.2,15.0,21.0,5.5,15.83,0.0,0.0,0.0,2.11,28.3,78.32
511,1.5,0.22,24.1,12.0,8.0,1.79,5.94,0.0,0.0,0.0,1.19,28.19,72.31
512,3.1,0.3,24.2,15.0,13.0,2.32,10.71,0.0,0.0,0.0,2.15,28.11,79.24
513,2.7,0.28,22.3,10.0,13.0,2.81,9.75,0.0,0.0,0.0,2.44,28.01,78.6
514,3.5,0.29,21.4,13.0,16.0,2.69,12.92,0.0,0.0,0.0,1.85,28.06,76.85
515,3.7,0.45,19.9,13.0,17.0,2.34,14.21,0.0,0.0,0.0,1.81,28.7,73.85
516,2.2,0.32,35.0,18.0,10.0,1.61,8.3,0.0,0.0,0.0,1.36,26.51,64.31
517,5.4,0.51,28.2,23.0,21.0,3.52,17.93,0.0,0.0,0.0,1.95,26.42,65.92
518,5.1,0.33,35.8,24.0,15.0,2.3,12.35,0.0,0.0,0.0,2.51,26.12,70.53
519,5.3,0.39,29.4,26.0,19.0,2.72,16.33,0.0,0.0,0.0,1.89,25.48,73.42
520,4.9,0.41,28.0,22.0,21.0,3.42,18.04,0.0,0.0,0.0,2.04,25.65,69.42
521,3.8,0.38,31.7,20.0,16.0,2.56,13.86,0.0,0.0,0.0,2.74,25.46,71.05
522,3.8,0.39,32.5,25.0,17.0,2.42,14.88,0.0,0.0,0.0,2.68,25.66,71.62
523,3.3,0.4,31.0,20.0,19.0,3.04,15.78,0.0,0.0,0.0,2.3,26.08,71.8
524,4.6,0.39,33.2,22.0,18.0,2.62,15.26,0.0,0.0,0.0,2.44,25.8,70.38
525,5.1,0.45,28.5,17.0,23.0,4.33,18.75,0.0,0.0,0.0,2.0,26.04,70.34
526,4.9,0.57,20.7,22.0,23.0,4.32,19.02,0.0,0.0,0.0,0.99,26.01,68.99
527,8.3,0.43,27.9,24.0,26.0,5.67,20.51,0.0,0.0,0.0,2.27,26.14,70.2
528,5.0,0.78,20.7,39.0,31.0,5.36,25.89,0.0,0.0,0.0,0.93,23.36,70.66
529,4.0,0.54,29.0,42.0,23.0,3.59,18.96,0.0,0.0,0.0,2.43,22.6,72.91
530,5.2,0.55,27.4,37.0,29.0,4.79,23.74,0.0,0.0,0.0,1.9,22.87,71.68
531,5.5,0.62,26.3,34.0,30.0,5.23,24.4,0.0,0.0,0.0,1.85,23.33,72.27
532,4.4,0.54,30.6,37.0,24.0,3.17,20.58,0.0,0.0,0.0,2.4,22.83,73.69
533,5.6,0.53,28.3,36.0,25.0,3.43,21.34,0.0,0.0,0.0,1.76,22.96,73.07
534,4.6,0.59,31.5,36.0,25.0,3.44,21.23,0.0,0.0,0.0,2.27,22.52,74.51
535,7.5,0.59,27.2,38.0,33.0,6.88,26.53,0.0,0.0,0.0,2.06,23.59,71.82
536,5.7,0.47,35.6,34.0,21.0,2.79,17.92,0.0,0.0,0.0,2.37,23.43,71.79
537,2.3,0.53,28.2,33.0,25.0,3.83,20.72,0.0,0.0,0.0,2.13,22.98,74.92
538,2.3,0.44,34.9,29.0,13.0,1.73,11.19,0.0,0.0,0.0,1.31,23.86,67.95
539,6.1,0.68,25.3,36.0,30.0,4.9,24.73,0.0,0.0,0.0,1.82,23.72,68.47
540,3.7,0.55,31.9,45.0,23.0,3.61,19.09,0.0,0.0,0.0,2.3,19.81,70.99
541,4.3,0.58,29.3,43.0,29.0,4.51,24.43,0.0,0.0,0.0,1.82,19.97,69.67
542,4.5,0.58,30.2,46.0,26.0,3.17,22.79,0.0,0.0,0.0,1.65,20.2,69.92
543,6.3,0.54,35.2,46.0,23.0,2.84,20.17,0.0,0.0,0.0,2.43,20.7,70.1
544,5.7,0.73,26.3,43.0,30.0,4.1,25.79,0.0,0.0,0.0,1.88,21.03,67.46
545,2.1,0.46,37.5,37.0,13.0,1.77,10.76,0.0,0.0,0.0,1.11,20.94,67.7
546,6.2,0.69,27.1,48.0,37.0,7.2,29.4,0.0,0.0,0.0,1.96,20.76,69.36
547,4.2,0.89,22.3,49.0,33.0,6.53,26.87,0.0,0.0,0.0,0.96,20.56,68.55
548,4.7,0.72,27.6,41.0,31.0,5.25,25.44,0.0,0.0,0.0,1.78,20.44,70.11
549,4.5,0.66,32.6,42.0,25.0,3.15,21.63,0.0,0.0,0.0,2.26,20.01,71.3
550,3.4,0.55,31.4,42.0,24.0,4.03,20.29,0.0,0.0,0.0,2.17,19.95,73.01
551,3.8,0.59,32.6,45.0,24.0,3.08,20.9,0.0,0.0,0.0,2.33,19.83,72.36
552,4.3,0.64,30.7,45.0,28.0,3.37,24.54,0.0,0.0,0.0,2.21,19.12,67.65
553,6.6,0.7,25.8,49.0,41.0,8.49,32.64,0.0,0.0,0.0,1.86,19.77,65.55
554,6.9,0.57,34.1,46.0,27.0,3.56,23.5,0.0,0.0,0.0,2.34,19.49,68.04
555,5.1,0.74,26.8,42.0,34.0,5.85,28.14,0.0,0.0,0.0,1.66,19.55,66.72
556,2.4,0.47,35.6,40.0,14.0,1.68,12.64,0.0,0.0,0.0,1.08,19.58,66.86
557,4.1,0.57,29.6,49.0,26.0,4.01,22.11,0.0,0.0,0.0,2.25,18.6,68.84
558,4.7,0.94,21.6,52.0,38.0,8.01,30.47,0.0,0.0,0.0,0.93,19.68,65.43
559,4.0,0.58,28.9,48.0,29.0,5.01,24.13,0.0,0.0,0.0,2.12,18.72,70.65
560,5.1,0.6,26.1,46.0,34.0,5.49,28.87,0.0,0.0,0.0,1.71,18.99,68.45
561,6.4,0.74,25.1,44.0,34.0,5.53,28.61,0.0,0.0,0.0,1.79,19.69,63.64
562,4.5,0.62,31.3,49.0,28.0,3.73,24.01,0.0,0.0,0.0,2.21,18.89,69.15
563,5.8,0.59,25.9,47.0,30.0,4.77,25.57,0.0,0.0,0.0,1.51,19.04,67.15
564,4.0,0.6,21.2,51.0,29.0,5.06,23.78,0.0,0.0,0.0,2.29,18.68,71.63
565,2.0,0.48,23.6,42.0,16.0,2.59,12.95,0.0,0.0,0.0,0.96,19.46,72.83
566,4.2,0.65,23.8,51.0,30.0,4.41,25.44,0.0,0.0,0.0,2.26,19.02,71.74
567,3.9,0.59,21.7,53.0,31.0,5.7,25.0,0.0,0.0,0.0,2.13,18.67,74.42
568,4.0,0.71,25.0,47.0,31.0,4.77,26.41,0.0,0.0,0.0,2.34,19.37,69.0
569,7.0,0.64,18.6,50.0,36.0,9.23,27.0,0.0,0.0,0.0,1.73,19.12,72.46
570,5.1,1.07,9.8,54.0,46.0,13.8,32.56,0.0,0.0,0.0,0.91,19.98,67.66
571,7.0,0.77,19.1,51.0,49.0,12.99,35.92,0.0,0.0,0.0,1.79,20.0,66.47
572,7.3,0.77,18.0,49.0,40.0,8.91,30.98,0.0,0.0,0.0,1.82,19.69,68.12
573,8.0,0.57,26.9,47.0,30.0,5.52,24.26,0.0,0.0,0.0,2.4,19.76,70.95
574,6.7,0.64,20.1,51.0,34.0,6.17,27.47,0.0,0.0,0.0,1.5,19.24,72.29
575,5.0,0.83,20.3,54.0,40.0,9.27,30.38,0.0,0.0,0.0,1.66,19.84,69.17
576,4.4,0.54,34.3,44.0,23.0,3.27,19.47,0.0,0.0,0.0,2.04,24.43,73.29
577,2.3,0.41,38.3,37.0,11.0,1.48,9.68,0.0,0.0,0.0,0.98,24.94,69.87
578,4.5,0.58,40.1,40.0,22.0,2.13,19.63,0.0,0.0,0.0,1.99,24.57,74.79
579,4.3,0.53,35.1,45.0,25.0,4.04,20.88,0.0,0.0,0.0,1.8,24.43,75.86
580,2.7,0.59,42.1,37.0,23.0,3.01,20.22,0.0,0.0,0.0,2.0,24.82,72.25
581,5.4,0.71,34.8,49.0,30.0,4.67,25.65,0.0,0.0,0.0,1.49,25.19,72.55
582,5.2,0.9,25.3,43.0,35.0,7.53,27.67,0.0,0.0,0.0,0.82,25.37,70.13
583,7.2,0.62,33.8,41.0,36.0,5.36,30.14,0.0,0.0,0.0,1.75,25.25,68.6
584,6.2,0.71,33.3,41.0,29.0,3.79,24.83,0.0,0.0,0.0,1.6,25.18,69.69
585,7.2,0.48,42.5,42.0,19.0,2.37,16.97,0.0,0.0,0.0,2.14,24.48,72.81
586,7.5,0.55,33.4,39.0,26.0,3.27,22.45,0.0,0.0,0.0,1.37,24.42,73.91
587,5.7,0.56,31.1,42.0,30.0,5.07,24.83,0.0,0.0,0.0,1.52,24.55,75.48
588,4.5,0.52,52.2,35.0,19.0,2.41,16.22,0.0,0.0,0.0,2.0,26.93,69.4
589,2.6,0.38,48.9,34.0,9.0,1.26,8.07,0.0,0.0,0.0,1.13,27.11,68.1
590,6.4,0.57,48.7,43.0,25.0,2.71,21.83,0.0,0.0,0.0,1.5,26.91,69.24
591,5.6,0.74,38.9,37.0,28.0,4.14,23.48,0.0,0.0,0.0,0.83,27.42,67.68
592,6.8,0.5,44.9,34.0,21.0,2.18,18.98,0.0,0.0,0.0,1.35,26.33,72.45
593,4.3,0.47,46.5,44.0,21.0,3.03,17.78,0.0,0.0,0.0,1.71,26.72,72.98
594,5.8,0.5,43.4,39.0,23.0,2.94,20.54,0.0,0.0,0.0,1.58,26.68,71.93
595,5.0,0.51,51.8,38.0,18.0,1.84,15.91,0.0,0.0,0.0,2.04,26.71,71.83
596,5.8,0.63,48.1,38.0,22.0,2.19,19.77,0.0,0.0,0.0,1.57,27.42,65.96
597,7.9,0.51,46.9,40.0,27.0,2.82,23.79,0.0,0.0,0.0,1.88,27.3,66.16
598,4.2,0.47,45.0,38.0,19.0,2.02,16.55,0.0,0.0,0.0,2.13,26.61,71.11
599,5.1,0.4,58.5,42.0,12.0,0.78,11.1,0.0,0.0,0.0,2.15,26.42,70.67
600,4.6,0.35,33.7,17.0,15.0,3.76,11.22,0.0,0.0,0.0,2.12,29.63,76.86
601,3.9,0.33,28.0,18.0,16.0,3.66,12.3,0.0,0.0,0.0,1.77,29.63,78.82
602,4.2,0.32,32.5,18.0,14.0,2.4,11.14,0.0,0.0,0.0,2.26,29.61,78.29
603,1.7,0.23,34.1,12.0,6.0,1.05,4.76,0.0,0.0,0.0,1.25,29.35,74.26
604,3.6,0.31,29.3,12.0,14.0,2.59,11.41,0.0,0.0,0.0,2.31,29.61,77.25
605,4.3,0.33,27.8,21.0,17.0,2.83,13.67,0.0,0.0,0.0,1.73,29.28,77.99
606,4.9,0.33,29.1,12.0,15.0,2.37,12.56,0.0,0.0,0.0,1.41,28.6,81.69
607,3.9,0.24,36.2,20.0,9.0,1.67,6.87,0.0,0.0,0.0,2.45,28.76,77.27
608,4.3,0.48,31.2,19.0,16.0,2.03,13.76,0.0,0.0,0.0,1.77,29.93,73.79
609,7.2,0.33,28.2,22.0,20.0,3.76,16.64,0.0,0.0,0.0,2.09,29.48,75.05
610,4.9,0.54,21.6,15.0,21.0,4.88,16.38,0.0,0.0,0.0,0.82,29.63,75.56
611,5.8,0.37,28.4,22.0,19.0,3.43,15.63,0.0,0.0,0.0,1.62,28.96,77.72
612,8.2,0.28,18.1,14.0,20.0,4.81,14.98,0.0,0.0,0.0,2.12,29.37,77.2
613,4.4,0.34,17.2,13.0,18.0,4.2,13.86,0.0,0.0,0.0,1.64,28.56,80.4
614,4.0,0.33,22.4,11.0,18.0,6.62,11.04,0.0,0.0,0.0,2.01,29.4,77.44
615,4.2,0.49,12.4,10.0,20.0,5.74,14.62,0.0,0.0,0.0,0.81,28.93,78.27
616,3.8,0.26,20.0,12.0,15.0,3.36,11.5,0.0,0.0,0.0,1.86,28.77,78.94
617,3.0,0.25,21.5,4.0,12.0,2.67,9.06,0.0,0.0,0.0,2.48,29.05,79.97
618,4.4,0.25,19.5,0.0,14.0,3.03,10.57,0.0,0.0,0.0,1.61,28.54,83.16
619,3.7,0.31,21.5,11.0,14.0,3.8,10.54,0.0,0.0,0.0,2.13,28.78,80.79
620,3.2,0.17,25.0,11.0,7.0,1.66,5.77,0.0,0.0,0.0,2.46,28.6,78.48
621,1.4,0.18,23.6,8.0,6.0,1.51,4.01,0.0,0.0,0.0,1.25,28.63,76.88
622,3.5,0.41,20.8,9.0,15.0,2.75,12.18,0.0,0.0,0.0,1.78,29.24,77.36
623,3.7,0.28,19.5,8.0,16.0,4.17,11.58,0.0,0.0,0.0,1.8,29.09,81.27
624,4.3,0.26,25.7,14.0,13.0,2.62,9.97,0.0,0.0,0.0,2.36,30.48,75.53
625,3.1,0.25,23.5,6.0,12.0,2.73,9.72,0.0,0.0,0.0,2.7,30.36,77.39
626,3.8,0.28,23.0,15.0,14.0,3.34,10.24,0.0,0.0,0.0,2.32,30.09,74.5
627,3.3,0.17,28.5,15.0,7.0,1.54,5.92,0.0,0.0,0.0,2.66,29.83,75.0
628,3.8,0.27,21.1,12.0,15.0,3.71,11.13,0.0,0.0,0.0,2.06,30.53,77.8
629,7.1,0.24,22.2,15.0,18.0,3.85,13.76,0.0,0.0,0.0,2.43,30.84,73.99
630,4.7,0.44,15.8,11.0,18.0,3.98,14.3,0.0,0.0,0.0,0.89,30.54,75.01
631,4.1,0.42,22.9,13.0,15.0,2.75,12.56,0.0,0.0,0.0,1.86,30.72,73.37
632,3.9,0.25,22.2,10.0,13.0,2.38,10.32,0.0,0.0,0.0,1.76,29.95,79.34
633,1.7,0.19,26.0,11.0,6.0,1.52,4.94,0.0,0.0,0.0,1.43,30.1,73.32
634,5.4,0.26,21.1,17.0,17.0,3.75,13.04,0.0,0.0,0.0,1.78,30.05,77.74
635,3.7,0.26,20.7,17.0,15.0,3.03,11.9,0.0,0.0,0.0,2.08,30.04,75.84
636,4.7,0.36,21.2,13.0,17.0,4.02,12.83,0.0,0.0,0.0,2.09,28.99,77.05
637,4.4,0.32,19.2,11.0,18.0,4.63,13.34,0.0,0.0,0.0,1.9,29.51,79.57
638,5.7,0.32,23.3,12.0,16.0,3.32,12.55,0.0,0.0,0.0,2.01,29.45,77.82
639,6.3,0.32,18.6,13.0,20.0,4.52,15.07,0.0,0.0,0.0,1.82,28.87,81.46
640,5.8,0.5,13.0,10.0,21.0,5.1,15.97,0.0,0.0,0.0,0.86,29.53,77.45
641,12.8,0.35,18.2,15.0,23.0,5.95,17.18,0.0,0.0,0.0,2.05,29.71,77.12
642,4.8,0.47,19.6,12.0,18.0,3.65,14.14,0.0,0.0,0.0,1.61,29.82,75.55
643,3.2,0.18,27.3,12.0,7.0,1.33,5.6,0.0,0.0,0.0,2.35,28.87,78.05
644,4.0,0.23,21.2,10.0,12.0,2.53,9.34,0.0,0.0,0.0,1.66,29.0,81.56
645,4.1,0.3,19.0,13.0,16.0,3.53,12.94,0.0,0.0,0.0,1.99,29.04,77.6
646,3.6,0.28,22.4,5.0,13.0,3.58,9.86,0.0,0.0,0.0,2.63,29.38,79.37
647,1.7,0.19,21.3,0.0,6.0,1.39,4.71,0.0,0.0,0.0,1.41,28.94,75.66
648,3.4,0.36,21.2,13.0,17.0,4.76,12.34,0.0,0.0,0.0,2.21,27.7,78.68
649,3.5,0.39,21.6,17.0,21.0,5.86,15.41,0.0,0.0,0.0,1.73,27.73,78.69
650,5.0,0.42,26.8,20.0,19.0,4.31,14.78,0.0,0.0,0.0,1.84,27.89,75.94
651,6.5,0.45,21.0,21.0,26.0,6.32,19.25,0.0,0.0,0.0,1.44,27.54,79.19
652,9.2,0.4,21.3,22.0,28.0,7.77,20.39,0.0,0.0,0.0,1.88,28.32,74.3
653,5.9,0.65,18.1,18.0,28.0,7.53,20.3,0.0,0.0,0.0,0.83,28.2,74.63
654,5.2,0.54,20.2,21.0,23.0,4.44,18.16,0.0,0.0,0.0,1.63,28.24,72.85
655,4.8,0.28,29.5,18.0,13.0,2.37,10.65,0.0,0.0,0.0,2.11,27.2,76.8
656,5.1,0.36,20.6,17.0,19.0,4.32,14.75,0.0,0.0,0.0,1.53,27.62,77.19
657,5.4,0.38,20.1,21.0,24.0,6.28,17.54,0.0,0.0,0.0,1.61,27.48,76.96
658,1.7,0.25,21.2,11.0,8.0,2.55,5.75,0.0,0.0,0.0,1.09,27.27,75.26
659,4.3,0.43,24.7,20.0,20.0,4.62,14.93,0.0,0.0,0.0,1.72,27.36,75.5
660,5.6,0.44,39.7,30.0,18.0,2.44,15.67,0.0,0.0,0.0,1.69,25.74,72.41
661,4.6,0.48,44.6,36.0,18.0,2.35,15.76,0.0,0.0,0.0,1.95,25.56,70.88
662,6.7,0.72,37.2,34.0,28.0,4.38,23.89,0.0,0.0,0.0,0.89,26.14,70.3
663,4.8,0.5,46.2,36.0,18.0,2.28,15.3,0.0,0.0,0.0,2.15,25.78,71.36
664,4.4,0.48,39.8,34.0,20.0,3.05,17.36,0.0,0.0,0.0,1.98,25.65,74.03
665,6.1,0.64,34.2,36.0,24.0,2.7,21.73,0.0,0.0,0.0,1.71,26.29,68.23
666,5.3,0.38,47.4,31.0,14.0,1.66,12.49,0.0,0.0,0.0,2.39,25.28,72.28
667,2.7,0.4,37.4,26.0,11.0,1.61,9.4,0.0,0.0,0.0,1.29,25.96,70.68
668,4.4,0.48,37.3,34.0,18.0,2.87,15.06,0.0,0.0,0.0,2.43,25.5,74.2
669,8.7,0.49,37.2,31.0,28.0,4.52,23.46,0.0,0.0,0.0,2.01,26.31,69.64
670,8.0,0.53,38.9,37.0,26.0,4.18,22.28,0.0,0.0,0.0,1.57,25.67,74.86
671,5.7,0.48,37.1,38.0,25.0,3.89,21.21,0.0,0.0,0.0,1.85,25.48,73.4
672,7.2,0.77,29.0,39.0,33.0,5.52,27.31,0.0,0.0,0.0,0.85,22.91,69.7
673,6.0,0.42,38.6,34.0,19.0,2.35,16.33,0.0,0.0,0.0,2.31,22.14,72.3
674,4.8,0.52,29.9,37.0,22.0,3.29,18.85,0.0,0.0,0.0,2.4,21.79,73.61
675,6.2,0.54,29.5,45.0,29.0,4.98,23.87,0.0,0.0,0.0,1.99,21.98,72.08
676,6.4,0.7,27.5,42.0,29.0,3.9,25.21,0.0,0.0,0.0,1.72,22.88,67.71
677,7.9,0.59,28.8,39.0,31.0,5.36,26.04,0.0,0.0,0.0,1.69,22.25,70.71
678,9.5,0.56,29.0,36.0,33.0,5.5,27.37,0.0,0.0,0.0,1.98,22.96,68.88
679,2.4,0.41,33.2,38.0,12.0,2.11,10.24,0.0,0.0,0.0,1.31,22.62,70.1
680,5.4,0.56,33.3,41.0,23.0,3.35,20.01,0.0,0.0,0.0,2.12,22.39,70.71
681,5.1,0.56,34.5,39.0,24.0,3.81,20.24,0.0,0.0,0.0,2.06,22.09,70.04
682,4.7,0.52,31.0,42.0,26.0,4.54,21.51,0.0,0.0,0.0,2.03,22.14,73.33
683,6.6,0.52,31.3,40.0,24.0,3.55,20.92,0.0,0.0,0.0,1.74,22.51,70.35
684,5.7,0.66,25.5,37.0,33.0,6.31,27.1,0.0,0.0,0.0,1.73,19.66,71.63
685,7.1,0.59,24.5,34.0,38.0,8.64,29.22,0.0,0.0,0.0,2.04,20.49,67.92
686,5.5,0.81,22.7,36.0,36.0,7.76,28.18,0.0,0.0,0.0,0.9,20.61,67.08
687,7.0,0.64,24.1,34.0,31.0,5.73,25.37,0.0,0.0,0.0,1.89,20.11,68.56
688,7.1,0.46,31.0,32.0,25.0,4.92,20.5,0.0,0.0,0.0,2.61,19.94,72.22
689,3.8,0.48,27.0,36.0,25.0,4.94,19.98,0.0,0.0,0.0,2.34,19.19,74.63
690,5.3,0.49,28.1,36.0,26.0,4.03,22.06,0.0,0.0,0.0,1.73,19.91,70.17
691,3.9,0.51,25.5,34.0,23.0,3.78,18.89,0.0,0.0,0.0,2.58,18.94,74.84
692,2.0,0.39,29.9,32.0,12.0,2.89,9.0,0.0,0.0,0.0,1.22,19.89,73.05
693,5.9,0.53,25.0,39.0,30.0,6.25,23.6,0.0,0.0,0.0,2.17,19.23,72.02
694,4.1,0.58,28.9,39.0,25.0,4.03,20.73,0.0,0.0,0.0,2.4,19.65,71.17
695,3.8,0.55,29.9,36.0,24.0,3.92,20.42,0.0,0.0,0.0,2.39,19.35,70.54
696,4.8,0.57,33.2,55.0,32.0,6.06,25.67,0.0,0.0,0.0,2.06,0.0,68.54
697,7.5,0.7,30.8,51.0,44.0,9.24,35.2,0.0,0.0,0.0,1.97,0.0,60.8
698,6.8,1.04,28.2,55.0,47.0,9.74,36.97,0.0,0.0,0.0,0.85,0.0,62.94
699,2.3,0.45,36.7,43.0,14.0,3.15,10.65,0.0,0.0,0.0,1.08,0.0,67.78
700,7.4,0.63,30.3,53.0,37.0,7.03,29.53,0.0,0.0,0.0,1.87,0.0,64.76
701,6.6,0.82,33.0,56.0,41.0,7.9,33.43,0.0,0.0,0.0,1.54,0.0,65.76
702,8.9,0.56,40.2,51.0,28.0,3.78,23.92,0.0,0.0,0.0,2.53,0.0,66.45
703,5.3,0.68,36.5,56.0,29.0,4.24,24.65,0.0,0.0,0.0,2.12,0.0,64.08
704,5.1,0.59,31.1,49.0,28.0,4.52,23.52,0.0,0.0,0.0,2.34,0.0,69.04
705,5.5,0.69,36.5,56.0,30.0,3.5,26.3,0.0,0.0,0.0,2.22,0.0,63.58
706,6.8,0.58,35.0,54.0,30.0,3.92,26.49,0.0,0.0,0.0,1.57,0.0,62.81
707,8.0,0.78,30.4,54.0,36.0,5.17,30.63,0.0,0.0,0.0,1.76,0.0,61.59
708,8.0,0.63,25.7,66.0,33.0,5.5,27.84,0.0,0.0,0.0,1.63,0.0,69.14
709,5.9,0.84,21.5,62.0,41.0,8.44,32.9,0.0,0.0,0.0,1.56,0.0,70.54
710,7.6,0.76,22.1,62.0,49.0,13.13,36.2,0.0,0.0,0.0,2.0,0.0,66.03
711,5.3,0.61,23.2,57.0,29.0,4.87,24.32,0.0,0.0,0.0,2.52,0.0,73.87
712,5.5,0.7,25.9,68.0,32.0,4.56,27.56,0.0,0.0,0.0,2.46,0.0,68.53
713,6.5,1.06,19.9,57.0,47.0,10.82,35.91,0.0,0.0,0.0,0.83,0.0,67.47
714,7.3,0.64,21.5,57.0,37.0,7.88,29.51,0.0,0.0,0.0,2.05,0.0,69.28
715,10.4,0.66,22.0,43.0,34.0,6.77,27.52,0.0,0.0,0.0,2.61,0.0,71.09
716,8.9,0.77,21.2,59.0,39.0,8.49,30.87,0.0,0.0,0.0,2.0,0.0,67.64
717,2.3,0.49,28.0,56.0,16.0,2.53,13.43,0.0,0.0,0.0,1.09,0.0,74.22
718,4.9,0.6,24.9,58.0,32.0,5.79,26.39,0.0,0.0,0.0,2.3,0.0,71.67
719,5.5,0.65,26.4,60.0,30.0,4.14,25.51,0.0,0.0,0.0,2.51,0.0,68.66
720,7.0,0.74,31.2,60.0,37.0,6.14,30.38,2.338,0.33299999999999996,2.006,0.0,0.0,71.74
721,9.3,0.69,29.6,62.0,41.0,7.51,33.92,2.287,0.331,1.956,0.0,0.0,68.15
722,7.1,0.97,27.4,55.0,40.0,7.58,32.74,2.58,0.474,2.106,0.0,0.0,69.5
723,8.5,0.73,29.7,57.0,33.0,4.76,28.34,2.46,0.39799999999999996,2.062,0.0,0.0,72.8
724,5.7,0.61,35.6,60.0,26.0,3.4,22.11,2.31,0.244,2.066,0.0,0.0,70.75
725,4.9,0.55,32.7,55.0,26.0,4.74,21.49,2.151,0.20800000000000002,1.943,0.0,0.0,73.52
726,7.9,0.5,34.4,42.0,23.0,2.75,20.16,2.282,0.175,2.1069999999999998,0.0,0.0,73.64
727,6.7,0.57,32.0,61.0,26.0,3.25,23.22,2.272,0.26899999999999996,2.004,0.0,0.0,72.06
728,5.4,0.57,31.2,57.0,25.0,3.99,21.22,0.0,0.0,0.0,0.0,0.0,73.13
729,7.2,0.6,28.6,55.0,34.0,6.16,27.77,2.365,0.319,2.0469999999999997,0.0,0.0,72.65
730,2.5,0.44,32.1,53.0,14.0,2.43,11.26,0.0,0.0,0.0,0.0,0.0,75.11
731,5.2,0.62,33.4,62.0,27.0,3.39,23.29,2.235,0.245,1.99,0.0,0.0,71.09
732,6.5,0.45,40.3,38.0,25.0,3.37,21.89,2.222,0.233,1.989,0.0,0.0,71.6
733,5.8,0.34,45.3,35.0,15.0,1.65,13.16,2.128,0.127,2.001,0.0,0.0,71.94
734,6.5,0.58,40.9,45.0,23.0,2.27,21.06,2.314,0.29100000000000004,2.023,0.0,0.0,67.36
735,4.6,0.42,42.6,47.0,18.0,2.08,16.37,0.0,0.0,0.0,0.0,0.0,71.62
736,4.5,0.43,44.0,46.0,21.0,3.0,17.51,2.042,0.162,1.88,0.0,0.0,71.31
737,7.1,0.53,42.6,50.0,27.0,3.43,24.04,2.1180000000000003,0.24,1.879,0.0,0.0,66.6
738,5.5,0.42,41.7,46.0,18.0,1.99,16.48,2.146,0.198,1.9480000000000002,0.0,0.0,70.4
739,2.4,0.34,44.2,41.0,10.0,1.63,8.43,0.0,0.0,0.0,0.0,0.0,71.74
740,7.8,0.48,41.4,47.0,28.0,3.59,23.96,2.11,0.20600000000000002,1.9040000000000001,0.0,0.0,67.61
741,5.0,0.48,47.7,51.0,19.0,2.44,16.8,2.201,0.198,2.003,0.0,0.0,68.46
742,4.9,0.49,44.5,50.0,20.0,2.08,17.53,2.117,0.179,1.9380000000000002,0.0,0.0,69.01
743,6.6,0.73,37.7,42.0,30.0,4.18,25.6,2.3930000000000002,0.36200000000000004,2.031,0.0,0.0,68.67
