SO2,CO,O3,PM25,Nox,NO,NO2,THC,NMHC,CH4,WindSpeed,TEMP,Humidity
3.9,0.57,19.6,40,33,10.02,23.2,1.989,0.221,1.769,0,0,76.15
4,0.42,27.3,33,20,4.36,15.75,1.918,0.142,1.776,0,0,81.8
2,0.38,25.6,35,16,3.41,13.01,0,0,0,0,0,79.65
5.1,0.49,27.6,42,23,4.82,17.84,1.897,0.165,1.732,0,0,76.54
3.2,0.43,25.7,47,20,3.76,16.01,0,0,0,0,0,75.33
5.5,0.62,17.1,48,40,11.99,27.6,2.06,0.265,1.795,0,0,71.04
3.6,0.45,26.5,50,20,3.55,16.31,0,0,0,0,0,72.17
6,0.48,26.1,46,24,4.98,19.36,1.977,0.192,1.785,0,0,72.72
6,0.62,19.5,54,39,11.35,27.35,2.053,0.264,1.789,0,0,68.3
4.1,0.37,28.1,26,19,4.22,15.15,1.895,0.154,1.741,0,0,74.6
4.8,0.51,21.4,38,34,10.56,23.21,2.005,0.235,1.77,0,0,70.32
2.5,0.34,26.8,35,18,3.65,13.87,0,0,0,0,0,74.29
4.2,0.43,33.4,40,29,5.6,22.94,1.99,0.193,1.797,0,0,67.1
4.1,0.29,40.5,33,17,2.5,14.24,0,0,0,0,0,71.41
2.7,0.27,39.1,41,14,1.54,12.51,0,0,0,0,0,71.78
2.9,0.25,32.4,39,13,1.99,11.4,0,0,0,0,0,73.47
5.6,0.43,31.3,42,26,5,21.01,2.026,0.199,1.827,0,0,67.45
4.6,0.31,33.9,32,15,2.36,12.98,0,0,0,0,0,72.19
3.6,0.23,28,24,10,1.99,7.93,0,0,0,0,0,77.34
2.2,0.14,26.2,33,9,1.69,7.5,0,0,0,0,0,76.76
3.9,0.3,25.9,32,18,4.19,13.98,1.926,0.127,1.799,0,0,72.32
3.9,0.27,19.3,26,18,5.11,12.55,1.879,0.126,1.753,0,0,70.83
2.3,0.13,20.6,26,8,2.13,6.09,0,0,0,0,0,73.92
3.1,0.16,22.9,16,8,2.19,6.26,0,0,0,0,0,75.2
2,0.19,28.5,31,9,1.61,7.82,0,0,0,0,0,75.75
2.9,0.36,27,31,21,5,15.6,1.986,0.135,1.851,0,0,70.39
3.3,0.24,33.1,25,11,1.89,8.6,0,0,0,0,0,76.29
4.9,0.47,37.8,47,27,4.6,22.36,2.057,0.192,1.865,0,0,67.75
4.3,0.35,48.9,39,15,1.49,13.08,0,0,0,0,0,71.67
2.7,0.25,43.1,43,13,1.62,11.57,0,0,0,0,0,71.76
4.6,0.53,34.9,48,31,6.09,25.28,2.067,0.202,1.865,0,0,71.64
2.4,0.31,43.6,43,13,1.45,11.91,0,0,0,0,0,73.78
4.2,0.4,46.2,47,16,1.82,14.42,0,0,0,0,0,74.84
2.4,0.31,37.1,39,14,2.33,11.9,0,0,0,0,0,74.7
3.8,0.37,39.9,35,16,2.37,13.86,0,0,0,0,0,77.05
4.5,0.49,28.5,43,31,6.93,24.18,2.015,0.196,1.82,0,0,73.85
3.7,0.4,33.3,38,15,2.23,12.83,0,0,0,0,0,77.88
3.9,0.53,23.9,46,31,7.37,23.2,2.002,0.184,1.819,0,0,72.87
2.7,0.36,31.1,42,15,2.39,12.6,0,0,0,0,0,75.06
4.1,0.34,30.1,32,16,3.26,12.26,0,0,0,0,0,70.58
2.9,0.3,28.2,38,15,3.01,12.06,0,0,0,0,0,69.3
3.7,0.52,20.5,40,32,9.63,22.43,1.992,0.179,1.813,0,0,67.99
3,0.34,28.3,36,19,3.52,15.67,0,0,0,0,0,69.25
4.6,0.38,28.9,35,21,4.21,16.83,0,0,0,0,0,69.5
5,0.55,20.8,45,37,10.53,26.31,2.054,0.249,1.805,0,0,67.06
4.5,0.27,32.8,26,17,2.56,14.04,0,0,0,0,0,72.05
4.6,0.43,25.3,33,29,6.6,22.83,1.972,0.187,1.785,0,0,70.32
3,0.23,33.1,30,14,2.18,12.03,0,0,0,0,0,70.99
