SO2,CO,CO2,O3,PM25,Nox,NO,NO2,THC,NMHC,CH4,WindSpeed,TEMP,Humidity
3.5,0.45,0,43,40,19.57,2.24,17.31,0,0,0,0,0,73.73
3.5,0.67,0,39.2,45,31.04,4.73,26.31,2.049,0.326,1.72,0,0,71.37
2.4,0.6,423.88,26.1,46,30.64,6.48,24.16,1.905,0.27,1.64,0,0,77.71
3.7,0.68,0,28.1,41,33.03,6.59,26.44,2.046,0.32,1.73,0,0,73.7
3.5,0.62,0,28.5,36,26.61,4.2,22.41,1.955,0.26,1.69,0,0,76.97
3.2,0.46,0,34.8,41,24.11,5.2,18.91,2.151,0.217,1.93,0,0,70.12
3.4,0.44,0,35.9,37,19.48,2.88,16.6,0,0,0,0,0,76.7
3.5,0.68,0,24.2,47,32.05,7.14,24.91,2.04,0.319,1.72,0,0,71.97
2.9,0.51,0,26.9,47,24.49,4.72,19.76,2.18,0.229,1.95,0,0,69.09
3.6,0.62,0,25.3,39,25.04,4.08,20.96,1.869,0.207,1.66,0,0,74.62
2.5,0.66,415.29,25.4,48,31.27,6.96,24.31,2.025,0.298,1.73,0,0,74.62
3.3,0.47,0,30.8,43,18.71,2.99,15.72,0,0,0,0,0,77.44
3,0.47,0,25,40,24.38,7.98,16.38,2.114,0.192,1.92,0,0,63.37
2.3,0.69,408.5,20.7,45,33.82,11.78,22.04,2.05,0.3,1.75,0,0,69.6
3.6,0.68,0,19.9,40,35.8,13.14,22.65,2.138,0.324,1.81,0,0,67.08
3.6,0.42,0,28.3,34,17.9,3.5,14.39,0,0,0,0,0,70.53
3.3,0.57,0,22.9,31,23.64,5.36,18.28,1.928,0.207,1.72,0,0,68.99
4.1,0.78,0,19.9,42,46.21,17.04,29.17,2.255,0.459,1.8,0,0,65.69
3.2,0.51,0,23.8,38,30.58,9.66,20.91,2.183,0.267,1.92,0,0,62.4
3.9,0.45,0,29.2,35,21.37,3.72,17.64,0,0,0,0,0,68.78
3.3,0.61,0,23.5,31,26.53,5.71,20.82,1.91,0.25,1.66,0,0,66.29
2.6,0.75,406.08,21.6,43,36.73,12.03,24.71,2.183,0.434,1.75,0,0,68.72
3.6,0.51,0,22.6,33,27.43,5.65,21.77,1.972,0.263,1.71,0,0,69.94
2.8,0.35,0,31.4,32,17.68,3.31,14.36,2.017,0.134,1.88,0,0,66.09
3.4,0.45,0,26.2,27,19.57,3.43,16.14,1.775,0.166,1.61,0,0,72.11
2.8,0.32,0,32.9,27,15.7,1.85,13.82,0,0,0,0,0,72.54
2.3,0.58,406.22,26.3,38,25.97,6.87,19.1,1.983,0.266,1.72,0,0,72.59
