SO2,CO,CO2,O3,PM25,Nox,NO,NO2,THC,NMHC,CH4,WindSpeed,TEMP,Humidity
3.6,0.53,0,36.1,34,23.41,2.89,20.51,0,0,0,1.63,24.37,67.65
3.5,0.41,0,36.9,35,19.23,2.17,17.06,0,0,0,2.38,24.11,72.72
3.3,0.45,0,38,31,15.54,2.08,13.45,0,0,0,1.9,23.14,71.63
3.4,0.39,0,41.5,37,17.06,1.56,15.49,0,0,0,3.1,23.35,74.82
3.7,0.66,0,26.2,40,32.36,7.56,24.81,0,0,0,1.62,20.18,69.34
3.9,0.51,0,27.9,37,27.67,6.69,20.98,0,0,0,2.6,20.13,73.87
3,0.5,0,27,31,16.48,2.64,13.84,0,0,0,2.06,18.98,74.23
3.8,0.47,0,35.1,42,21.78,3.4,18.38,0,0,0,3.27,19.31,75.17
4,0.62,432.3,25.5,36,28.65,5.32,23.33,0,0,0,1.72,19.91,67.71
2.2,0.44,0,26.4,28,22.46,5.67,16.79,0,0,0,3.09,17.31,75.27
2.3,0.39,0,28.4,20,14.04,2.7,11.33,0,0,0,2.02,15.84,75.15
2.7,0.57,430.14,23.3,28,26.95,6.07,20.88,0,0,0,1.78,0,70.17
2.5,0.38,0,31.9,30,16.89,2.53,14.36,0,0,0,3.98,16.53,77.17
2.7,0.58,0,23.4,29,29.8,8.27,21.53,0,0,0,1.69,17.28,70.64
3.6,0.54,0,28.7,43,32.77,11.47,21.3,0,0,0,3.12,0,65.79
3.5,0.72,436.26,24.6,43,35.53,9.65,25.87,0,0,0,1.84,0,64
3.7,0.76,0,25.1,47,43.73,17.35,26.37,0,0,0,1.64,0,61.64
3.2,0.41,0,38,33,13.36,2.17,11.18,0,0,0,2.17,0,62.12
4.2,0.48,0,30.7,42,23.63,4.75,18.88,0,0,0,3.93,0,67.46
3.4,0.46,0,25.5,37,24.29,6.28,18,0,0,0,3.6,0,71.36
3.9,0.61,0,20.4,36,32.07,8.84,23.23,0,0,0,1.77,0,67.52
3.6,0.66,0,19.3,41,33.12,8.92,24.2,0,0,0,1.97,0,68.19
3.8,0.43,0,26.4,44,20.01,3.22,16.79,0,0,0,4.51,0,73.13
2.8,0.41,0,27.6,27,14.37,2.86,11.51,0,0,0,2.06,0,70.83
3.5,0.46,0,30.2,39,24.48,5.91,18.58,2.102,0.249,1.85,0,0,70.84
4.1,0.62,0,28.9,38,31.54,7.39,24.14,2.113,0.239,1.87,0,0,66.58
3,0.44,0,32,34,15.04,2.37,12.67,2.005,0.191,1.81,0,0,70.3
3.6,0.4,0,30.7,47,18.73,2.7,16.03,0,0,0,0,0,72.58
3.9,0.65,431.62,25,47,31.01,6.13,24.87,2.126,0.313,1.81,0,0,68.02
2.6,0.31,0,39.8,30,16.38,3.03,13.35,1.964,0.157,1.81,0,0,68.74
2.9,0.44,0,40.5,29,21.18,3.64,17.54,1.993,0.151,1.84,0,0,63.78
2.4,0.3,0,42.6,23,9.42,1.6,7.81,1.903,0.107,1.8,0,0,67.41
2.7,0.3,0,42.5,35,13.92,1.66,12.24,0,0,0,0,0,69.82
2.9,0.46,421.6,39,36,21,3.6,17.39,2.01,0.192,1.82,0,0,64.57
3.1,0.5,429.51,37.1,37,20,3.08,16.92,2.071,0.229,1.84,1.69,0,69.69
2.7,0.37,0,34.5,30,18.5,2.81,15.68,2.023,0.183,1.84,2.45,0,73.84
3.1,0.33,0,35,35,15.63,1.74,13.88,0,0,0,3.04,0,74.69
3.1,0.48,0,38.3,31,21.95,3.71,18.25,2.02,0.171,1.85,1.61,0,69.4
2.8,0.33,0,39,25,10.51,1.64,8.86,1.948,0.123,1.82,1.98,0,75.3
3.4,0.26,0,25.2,24,13.91,2.46,11.45,0,0,0,0,0,77.83
2.8,0.35,425.45,26,22,15.31,3.2,12.1,2.008,0.179,1.83,0,0,73.02
3.1,0.36,0,27,19,17.84,4.07,13.77,1.917,0.136,1.78,0,0,73.47
3,0.28,0,22.4,20,17.68,4.03,13.65,1.965,0.18,1.79,0,0,77.57
4.2,0.3,0,25.5,17,10.59,2.12,8.47,1.912,0.12,1.79,0,0,80.57
4.6,0.27,0,26.9,16,9.73,2.3,7.43,1.893,0.109,1.78,0,0,74.22
2.9,0.35,424.78,27.9,22,15.31,3.22,12.09,1.926,0.182,1.74,0,0,70.62
3.3,0.24,0,24.4,25,13.76,2.53,11.23,0,0,0,0,0,73.6
2.6,0.27,0,24,21,16.85,3.67,13.18,1.912,0.177,1.73,0,0,73.87
2.7,0.37,0,28.6,19,17.28,3.46,13.82,1.899,0.138,1.76,0,0,69.83
3.6,0.31,0,22.9,28,15.49,2.78,12.71,0,0,0,0,0,76.22
2.9,0.4,0,25.4,23,18.67,3.86,14.81,1.894,0.143,1.75,0,0,69.18
2.8,0.32,0,22.9,24,18.12,3.94,14.17,1.915,0.197,1.72,0,0,73.74
2.7,0.39,416.8,25.1,27,16.38,3.11,13.27,1.92,0.188,1.73,0,0,69.49
5.3,0.4,0,26.5,19,11.93,2.8,9.12,1.949,0.103,1.85,0,0,72.85
2.9,0.36,0,24.3,23,22.16,4.95,17.21,1.987,0.226,1.76,0,0,77.75
3.1,0.33,0,28,25,16.74,2.71,14.03,0,0,0,0,0,78.03
3.1,0.48,414.17,25.2,25,21.93,4.53,17.4,2.068,0.25,1.82,0,0,73.66
4.8,0.4,0,28.4,19,12.76,2.6,10.16,0,0,0,0,0,74.93
2.7,0.48,0,24.9,24,22.98,4.85,18.14,2.009,0.186,1.82,0,0,73.15
2.9,0.48,0,37.3,42,19.92,2.58,17.34,0,0,0,0,0,79.61
3.5,0.71,422.48,27.6,34,31.33,6.49,24.83,2.314,0.333,1.98,0,0,74.94
2.7,0.69,0,27.3,35,31.33,6.55,24.79,2.196,0.241,1.96,0,0,75.43
2.4,0.5,0,30.6,36,25.73,5.65,20.07,2.131,0.271,1.86,0,0,78.99
0,0,0,33.2,0,14.84,2.18,12.65,2.061,0.146,1.92,0,0,76.02
3.2,0.57,428.11,32.4,38,26.28,4.57,21.71,2.204,0.269,1.94,0,0,68.38
2.8,0.56,0,31,40,27.21,5.38,21.83,2.127,0.199,1.93,0,0,67.78
3,0.41,0,38.1,41,17.96,2.32,15.64,0,0,0,0,0,73.5
3.4,0.51,0,31.4,0,15.59,2.49,13.1,2.013,0.126,1.89,0,0,70.04
2.7,0.4,0,34.7,43,21.06,3.83,17.24,2.11,0.267,1.84,0,0,71.97
2,0.45,0,30.3,39,21.85,6.04,15.81,2.05,0.206,1.84,0,0,76.28
2.7,0.44,0,31,0,12.9,2.38,10.51,1.965,0.08,1.89,0,0,72.43
2.3,0.62,0,25,37,30.58,10.35,20.23,2.13,0.203,1.93,0,0,71.8
2.7,0.61,428.76,26.9,36,27.55,5.98,21.57,2.158,0.247,1.91,0,0,70.87
2.1,0.41,0,34,40,15.86,3.03,12.82,0,0,0,0,0,80.05
2.3,0.73,434.89,21.9,37,35.59,10.55,25.03,2.26,0.324,1.94,0,0,70.88
2.7,0.46,0,29.5,40,19.33,3.97,15.37,0,0,0,0,0,77.66
3.1,0.68,0,20.5,33,36.06,12.87,23.19,2.135,0.227,1.91,0,0,71.25
2.5,0.5,0,27.1,36,26.65,8.84,17.8,2.091,0.227,1.86,0,0,74.51
2.9,0.46,0,25.5,34,22.21,4.6,17.61,0,0,0,0,0,76.03
2.4,0.81,437.45,19.7,38,38.83,12.45,26.38,2.345,0.385,1.96,0,0,72.47
2.5,0.53,0,24.1,32,28.55,8.99,19.56,2.15,0.276,1.87,0,0,75.42
3.2,0.64,0,21.8,27,24.58,5.53,19.06,2.15,0.234,1.92,0,0,71.47
3.2,0.72,0,18.9,30,39.32,14.48,24.84,2.216,0.274,1.94,0,0,72.47
3.2,0.55,0,28.6,40,29.87,8.15,21.72,2.237,0.333,1.9,0,0,75.72
3.4,0.74,0,22.7,35,37.32,11.62,25.71,2.192,0.29,1.9,0,0,72.33
3.4,0.5,0,30.7,39,23.57,4.3,19.27,0,0,0,0,0,75.71
3.5,0.68,0,28.1,34,25.38,5.68,19.7,2.206,0.265,1.94,0,0,70.86
2.7,0.79,440.53,24.1,43,37.08,10.84,26.24,2.363,0.408,1.96,0,0,68.58
2.7,0.37,0,44.6,38,17.4,2.46,14.94,2.037,0.187,1.85,0,0,67.61
2.8,0.34,0,43.8,34,15.77,1.81,13.95,0,0,0,0,0,69.57
2.7,0.55,424.57,41,40,24.01,3.37,20.64,2.188,0.267,1.92,0,0,61.97
3,0.49,0,39.1,33,23.5,3.89,19.61,2.013,0.171,1.84,0,0,62.87
3.2,0.46,0,44,34,15.54,1.71,13.82,2.059,0.15,1.91,0,0,62.32
3.3,0.43,0,41.5,32,14.58,1.59,12.98,2.022,0.146,1.88,0,0,65.93
3.1,0.47,418.38,39.3,37,19.27,2.49,16.78,2.091,0.212,1.88,0,0,64.12
3.1,0.34,0,41,38,17.87,2.39,15.47,2.016,0.173,1.84,0,0,70.24
3.4,0.44,0,40.9,31,20.29,2.94,17.35,1.973,0.157,1.82,0,0,66.08
3.3,0.31,0,41.7,31,15.27,1.53,13.73,0,0,0,0,0,70.7
2.8,0.27,0,29.3,28,13.77,1.98,11.79,0,0,0,0,0,76.65
2.7,0.39,0,27.1,24,17.62,3.24,14.37,1.982,0.169,1.81,0,0,74
2.6,0.29,0,25.7,27,17.66,3.19,14.47,2.005,0.19,1.82,0,0,77.71
2.7,0.41,412.62,29,30,15.39,2.73,12.66,2.085,0.23,1.86,0,0,70.7
2.6,0.42,0,29.6,28,12.37,1.94,10.42,2.017,0.159,1.86,0,0,72.26
2.9,0.29,0,23.6,19,14.9,3.23,11.67,1.835,0.119,1.72,0,0,68.42
3.2,0.22,0,23.1,0,15.43,3.44,11.99,1.893,0.168,1.73,0,0,73.45
3.3,0.22,0,23.2,18,12.75,2.32,10.43,0,0,0,0,0,73.2
2.8,0.29,414.47,28.5,25,13.59,2.85,10.74,1.917,0.171,1.75,0,0,66.98
2.9,0.33,0,27.7,25,11.5,2.06,9.44,1.914,0.121,1.79,0,0,68.63
2.5,0.26,0,28.2,19,12,1.76,10.23,0,0,0,0,0,78.9
2.7,0.37,415.71,30.4,25,16.12,3.02,13.1,1.995,0.206,1.79,0,0,70.94
2.5,0.36,0,26.6,18,17.56,3.56,13.99,1.882,0.139,1.74,0,0,74.07
2.9,0.26,0,26.2,18,16.11,3.03,13.08,1.89,0.168,1.72,0,0,81.06
2.5,0.37,0,28.2,17,12.47,1.96,10.51,1.951,0.138,1.81,0,0,74.86
3,0.33,0,34.4,28,15.29,2.14,13.14,0,0,0,0,0,74.79
3.2,0.45,426.08,26.9,28,19.83,3.25,16.58,2.104,0.24,1.86,0,0,68.15
2.9,0.34,0,31.9,28,18.47,3.3,15.16,2.047,0.222,1.83,0,0,76.52
3,0.45,0,34.3,24,15.08,2.13,12.95,2.021,0.17,1.85,0,0,71.26
3,0.44,0,32.1,26,21.36,3.62,17.74,2.133,0.254,1.88,0,0,69.6
3.7,0.46,0,27.2,32,25.59,5.97,19.62,2.238,0.29,1.95,0,0,77.93
3.5,0.43,0,31.7,32,19.61,2.87,16.73,0,0,0,0,0,75.33
3.6,0.6,434.72,25.1,37,27.18,5.78,21.4,2.242,0.321,1.92,0,0,69.72
2.5,0.54,0,23.7,37,28.67,6.53,22.14,2.109,0.247,1.86,0,0,72.31
3.2,0.6,0,29.7,30,20.03,3.85,16.18,2.154,0.233,1.92,0,0,76.74
2.5,0.46,0,34.4,37,20.31,3.57,16.74,0,0,0,0,0,75.14
3.4,0.66,433.14,24.1,44,32.42,7,25.42,2.267,0.33,1.94,0,0,67.58
1.9,0.6,0,24.3,38,32.15,8.77,23.38,2.108,0.253,1.86,0,0,73.19
3.4,0.63,0,27.7,33,23.68,5.21,18.47,2.174,0.227,1.95,0,0,76.05
2.8,0.49,0,32.3,37,25.35,6.11,19.23,2.212,0.269,1.94,0,0,76
3.3,0.67,427.38,16.9,37,35.02,10.82,24.2,2.235,0.313,1.92,0,0,72.4
2,0.57,0,22.1,31,32.11,11.16,20.94,2.065,0.229,1.84,0,0,78.48
2.3,0.46,0,24.3,28,24.71,8.37,16.34,2.133,0.222,1.91,0,0,81.75
2.7,0.61,0,17.7,25,24.22,7.39,16.83,2.178,0.216,1.96,0,0,82.13
2.1,0.4,0,26.4,32,17.01,3.58,13.43,0,0,0,0,0,81.86
2.6,0.64,429.51,19,30,30.22,9.11,21.11,2.238,0.272,1.97,0,0,71.03
2.4,0.43,0,25.3,26,17.69,4.36,13.33,2.092,0.171,1.92,0,0,79.91
2.4,0.39,0,28,29,14.55,2.7,11.85,0,0,0,0,0,79.18
2.1,0.46,0,22.7,0,25.61,7.1,18.51,2.021,0.17,1.85,0,0,77.18
2.6,0.56,0,19,22,19.42,5.03,14.39,2.137,0.177,1.96,0,0,80.55
2.6,0.58,418.24,17.8,29,28.87,7.92,20.95,2.222,0.276,1.95,0,0,68.36
2.6,0.33,0,26.9,28,15.69,2.98,12.71,0,0,0,0,0,74.31
2.5,0.45,0,19.7,29,26.58,7.75,18.84,2.039,0.194,1.85,0,0,73.36
2.9,0.49,0,19.1,22,19.69,4.16,15.54,2.148,0.206,1.94,0,0,77.1
2.2,0.35,0,25.2,25,16.58,4.08,12.5,2.102,0.179,1.92,0,0,75.14
3.3,0.62,0,24,42,35.87,10.91,24.96,2.189,0.294,1.9,0,0,76.38
3.6,0.62,0,25.1,32,22.57,4.03,18.54,2.208,0.246,1.96,0,0,77.9
3.4,0.43,0,26.3,40,23.04,5.09,17.95,0,0,0,0,0,78.69
3.3,0.51,0,25.6,37,27.09,7.53,19.55,2.218,0.232,1.99,0,0,79.24
3.8,0.72,431.26,20.8,41,33.98,8.58,25.4,2.393,0.383,2.01,0,0,71.06
2.7,0.27,0,33.9,28,13.73,1.98,11.74,0,0,0,0,0,73.96
2.6,0.33,0,34.5,31,17.06,3.32,13.73,2.07,0.163,1.91,0,0,73.94
3,0.45,0,30,26,17.08,2.89,14.19,2.088,0.15,1.94,0,0,73.72
2.8,0.45,0,31.3,33,24.4,5.21,19.19,2.015,0.166,1.85,0,0,70.76
2.7,0.53,415.36,33.4,34,26.6,4.84,21.76,2.184,0.264,1.92,0,0,66.34
3.3,0.57,415.88,42.2,38,23.11,3.15,19.96,2.226,0.271,1.96,0,0,66.53
3.5,0.37,0,40.7,44,16.28,1.86,14.42,0,0,0,0,0,72.01
3.8,0.52,0,42,39,17.7,1.93,15.77,2.168,0.185,1.98,0,0,71.82
3.3,0.42,0,39.8,43,20.56,3.77,16.79,2.271,0.25,2.02,0,0,72.63
3.4,0.28,0,25.7,25,17.1,3.97,13.13,2.142,0.181,1.96,0,0,73.75
3.3,0.38,0,29.8,25,13.87,2.56,11.32,2.065,0.167,1.9,0,0,73.35
3.1,0.39,0,30,24,17.94,3.83,14.12,2.124,0.196,1.93,0,0,70.53
3.5,0.38,412.7,27.6,22,16.48,3.52,12.97,2.104,0.213,1.89,0,0,67.96
3.7,0.23,0,27.2,25,12.87,2.32,10.55,0,0,0,0,0,71.9
3.1,0.27,0,22.1,23,16.99,4.63,12.36,2.033,0.163,1.87,0,0,74.88
2.9,0.34,403.37,24.9,22,14.64,2.93,11.71,2.017,0.187,1.83,0,0,68.15
2.8,0.41,0,26.7,25,18.79,4.93,13.86,2.132,0.193,1.94,0,0,72.07
3.5,0.24,0,22.9,22,12.9,2.71,10.19,0,0,0,0,0,73.03
2.9,0.36,0,26.4,25,12.02,2.08,9.94,2.024,0.145,1.88,0,0,74.45
3.6,0.24,0,23.6,22,14.47,2.98,11.49,0,0,0,0,0,72.5
3.4,0.27,0,22.3,21,17.89,4.46,13.43,2.06,0.213,1.85,0,0,73.39
3.2,0.38,0,25.6,21,14.84,2.61,12.24,2.024,0.158,1.87,0,0,72.74
3.1,0.42,0,28.2,22,19.28,4.78,14.5,2.122,0.204,1.92,0,0,70.8
3.2,0.36,413.91,24.9,22,17.12,3.15,13.97,1.999,0.212,1.79,0,0,67.18
3.5,0.42,0,31,31,23.65,4.53,19.12,2.005,0.12,1.89,0,0,77.12
3.4,0.53,0,30.2,31,21.64,3.59,18.05,2.182,0.211,1.97,0,0,77.96
3.4,0.36,0,35,32,18.31,2.59,15.72,0,0,0,0,0,76.27
3.4,0.56,431.11,30.9,34,25.65,4.86,20.79,2.202,0.28,1.92,0,0,70.13
3.4,0.58,0,33.5,33,25.8,5.4,20.4,2.264,0.285,1.98,0,0,74.46
4.2,0.46,0,43.3,58,21.2,2.21,18.99,0,0,0,0,0,68.75
4.4,0.67,0,40.2,58,30.1,4.76,25.34,2.361,0.305,2.06,0,0,65.45
3.8,0.61,0,40.7,50,23.13,2.74,20.39,2.232,0.232,2,0,0,68
4.3,0.66,435.4,36.8,56,28.68,3.63,25.05,2.26,0.303,1.96,0,0,62.36
4,0.51,0,38.1,55,25.52,3.91,21.61,2.368,0.32,2.05,0,0,67.21
4,0.68,425.21,27.4,49,34.7,6.87,27.83,2.266,0.321,1.95,0,0,65.74
4,0.68,0,29.4,48,35.01,8.56,26.45,2.326,0.316,2.01,0,0,69.73
3.8,0.62,0,27.7,43,27.55,5.34,22.21,2.214,0.236,1.98,0,0,73.4
3.4,0.5,0,31.7,48,26.08,5.55,20.54,2.351,0.33,2.02,0,0,71.01
4.1,0.43,0,33.6,43,21.9,3.4,18.5,0,0,0,0,0,71.36
3.4,0.71,423.69,21.4,49,36.45,9.19,27.27,2.238,0.299,1.94,0,0,69.44
2.9,0.44,0,30.6,47,19.34,3.25,16.09,0,0,0,0,0,77.89
3,0.65,0,24,40,26.78,6.31,20.47,2.231,0.239,1.99,0,0,75.93
2.7,0.52,0,29,49,25.5,6.97,18.53,2.175,0.262,1.91,0,0,76.22
3.4,0.72,0,23.3,49,36.32,10.75,25.57,2.376,0.324,2.05,0,0,73.45
2.8,0.61,414.15,15.9,29,31.16,8.39,22.77,2.108,0.249,1.86,0,0,68.72
3.2,0.37,0,26.1,29,15.75,2.75,13,0,0,0,0,0,75.09
3.4,0.53,0,19.9,27,27.22,6.94,20.29,2.202,0.239,1.96,0,0,72.97
2.9,0.39,0,25.1,28,17.58,4.08,13.5,2.024,0.208,1.82,0,0,74.94
3.2,0.5,0,19.3,22,20.93,4.85,16.07,2.089,0.161,1.93,0,0,76.65
4.3,0.52,0,29.5,50,26.3,4.84,21.45,0,0,0,0,0,65.95
4,0.8,435.24,21.3,50,40.99,10.89,30.09,2.411,0.47,1.94,0,0,63.46
4.8,0.89,0,24,48,50.06,17.95,32.11,2.606,0.493,2.11,0,0,64.25
3.8,0.6,0,28.2,49,34.42,11.48,22.95,2.276,0.379,1.9,0,0,65.58
4.4,0.7,0,24.7,39,29.29,5.85,23.44,2.268,0.293,1.98,0,0,65.86
2.9,0.66,430.06,21.3,41,31.72,8.15,23.56,2.346,0.37,1.98,0,0,68.89
3.3,0.6,0,26.7,39,31.36,7.76,23.6,2.348,0.329,2.02,0,0,71.06
3,0.44,0,30.5,42,23.74,6,17.74,2.262,0.328,1.94,0,0,73.91
3.3,0.51,0,25,31,21.88,4.43,17.44,2.141,0.201,1.94,0,0,73.84
3.3,0.39,0,31.7,42,20.25,3.36,16.9,0,0,0,0,0,73.15
3,0.31,0,34.9,31,15.35,2.32,13.03,0,0,0,0,0,73.75
3.1,0.35,0,34.2,33,17.33,3.26,14.07,2.01,0.156,1.85,0,0,74.9
3.5,0.5,0,33.8,33,22.61,4.26,18.34,2.209,0.245,1.96,0,0,70.6
3.1,0.45,0,31.5,29,17.03,2.64,14.39,2.113,0.162,1.95,0,0,74.45
3,0.55,421.03,30,38,25.17,4.6,20.57,2.228,0.274,1.95,0,0,68.55
2.8,0.5,423.04,27.7,29,21.38,3.62,17.76,2.224,0.267,1.96,0,0,72.62
3,0.45,0,30.2,25,16.44,2.5,13.93,2.123,0.189,1.93,0,0,76.62
3.2,0.32,0,28.7,26,17.38,2.67,14.7,0,0,0,0,0,76.45
3.4,0.55,0,31.3,29,23.54,4.73,18.82,2.303,0.285,2.02,0,0,74.97
3.1,0.38,0,27.8,28,22.34,5.83,16.51,2.104,0.209,1.9,0,0,77.99
3.4,0.5,0,33.4,29,21.51,3.58,17.93,2.238,0.24,2,0,0,72.83
3.6,0.32,0,28.5,29,19.58,4.51,15.08,2.132,0.23,1.9,0,0,79.42
4.2,0.29,0,30.1,26,16.19,2.8,13.4,0,0,0,0,0,74.68
3.3,0.42,421.41,30.1,0,17.44,3.07,14.37,2.073,0.254,1.82,0,0,72.89
3.5,0.43,0,32.8,27,14.68,2.39,12.29,1.926,0.155,1.77,0,0,74.75
2.8,0.33,0,26.1,19,12.24,2.33,9.92,1.738,0.134,1.6,0,0,78.36
2.9,0.39,0,25.4,22,0,0,0,2.109,0.205,1.91,0,0,71.49
3.5,0.24,0,22,22,17.31,5.03,12.28,1.971,0.226,1.75,0,0,73.45
2.7,0.31,418.04,23.8,22,14.41,3.18,11.23,1.608,0.184,1.42,0,0,70.29
3.7,0.22,0,21.8,17,13.85,3.27,10.57,0,0,0,0,0,79.28
2.9,0.45,425.95,18.2,21,20.82,5.6,15.22,1.796,0.292,1.5,0,0,75.25
3.2,0.29,0,21.2,17,16.1,3.21,12.89,0,0,0,0,0,83.48
2.9,0.39,0,22.8,19,15.91,3.06,12.85,1.804,0.164,1.64,0,0,78.83
2.9,0.33,0,20.3,21,22.16,6.94,15.22,1.962,0.187,1.78,0,0,79.96
3,0.51,0,22.5,21,25.02,7.15,17.88,2.107,0.268,1.84,0,0,76
3.9,0.55,426.01,29.9,36,25.02,4.23,20.79,1.84,0.262,1.58,0,0,71.72
3.8,0.41,0,34.2,32,18.53,2.6,15.92,0,0,0,0,0,81.86
4,0.56,0,34,36,24.78,4.31,20.48,2.08,0.271,1.81,0,0,73.41
3.8,0.42,0,33.5,35,21.9,4.21,17.69,2.105,0.243,1.86,0,0,76.35
3.6,0.53,0,32.9,30,19.96,2.99,16.97,1.915,0.203,1.71,0,0,75.87
3.3,0.61,0,27.6,31,24.04,4.34,19.7,1.944,0.23,1.72,0,0,77.53
3.4,0.66,0,29.8,39,30.71,6.6,24.11,2.007,0.309,1.7,0,0,75.29
3.3,0.66,426.99,25.4,39,31.92,6.38,25.55,1.936,0.318,1.62,0,0,74.2
3.3,0.46,0,33.9,36,21.27,3.97,17.3,0,0,0,0,0,81.93
3.6,0.5,0,32.2,37,26.39,6,20.39,2.155,0.253,1.9,0,0,77.72
4,0.54,0,30,50,27.42,6.84,20.57,2.193,0.265,1.93,0,0,71.22
3.7,0.53,0,31.7,45,21.78,3.71,18.07,0,0,0,0,0,76.73
3.7,0.63,0,26.9,44,25.89,4.9,20.99,1.962,0.245,1.72,0,0,72.02
3.6,0.66,425.87,24.4,52,31.05,5.88,25.17,1.955,0.325,1.63,0,0,68.09
4,0.67,0,28,52,34.23,8.7,25.53,2.17,0.338,1.83,0,0,69.4
3.2,0.77,0,20.6,36,37.38,12.13,25.26,2.183,0.341,1.84,0,0,77.79
2.9,0.54,0,23.9,36,28.89,8.94,19.95,2.14,0.256,1.88,0,0,79.9
3.4,0.69,0,20.6,30,27.8,7.04,20.76,1.993,0.261,1.73,0,0,79.44
3.4,0.74,430.38,17.1,39,36.08,9.81,26.26,2.015,0.339,1.68,0,0,76.44
3.3,0.52,0,27.2,36,21.16,4.27,16.89,0,0,0,0,0,83.97
4,0.7,0,19.5,34,29.86,7.13,22.72,1.983,0.263,1.72,0,0,74.42
3.7,0.77,433.76,16.8,42,39.16,11.58,27.58,1.997,0.399,1.6,0,0,71.98
3.9,0.77,0,19.3,42,41.6,13.62,27.99,2.167,0.386,1.78,0,0,71.98
4.1,0.54,0,25.8,42,24.89,5.12,19.77,0,0,0,0,0,77.16
3.1,0.6,0,23.8,43,32.76,10.84,21.91,2.163,0.304,1.86,0,0,71.2
4.7,0.49,0,27.9,46,22.03,3.79,18.25,0,0,0,0,0,72.7
4.3,0.67,0,22.9,39,26.72,5.79,20.93,1.954,0.244,1.71,0,0,71.61
3.8,0.74,429.17,19.4,51,35.26,9.15,26.12,1.956,0.372,1.58,0,0,68.23
4.1,0.57,0,26.6,49,29.04,7.98,21.05,2.116,0.258,1.86,0,0,68.29
4.3,0.74,0,20.8,48,39.37,12.84,26.8,2.166,0.374,1.79,0,0,69.8
3.3,0.61,431.84,21.3,34,29.26,6.84,22.42,1.904,0.32,1.58,0,0,70.25
3.4,0.43,0,27.3,30,20.25,3.77,16.48,0,0,0,0,0,75.8
3.6,0.61,0,23,34,30.94,7.54,23.42,1.849,0.303,1.55,0,0,72.03
3.4,0.54,0,24.9,27,22.68,4.27,18.41,1.816,0.188,1.63,0,0,74.13
3.1,0.47,0,25.8,32,26.76,7.16,19.6,2.091,0.243,1.85,0,0,69.66
3.3,0.52,0,37,37,25.39,3.31,22.08,1.787,0.225,1.56,0,0,68.67
3.1,0.53,423.81,33.6,37,24.11,3.4,20.7,1.832,0.259,1.57,0,0,66.68
3.3,0.45,0,37.2,29,18.78,2.47,16.3,1.767,0.149,1.62,0,0,70.93
3,0.37,0,39.8,35,18.25,2.52,15.73,2.012,0.185,1.83,0,0,64.78
3.1,0.33,0,41.6,32,15.81,1.77,14.03,0,0,0,0,0,71.39
3.7,0.4,0,36.9,40,21.52,3.57,17.96,2.09,0.218,1.87,0,0,64.77
2.9,0.49,428.24,39.8,39,18.06,2.51,15.55,1.831,0.258,1.57,0,0,68.89
4.1,0.54,0,40.2,41,23.98,2.77,21.21,1.911,0.266,1.65,0,0,68.77
4.1,0.36,0,35.3,32,17.3,1.95,15.34,0,0,0,0,0,71.36
3.6,0.48,0,40.9,33,16.31,1.68,14.62,1.741,0.166,1.58,0,0,70.01
3.3,0.34,414.61,31.4,33,14.84,2.73,12.11,1.747,0.187,1.56,0,0,74.54
3.2,0.39,0,29.8,27,13.59,1.66,11.93,1.8,0.15,1.65,0,0,76.95
3.6,0.31,0,27.8,30,17.55,3.47,14.08,2.07,0.196,1.87,0,0,71.16
4,0.29,0,27.2,26,14.21,2.16,12.03,0,0,0,0,0,76.9
3.6,0.44,0,29.6,31,19.48,3.14,16.34,1.827,0.253,1.57,0,0,75.18
3.3,0.38,0,23.6,25,14.72,2.23,12.49,1.814,0.149,1.67,0,0,73.5
2.9,0.31,411.06,24.1,29,15.51,3.61,11.91,1.697,0.192,1.51,0,0,71.2
4.1,0.25,0,21.7,25,18.13,5.1,13.03,1.967,0.179,1.79,0,0,68.16
3.8,0.4,0,22.7,25,20.94,5.02,15.92,1.781,0.203,1.58,0,0,71.67
4.3,0.24,0,21,15,14.72,3.21,11.51,0,0,0,0,0,73.72
3.7,0.34,0,29.5,30,20.06,4.34,15.71,2.009,0.211,1.8,0,0,69.72
3.6,0.5,0,30.3,30,23.34,4.13,19.21,1.875,0.231,1.64,0,0,72.7
3.4,0.45,0,32.3,26,15.77,1.76,14,1.868,0.17,1.7,0,0,74.02
4,0.33,0,31.1,23,16.02,2.25,13.75,0,0,0,0,0,75.31
2.5,0.42,416.71,31.7,32,16.51,2.6,13.91,1.763,0.212,1.55,0,0,72.77
4.2,0.43,0,46.1,39,18.75,1.65,17.09,0,0,0,0,0,70.36
4.2,0.44,0,42.8,46,21.51,3,18.51,2.103,0.232,1.87,0,0,63.66
4.2,0.59,0,44.5,47,27.96,3.73,24.23,1.973,0.264,1.71,0,0,67.01
2.8,0.55,427.11,43.1,48,24.06,2.8,21.26,1.848,0.239,1.61,0,0,67.33
4,0.52,0,44.5,38,20.4,2.28,18.11,1.896,0.206,1.69,0,0,68.69
3.3,0.59,0,37,36,23.27,3.38,19.88,1.929,0.236,1.69,0,0,73.83
3.5,0.49,0,44.5,45,23.98,3.89,20.09,2.139,0.22,1.92,0,0,67.97
2.5,0.64,435.89,35.9,44,29.12,4.14,24.98,1.892,0.284,1.61,0,0,74.87
