SO2,CO,O3,PM25,Nox,NO,NO2,THC,NMHC,CH4,WindSpeed,TEMP,Humidity
8.5,0.64,29.5,50,38.49,10.21,28.28,2.209,0.317,1.89,0,0,73.29
5.2,0.7,29.9,51,28.22,5.9,22.32,2.419,0.336,2.08,0,0,75.9
6.5,0.6,30.2,52,26.43,5.07,21.35,2.363,0.284,2.08,0,0,78.28
5.3,0.69,32.2,52,27.7,4.6,23.09,2.247,0.28,1.97,0,0,74.24
4,0.57,29.9,54,24.38,4.73,19.65,0,0,0,0,0,78.9
2,0.41,31.3,36,12.73,2.69,10.03,0,0,0,0,0,78.9
7.2,0.76,31.4,51,31.41,6.28,25.13,2.446,0.399,2.05,0,0,73.22
6.5,0.66,30.4,49,34.11,7.02,27.09,2.331,0.356,1.98,0,0,74.42
7.2,0.99,27.8,42,40.61,10.55,30.06,2.573,0.488,2.09,0,0,72.66
6.6,0.75,43.9,40,28.61,5.22,23.38,2.382,0.353,2.03,0,0,68.5
4.4,0.46,44,50,21.14,2.57,18.57,2.035,0.175,1.86,0,0,71.76
7.1,0.46,56.5,52,26.57,3.88,22.69,2.1,0.22,1.88,0,0,69.09
6.9,0.48,42.4,48,25.72,3.63,22.09,2.242,0.226,2.02,0,0,71.81
4.9,0.51,47.8,50,19.18,2.43,16.74,2.144,0.192,1.95,0,0,69.32
5,0.5,50.2,48,18.73,2.26,16.46,2.22,0.198,2.02,0,0,70.6
6.5,0.45,46.9,45,24.37,2.72,21.64,2.18,0.25,1.93,0,0,69.11
2.4,0.34,46.1,42,10.52,1.42,9.09,0,0,0,0,0,73.53
5.9,0.47,44.2,51,19.22,1.69,17.53,2.256,0.208,2.05,0,0,73.94
4.5,0.44,42.8,51,18.62,2.18,16.44,0,0,0,0,0,73.21
6.1,0.6,47.9,51,22.9,2.39,20.51,2.317,0.31,2.01,0,0,68.09
3.6,0.34,38.2,37,14.51,2.12,12.39,0,0,0,0,0,74.78
1.8,0.26,38.8,29,7.09,1.39,5.69,0,0,0,0,0,75.37
5.3,0.4,37,40,16.51,2,14.51,2.18,0.18,2,0,0,76.39
4,0.37,38,39,16.44,2.62,13.82,1.925,0.142,1.78,0,0,73.15
4.5,0.44,41.1,40,15.28,2.14,13.14,2.057,0.17,1.89,0,0,71.13
5.7,0.43,39.2,36,20.21,2.63,17.57,2.093,0.227,1.87,0,0,70.17
5.9,0.64,36.3,30,24.37,3.96,20.41,2.26,0.296,1.96,0,0,71.24
4.5,0.41,43.7,36,15.82,2.5,13.31,2.104,0.172,1.93,0,0,72.23
5.3,0.38,36.7,35,19.16,2.74,16.42,2.08,0.179,1.9,0,0,74.27
5.1,0.5,42.1,35,18.75,1.97,16.78,2.232,0.27,1.96,0,0,70.6
7.4,0.41,36.4,44,25.61,4.71,20.89,2.028,0.186,1.84,0,0,71.71
6.3,0.39,20,25,21.91,5.12,16.79,2.026,0.236,1.79,0,0,80.18
9.1,0.38,20.7,30,22.46,5.68,16.78,1.968,0.192,1.78,0,0,82.81
2.6,0.52,24.1,23,17.81,2.88,14.92,2.216,0.279,1.94,0,0,82.3
4.9,0.44,21.8,26,18.68,4.18,14.5,2.059,0.213,1.85,0,0,80.52
3.5,0.29,22.4,27,13.06,2.49,10.57,2.07,0.145,1.92,0,0,84.2
3.5,0.29,24,24,14.23,2.94,11.28,0,0,0,0,0,84.72
4,0.44,24,25,19.43,5.37,14.06,2.125,0.223,1.9,0,0,81.75
5,0.34,20.9,26,19.66,5.04,14.62,1.952,0.211,1.74,0,0,82.45
4,0.35,21.4,22,18.6,3.71,14.89,2.005,0.175,1.83,0,0,83.15
1.1,0.21,26.5,18,5.43,1.47,3.96,0,0,0,0,0,80.92
5.2,0.59,19.7,19,23.93,5.99,17.94,2.18,0.293,1.89,0,0,80.86
4.2,0.29,21.2,20,14.27,3.54,10.73,1.951,0.152,1.8,0,0,75.51
8.5,0.31,17.4,26,20.21,5.99,14.22,1.896,0.176,1.72,0,0,78.9
5.5,0.49,16.3,14,21.32,6.69,14.63,2.066,0.254,1.81,0,0,75.4
6.9,0.3,16.8,20,19.12,4.73,14.39,1.883,0.184,1.7,0,0,73.97
4.4,0.31,14.9,20,13.78,3.37,10.41,1.873,0.142,1.73,0,0,74.89
3.7,0.26,19.6,23,14.92,3.88,11.04,1.826,0.141,1.69,0,0,76.86
1.5,0.18,23.3,16,6.52,2,4.52,0,0,0,0,0,76.38
3.2,0.23,21.2,19,12.68,3.28,9.4,0,0,0,0,0,79.75
4.9,0.27,18.4,19,17.16,4.18,12.98,1.919,0.158,1.76,0,0,77.43
2.9,0.26,19.2,22,12.74,2.82,9.92,2.04,0.142,1.9,0,0,77.4
3.8,0.41,20.9,0,16.38,3.11,13.27,2.091,0.242,1.85,0,0,75.67
3.8,0.37,24.8,21,16.54,3.91,12.63,1.925,0.145,1.78,0,0,80.59
12.5,0.41,20.4,29,23.55,6.68,16.87,1.86,0.175,1.69,0,0,78.68
6.1,0.47,21.9,14,21.51,5.48,16.03,2.08,0.248,1.83,0,0,80.38
8,0.32,18.6,22,22.62,5.22,17.4,1.941,0.213,1.73,0,0,78.89
4.1,0.35,14.8,21,17.33,3.29,14.04,1.897,0.137,1.76,0,0,80.15
5,0.48,23.9,21,18.08,3.25,14.83,2.004,0.253,1.75,0,0,82.11
1.3,0.19,29.4,16,4.88,1.57,3.31,0,0,0,0,0,80.58
4,0.27,25.8,19,13.61,2.48,11.13,0,0,0,0,0,82.7
5.2,0.32,21.9,20,18.01,3.57,14.43,1.941,0.162,1.78,0,0,80.9
3,0.24,25.6,17,10.12,1.73,8.38,1.944,0.099,1.85,0,0,84.49
3.5,0.16,33.7,21,6.44,1.25,5.19,1.886,0.039,1.85,0,0,82.58
6.5,0.33,22.5,24,18.77,4.58,14.19,1.979,0.236,1.74,0,0,80.86
4.3,0.42,34,27,18.27,4.26,14.01,2.011,0.17,1.84,0,0,76.25
8.9,0.38,28.9,33,24.25,5.36,18.89,1.993,0.192,1.8,0,0,74.35
6,0.63,28.8,20,25.25,4.88,20.36,2.238,0.316,1.92,0,0,76.31
5.9,0.42,30,28,22.36,4.46,17.9,2.069,0.237,1.83,0,0,74.26
4.6,0.44,26,29,18.48,3.7,14.79,2.013,0.176,1.84,0,0,75.36
4.9,0.53,31,29,20.29,2.85,17.44,2.074,0.266,1.81,0,0,76.42
1.7,0.24,33.1,20,7.14,2.04,5.1,0,0,0,0,0,77.06
3.6,0.34,31,28,15.31,2.74,12.57,0,0,0,0,0,79.75
5.1,0.38,28.4,30,20.65,3.92,16.73,2.006,0.183,1.82,0,0,77.69
4.6,0.36,28.3,30,15.79,2.86,12.93,2.263,0.192,2.07,0,0,81.1
3.4,0.25,39.6,26,9.92,1.5,8.41,2.004,0.05,1.96,0,0,79.37
4.8,0.37,30.3,33,18.57,4.68,13.89,2.008,0.19,1.82,0,0,77.04
4.9,0.47,29.5,28,20.37,3.82,16.54,2.063,0.189,1.87,0,0,74.48
10.2,0.42,24.1,37,27,5.26,21.74,2.013,0.197,1.82,0,0,71.97
7.2,0.66,23.2,23,28.33,5.31,23.01,2.29,0.321,1.97,0,0,74.82
7.8,0.44,25.9,30,23.77,4.4,19.36,2.147,0.267,1.88,0,0,72.65
5.5,0.48,30.5,31,19.64,3.83,15.81,2.002,0.183,1.82,0,0,74.39
6.1,0.61,25.8,33,23.78,3.69,20.09,2.172,0.291,1.88,0,0,74.24
1.8,0.32,27.5,26,10.24,1.58,8.66,0,0,0,0,0,75.01
4.5,0.41,28.6,33,18.43,3.26,15.18,0,0,0,0,0,77.73
5.9,0.44,23.7,30,23.77,4.29,19.48,2.08,0.215,1.86,0,0,75.41
3.8,0.4,23.2,0,18.1,3.28,14.83,2.309,0.202,2.11,0,0,78.2
4,0.28,36,0,12.33,1.97,10.34,1.993,0.074,1.92,0,0,76.34
5.7,0.45,25.7,33,22.52,4.84,17.68,2.09,0.225,1.87,0,0,75.31
5.1,0.6,33.3,48,28.18,4.86,23.32,2.202,0.23,1.97,0,0,71.79
9.5,0.66,31,60,39.55,9.72,29.83,2.264,0.317,1.95,0,0,67.62
6.9,0.9,28.7,43,39.8,8.6,31.2,2.503,0.434,2.07,0,0,70.44
7.7,0.66,30.2,53,32.52,6.62,25.9,2.274,0.32,1.95,0,0,67.84
5.2,0.63,32.1,53,28.37,6.34,22.04,2.148,0.239,1.91,0,0,70.72
8.3,0.71,31.3,53,34.48,6.98,27.5,2.324,0.375,1.95,0,0,71.47
1.9,0.43,34.7,45,13.1,2.16,10.95,0,0,0,0,0,76.2
4.4,0.53,32.1,53,23.87,4.12,19.75,0,0,0,0,0,74.25
7.1,0.56,28.6,49,32.26,6.96,25.3,2.22,0.279,1.94,0,0,73.12
6.4,0.55,32,0,27.6,5.12,22.48,2.376,0.292,2.08,0,0,73.22
7.4,0.49,37.5,0,26.34,4.85,21.48,2.2,0.179,2.02,0,0,72.91
4.5,0.54,32.5,49,26.86,5.03,21.83,2.117,0.211,1.91,0,0,72.61
4.1,0.67,21.7,46,31.2,7.05,24.15,2.249,0.266,1.98,0,0,77.31
7.7,0.74,17.5,64,46.69,14.37,32.32,2.267,0.365,1.9,0,0,72.5
5.5,1.03,18.3,46,46.81,14.1,32.7,2.663,0.546,2.12,0,0,76.02
5.2,0.78,18.1,57,38.76,10.72,28.04,2.349,0.374,1.98,0,0,73.64
4.2,0.71,21.4,52,32.62,7.71,24.91,2.193,0.268,1.93,0,0,76.11
8.4,0.75,19.8,54,39.46,9.81,29.65,2.347,0.394,1.95,0,0,78.93
1.5,0.43,23,41,13.66,2.72,10.94,0,0,0,0,0,82.73
3.6,0.56,22.2,50,27.39,6.24,21.15,0,0,0,0,0,79.38
6.7,0.59,18.9,47,35.91,9.76,26.15,2.264,0.312,1.95,0,0,77.07
6.7,0.6,20.4,56,32.49,6.7,25.79,2.381,0.326,2.06,0,0,78.22
10.5,0.58,23.8,65,35.24,9.17,26.07,2.372,0.282,2.09,0,0,76.13
3.3,0.54,21.3,46,28.43,6.9,21.54,2.103,0.195,1.91,0,0,78.57
4.2,0.6,21.1,48,27.76,5.32,22.44,2.171,0.21,1.96,0,0,76.67
8.2,0.77,16.2,68,48.46,16.46,32,2.079,0.346,1.73,0,0,71.85
6.3,1.05,17.7,49,47.72,15.29,32.43,2.633,0.516,2.12,0,0,75.4
5.2,0.81,17.9,59,39.26,11.37,27.89,2.353,0.354,2,0,0,77.3
4.5,0.69,20.3,54,30.41,6.43,23.98,2.201,0.241,1.96,0,0,75.82
11.5,0.73,17.7,54,37.69,10.87,26.82,2.294,0.361,1.93,0,0,78.17
1.6,0.49,22.1,44,14.42,2.81,11.61,0,0,0,0,0,83.03
3.9,0.58,20.4,49,25.76,5.79,19.96,0,0,0,0,0,78.89
7.4,0.59,18,50,35.61,9.86,25.75,1.976,0.276,1.7,0,0,77.74
6.4,0.62,22.4,57,32.51,7.02,25.49,2.342,0.297,2.04,0,0,76.55
10.5,0.63,24.2,65,36.22,8.87,27.35,2.337,0.25,2.09,0,0,75.02
3.4,0.54,20.2,48,26.75,6.2,20.55,2.06,0.167,1.89,0,0,78.21
4.9,0.57,19.8,44,28.2,4.28,23.92,2.214,0.235,1.98,0,0,75.1
4,0.47,17.9,45,27.13,5.91,21.22,1.981,0.174,1.81,0,0,77.4
5.1,0.65,18.5,52,31.89,6.02,25.87,2.251,0.258,1.99,0,0,73.93
5.9,0.79,16.1,56,41.53,10.82,30.71,2.384,0.396,1.99,0,0,76.11
11.4,0.58,23,64,37.31,8.71,28.6,2.315,0.233,2.08,0,0,76.02
7.9,0.56,15.8,49,37.24,8.94,28.3,2.159,0.309,1.85,0,0,76.4
7.2,1.06,14.6,48,51.61,15.86,35.75,2.675,0.579,2.1,0,0,74.34
9.5,0.78,14.3,64,52.25,16.64,35.61,2.171,0.394,1.78,0,0,71.97
10.3,0.71,16.1,52,40.37,9.96,30.41,2.313,0.401,1.91,0,0,77.44
6.4,0.6,21.4,58,33.64,6.55,27.09,2.348,0.317,2.03,0,0,77.46
1.9,0.46,23.1,46,15.85,3.09,12.76,0,0,0,0,0,83.67
4.7,0.53,18.8,50,27.53,5.36,22.17,0,0,0,0,0,77.45
8.9,0.55,23.7,45,33.62,7.12,26.5,2.284,0.319,1.97,0,0,80.26
4.6,0.52,24.7,46,24.31,4.48,19.82,0,0,0,0,0,82.04
5.6,0.64,26.4,47,28.54,5.55,22.99,2.271,0.268,2,0,0,78.02
10.5,0.75,21.6,49,41.06,10.79,30.27,2.215,0.368,1.85,0,0,76.86
1.9,0.38,26.8,32,13.31,3.62,9.69,0,0,0,0,0,84.94
4.3,0.49,24.6,41,26.41,7.18,19.23,2.084,0.232,1.85,0,0,80.77
5.3,0.6,27.4,42,27.73,5.45,22.27,2.268,0.271,2,0,0,80.1
6.5,0.76,23.7,48,34.96,7.86,27.1,2.373,0.404,1.97,0,0,82.33
7.5,0.48,33.5,49,23.43,4.49,18.93,2.231,0.142,2.09,0,0,80.85
7.7,1.06,20.3,39,43.94,11.75,32.19,2.669,0.577,2.09,0,0,78.39
7.6,0.73,25.7,49,31.73,5.94,25.8,2.329,0.395,1.93,0,0,80.77
6.3,0.57,27.6,48,27.59,5.05,22.53,2.445,0.335,2.11,0,0,82.21
8.4,0.51,38.2,48,27.72,4.23,23.48,2.232,0.289,1.94,0,0,77.94
7.6,0.6,37.5,50,28.8,4.76,24.04,2.3,0.316,1.98,0,0,83.28
2.6,0.38,40.2,48,11.64,3.01,8.63,0,0,0,0,0,83.44
8,0.68,40.1,51,26.68,3.43,23.25,2.332,0.356,1.98,0,0,76.97
5.1,0.48,40.3,51,19.9,2.65,17.25,0,0,0,0,0,78.49
5.9,0.39,51.1,48,14.26,1.79,12.47,2.097,0.089,2.01,0,0,80.34
7,0.5,41.4,56,21.03,2.95,18.09,2.356,0.256,2.1,0,0,83.25
5.8,0.56,42,47,23.03,2.96,20.06,2.228,0.23,2,0,0,77.89
8.1,0.84,33.4,64,35.29,6.45,28.85,2.518,0.453,2.07,0,0,76.45
10.2,0.56,37.3,50,32.44,5.23,27.21,2.159,0.298,1.86,0,0,74.87
4.9,0.46,40.6,45,20.09,4.01,16.09,2.047,0.194,1.85,0,0,77.59
6.1,0.57,40.9,50,23.37,4.58,18.79,2.22,0.226,1.99,0,0,74.88
4.4,0.38,41,42,15.62,2.95,12.68,0,0,0,0,0,77.34
2.3,0.33,40.7,42,8.84,2.26,6.58,0,0,0,0,0,83.45
5.8,0.47,42.8,43,17.58,3.47,14.12,2.113,0.177,1.94,0,0,72.67
6.9,0.49,37.2,44,21.58,2.73,18.86,2.128,0.251,1.88,0,0,76.8
7.4,0.71,35.3,36,26.19,4.88,21.31,2.338,0.358,1.98,0,0,74.7
8.4,0.43,38.1,45,21.25,3.51,17.74,2.016,0.209,1.81,0,0,73.11
5.6,0.58,41.7,43,19.94,2.9,17.04,2.189,0.268,1.92,0,0,74.77
5.2,0.45,44.8,41,17.88,3.1,14.78,2.105,0.196,1.91,0,0,74.39
5.3,0.4,39.5,42,16,2.96,13.04,1.962,0.175,1.79,0,0,74.94
4.3,0.3,46.5,45,9.06,1.56,7.49,2.036,0.05,1.99,0,0,79.79
4.8,0.43,38.5,49,15.81,2.03,13.78,2.175,0.202,1.97,0,0,82.24
7.1,0.42,39.6,42,22.14,4.01,18.13,2.093,0.208,1.89,0,0,75.63
5.7,0.29,24.8,23,16.08,4.42,11.66,1.945,0.128,1.82,0,0,74.21
8.6,0.3,21.3,24,18.83,5.01,13.83,1.965,0.214,1.75,0,0,79.61
4.3,0.24,24.7,26,11.96,2.44,9.52,1.96,0.134,1.83,0,0,81.7
4.3,0.16,28.9,23,8.2,1.84,6.36,1.88,0.051,1.83,0,0,79.65
6.9,0.47,22,21,21.32,6.01,15.32,2.101,0.249,1.85,0,0,76.8
4.9,0.25,25.5,22,14.11,3.92,10.2,0,0,0,0,0,77.29
5.1,0.42,25.5,25,17.29,4.23,13.06,2.042,0.209,1.83,0,0,75.36
8.9,0.29,23.3,25,16.29,4.59,11.69,1.887,0.183,1.7,0,0,74.68
1.7,0.19,28.4,20,7.14,3.27,3.87,0,0,0,0,0,80.58
5.4,0.3,25.9,23,16.7,4.93,11.77,1.953,0.144,1.81,0,0,74.63
7.1,0.29,23.7,23,18.04,4.82,13.22,1.966,0.135,1.83,0,0,76.17
9.7,0.28,22.1,28,18.76,5.32,13.44,1.853,0.205,1.65,0,0,74.37
7.1,0.29,20.3,20,16.38,4.62,11.75,1.904,0.203,1.7,0,0,78.31
4,0.34,22.1,20,17.03,5.41,11.62,1.967,0.156,1.81,0,0,78.27
4.4,0.46,23.4,21,18.17,4.25,13.92,2.058,0.222,1.84,0,0,78.98
9.5,0.34,18.1,25,21.6,7,14.6,1.831,0.186,1.65,0,0,77.31
6.6,0.53,19.2,18,22.74,6.99,15.76,2.142,0.288,1.85,0,0,81.1
7.7,0.34,18.2,20,20.6,5.87,14.73,1.955,0.225,1.73,0,0,83.82
5.1,0.35,21.7,21,17.35,5.72,11.63,1.991,0.162,1.83,0,0,77.81
1.7,0.19,26.2,14,6.9,2.14,4.76,0,0,0,0,0,83.11
3.8,0.24,23.3,18,13.71,3.86,9.85,0,0,0,0,0,80.65
5.9,0.3,21.2,20,18.45,5.01,13.44,1.989,0.141,1.85,0,0,79.54
4.6,0.27,21.9,21,12.84,2.84,10,1.941,0.145,1.8,0,0,83.44
3.2,0.15,28.5,19,7.27,1.99,5.28,1.907,0.045,1.86,0,0,82.54
5.2,0.32,19.8,20,17.91,5.42,12.49,1.941,0.131,1.81,0,0,74.08
5.3,0.46,21.7,22,19.2,5.07,14.13,2.039,0.207,1.83,0,0,73.18
11.9,0.37,16.2,24,21.45,8.47,12.99,1.787,0.179,1.61,0,0,73.68
7.3,0.46,17.8,18,21.02,6.46,14.56,2.064,0.234,1.83,0,0,77.19
9.4,0.27,17.6,17,18.83,5.81,13.02,1.943,0.223,1.72,0,0,79.77
3.2,0.12,25,18,6.34,1.85,4.48,1.804,0.035,1.77,0,0,77.8
7.3,0.32,19.7,20,18.61,5.84,12.77,1.939,0.225,1.72,0,0,73.54
2.5,0.22,26.4,19,8.85,3.01,5.85,0,0,0,0,0,78.04
5,0.26,22.9,22,14.86,4.5,10.36,0,0,0,0,0,76.37
6.4,0.29,20.9,22,18.38,5.1,13.27,1.944,0.127,1.82,0,0,74.58
4.3,0.23,20.7,20,11.8,2.68,9.12,1.945,0.145,1.8,0,0,79.08
6.8,0.3,20.8,23,16.68,5.17,11.51,1.908,0.111,1.8,0,0,73.98
5.1,0.44,30.9,33,22.62,4.77,17.85,2.105,0.181,1.92,0,0,76.95
7.1,0.58,31.2,35,25.32,4.78,20.54,2.204,0.271,1.93,0,0,76.16
9.3,0.42,25.3,34,26.86,6.24,20.62,1.921,0.235,1.69,0,0,74.63
7,0.73,24.7,30,30.02,7.11,22.91,2.346,0.381,1.97,0,0,74.63
7.1,0.49,27.3,32,24.18,5.34,18.84,2.101,0.272,1.83,0,0,76.52
5.1,0.29,36.5,32,14.06,2.36,11.69,2.029,0.108,1.92,0,0,79.19
4.9,0.38,30.5,33,20.14,4.07,16.07,1.981,0.188,1.79,0,0,76.48
3.1,0.29,32.4,28,11.36,3.12,8.24,0,0,0,0,0,80.28
4.5,0.39,30.7,35,18.95,4.11,14.83,0,0,0,0,0,78.02
7.6,0.42,28.5,35,24.81,5.28,19.53,2.12,0.202,1.92,0,0,77.1
6.3,0.39,28.6,36,18.42,2.95,15.47,2.082,0.19,1.89,0,0,79.23
5.5,0.47,31.2,38,21.34,4.37,16.97,2.067,0.174,1.89,0,0,75.45
5.5,0.46,47.9,49,20.59,3.24,17.36,2.144,0.157,1.99,0,0,68.99
9.9,0.48,40.7,52,25.43,3.59,21.85,2.02,0.219,1.8,0,0,66.89
7.6,0.72,38.4,52,28.25,3.88,24.37,2.344,0.317,2.03,0,0,67.85
7.6,0.49,45.1,54,23.06,3.63,19.44,2.117,0.227,1.89,0,0,67.87
5.8,0.49,49.6,56,19.15,3.26,15.89,2.095,0.149,1.95,0,0,67.96
7.1,0.64,43.5,52,27.27,3.46,23.81,2.258,0.268,1.99,0,0,68.08
3,0.41,45.9,53,14.82,2.58,12.24,0,0,0,0,0,72.92
5.3,0.47,44.3,60,17.5,1.65,15.89,0,0,0,0,0,70.65
7.8,0.49,42.9,53,25.87,4.03,21.84,2.165,0.189,1.98,0,0,69.43
5.5,0.45,43.1,59,20.37,1.86,18.5,2.095,0.197,1.9,0,0,71.36
5.8,0.38,52.3,54,14.52,1.97,12.54,2.101,0.081,2.02,0,0,73.55
5.3,0.45,45.5,53,20.39,2.71,17.69,2.041,0.186,1.85,0,0,68.49
6.6,0.62,35.6,61,29.82,4.17,25.65,2.299,0.244,2.06,0,0,67.44
11.7,0.66,30.8,66,39.43,8.34,31.08,2.207,0.335,1.87,0,0,64.97
8.6,0.93,29.4,69,41.17,6.76,34.41,2.566,0.457,2.11,0,0,66.77
7.6,0.69,33.6,71,32.58,5.42,27.16,2.281,0.328,1.95,0,0,66.16
7.1,0.64,36.4,72,30.05,4.37,25.68,2.249,0.235,2.01,0,0,66.74
12.2,0.75,32.2,70,36.34,5.36,30.98,2.426,0.37,2.06,0,0,68.91
2.2,0.5,39.5,69,18.3,3.11,15.19,0,0,0,0,0,75.12
6.2,0.56,31.8,75,27.71,3.99,23.72,0,0,0,0,0,69.78
9.8,0.59,31.6,68,35.78,6.22,29.56,2.295,0.28,2.02,0,0,68.9
8.3,0.57,36.5,79,27.82,2.67,25.15,2.212,0.281,1.93,0,0,70.72
10,0.53,41.8,68,24.95,4.57,20.39,2.253,0.202,2.05,0,0,72.9
6.7,0.53,35.1,65,27.21,4.21,23,2.109,0.2,1.91,0,0,68.7
5.4,0.68,31.1,67,32.13,6.24,25.89,2.326,0.264,2.06,0,0,72.74
10.3,0.78,26,69,42.33,10.54,31.79,2.249,0.367,1.88,0,0,67.42
7.4,1.07,24.5,75,46.89,13.21,33.69,2.622,0.515,2.11,0,0,70.58
6.4,0.86,27.9,75,38.04,8.16,29.88,2.38,0.384,2,0,0,69.93
6,0.76,30.8,76,33.75,6.99,26.77,2.296,0.27,2.03,0,0,73.39
11.9,0.8,27.2,72,38.66,7.44,31.21,2.435,0.38,2.06,0,0,72.42
1.4,0.48,33.5,58,16.19,3.03,13.16,0,0,0,0,0,77.01
4.6,0.61,28.1,75,26.85,5.28,21.58,0,0,0,0,0,73.78
9.4,0.64,27.9,68,36.2,8.03,28.17,2.311,0.296,2.02,0,0,72.46
7.9,0.63,32.4,76,29.73,3.72,26,2.172,0.282,1.89,0,0,72.39
12.1,0.61,35.8,71,30.19,6.64,23.55,2.365,0.246,2.12,0,0,74.44
5.4,0.57,29.8,69,28.55,5.75,22.8,2.156,0.192,1.96,0,0,72.79
5.7,0.58,18.9,48,32.52,6.63,25.88,2.234,0.239,2,0,0,72.04
10.7,0.75,13.5,54,49.66,18.2,31.46,2.255,0.398,1.86,0,0,69.34
7.4,1.01,13.1,54,50.65,17.1,33.55,2.55,0.514,2.04,0,0,69.17
6.3,0.8,14.5,54,39.9,11.36,28.54,2.353,0.381,1.97,0,0,71.21
6.1,0.63,17.5,55,36.69,9.19,27.5,2.19,0.243,1.95,0,0,74.25
13.7,0.68,15,51,45.69,13.11,32.58,2.341,0.378,1.96,0,0,74.82
1.9,0.49,20.5,48,20.57,3.62,16.95,0,0,0,0,0,80.93
5.2,0.55,16.8,49,31.19,7.39,23.8,0,0,0,0,0,74.51
9.9,0.56,15.4,48,40.62,11.99,28.62,2.253,0.278,1.98,0,0,73.49
8.5,0.57,18.7,59,36.04,7.18,28.86,2.118,0.301,1.82,0,0,74.73
17.1,0.66,20.5,62,43.82,14.41,29.4,2.526,0.426,2.1,0,0,74.42
4.3,0.5,16.7,49,32.47,8.28,24.19,2.077,0.174,1.9,0,0,74.46
8.6,0.58,29.9,66,32.71,4.11,28.61,2.197,0.327,1.87,0,0,68.66
8.8,0.89,27.4,64,44.51,7.91,36.6,2.475,0.464,2.01,0,0,62.21
9.3,1.15,25.2,62,52.57,12.26,40.31,2.693,0.62,2.07,0,0,59.89
13.3,0.63,27.9,61,43.89,9.55,34.35,2.367,0.381,1.99,0,0,66.4
7.7,0.71,32.2,69,37.59,6.19,31.4,2.297,0.32,1.98,0,0,67.14
12,0.75,26,64,48.76,10.98,37.8,2.22,0.395,1.83,0,0,61.79
6.4,0.6,28.4,71,33.44,6.28,27.16,0,0,0,0,0,68.66
12.3,0.58,36,65,30.75,5.4,25.37,2.222,0.21,2.01,0,0,68.67
13.8,0.79,30.2,60,42.42,8.09,34.33,2.409,0.438,1.97,0,0,66.6
2.6,0.46,33,52,18.35,3.21,15.14,0,0,0,0,0,76.13
5.8,0.56,29.2,65,35.2,7.64,27.56,2.157,0.221,1.94,0,0,66.53
7.4,0.69,34.1,62,35.11,5.56,29.55,2.365,0.321,2.04,0,0,66
7.4,0.79,29.4,62,38.5,6.1,32.41,2.432,0.438,1.99,0,0,70.65
8.6,1.05,25.2,55,45.98,10.39,35.59,2.693,0.592,2.1,0,0,74.68
11.5,0.68,27.3,62,43.63,9.76,33.89,2.186,0.373,1.81,0,0,71.3
13.3,0.69,30.8,60,36.76,7.3,29.47,2.374,0.408,1.97,0,0,75.93
6,0.6,33.2,55,31.8,5.61,26.18,2.321,0.286,2.04,0,0,74.96
4.8,0.47,29,55,28.35,5.2,23.16,2.067,0.204,1.86,0,0,75.07
10.3,0.49,37.5,65,26.88,4.31,22.59,2.163,0.191,1.97,0,0,76.8
6.1,0.52,29.6,59,31.06,4.62,26.43,2.2,0.295,1.9,0,0,76.85
11.4,0.55,27.3,56,38.75,8.62,30.13,2.343,0.35,1.99,0,0,76.16
5.5,0.53,28.3,63,29.55,5.47,24.08,0,0,0,0,0,76.78
2.5,0.4,33.5,50,16.91,2.85,14.06,0,0,0,0,0,82.02
6.6,0.62,32.9,61,32.2,5.26,26.94,2.255,0.279,1.98,0,0,75.8
5.4,0.44,36.2,44,22.91,3.9,19.01,0,0,0,0,0,77.41
6.8,0.37,48.5,48,16.18,2.81,13.37,2.054,0.123,1.93,0,0,80.69
9.2,0.61,37.4,43,28,4.8,23.2,2.309,0.331,1.98,0,0,76.12
9.8,0.48,36.6,43,28.6,6.08,22.52,2.25,0.253,2,0,0,76.89
5.6,0.43,35,43,22.47,3.24,19.23,2.019,0.187,1.83,0,0,75.72
7.9,0.61,33.6,47,28.82,4.47,24.35,2.283,0.337,1.95,0,0,75.05
6.1,0.44,33.2,48,19.21,2.46,16.75,2.241,0.273,1.97,0,0,79.18
2.7,0.32,38.2,34,11.55,2.49,9.05,0,0,0,0,0,82.21
7.8,0.87,33.3,40,34.12,7.06,27.06,2.511,0.456,2.06,0,0,78.26
6,0.53,43,44,25.08,4.6,20.48,2.23,0.235,1.99,0,0,75.23
6,0.56,37.8,48,25.64,4.26,21.38,2.177,0.226,1.95,0,0,76.06
10.9,0.54,34.6,44,31.97,6.71,25.27,2.074,0.281,1.79,0,0,73.92
7.4,0.36,27.5,29,20.1,4.18,15.93,2.027,0.251,1.78,0,0,76.99
6.8,0.64,28.6,25,24.62,6.51,18.11,2.283,0.322,1.96,0,0,82.27
8.5,0.44,26,31,23.26,4.9,18.35,2.145,0.291,1.85,0,0,80.53
13.6,0.51,25.9,30,28.01,9.71,18.3,1.931,0.203,1.73,0,0,78.53
5.5,0.43,32.6,27,21.39,6.14,15.25,2.122,0.197,1.93,0,0,78.99
7.3,0.35,30.6,27,20.1,4.33,15.77,2.084,0.176,1.91,0,0,80.29
1.7,0.22,32.9,21,6.98,1.82,5.17,0,0,0,0,0,84.93
4.7,0.29,29.8,36,9.25,1.79,7.45,1.989,0.177,1.81,0,0,83.64
