SO2,CO,O3,PM25,Nox,NO,NO2,THC,NMHC,CH4,WindSpeed,TEMP,Humidity
2.1,0.29,34.4,32,11,1.14,9.58,0,0,0,0,0,74.97
2.1,0.24,30.8,27,8,1.51,6.87,0,0,0,0,0,83.13
3,0.32,29.5,26,12,2.5,9.44,0,0,0,0,0,76.41
3.2,0.3,23.4,18,14,3.23,10.52,0,0,0,0,0,73.08
2.5,0.23,25.4,21,10,2.09,8.37,0,0,0,0,0,79.6
2.9,0.25,29.2,22,11,2.05,8.6,0,0,0,0,0,71.81
2.2,0.26,32.3,25,10,1.8,8.31,0,0,0,0,0,78.71
2.9,0.38,31.3,24,14,2.37,12.12,0,0,0,0,0,73.07
3,0.31,34.9,26,11,1.76,9.31,0,0,0,0,0,73.7
3.8,0.51,41.4,39,21,2.71,18.36,2.109,0.145,1.964,0,0,69.12
2.4,0.39,49.4,41,14,1.55,12.47,0,0,0,0,0,67.83
3,0.38,46.2,43,15,2.13,13.34,0,0,0,0,0,73.02
3.5,0.59,34.3,41,23,3.29,19.91,2.188,0.266,1.922,0,0,74.11
2.9,0.47,38.4,50,20,2.29,17.26,0,0,0,0,0,78.57
2.7,0.49,40.3,42,19,2.95,15.7,0,0,0,0,0,74.74
2.8,0.47,30,52,22,3.5,18.85,0,0,0,0,0,79.82
3.1,0.49,34.5,46,18,2.8,15.63,0,0,0,0,0,72.53
3.4,0.54,26.8,47,25,4.73,20.26,2.143,0.259,1.884,0,0,74.81
3.3,0.55,35.6,50,20,2.96,17.32,0,0,0,0,0,66.52
3.3,0.59,26.6,51,25,5.03,19.82,2.063,0.244,1.819,0,0,71.51
2.9,0.51,31.1,55,21,3.32,18.06,0,0,0,0,0,75.1
3.5,0.56,24.1,43,23,4.68,17.96,0,0,0,0,0,66.94
2.6,0.53,24.2,46,23,3.97,18.68,0,0,0,0,0,71.21
3.3,0.64,18.2,45,31,9.29,21.43,2.163,0.372,1.792,0,0,69.07
2.6,0.5,26.2,43,23,3.84,19.56,0,0,0,0,0,70.08
3.2,0.61,24.7,43,24,4.75,19.16,0,0,0,0,0,66.29
3.4,0.64,20.9,39,31,8.68,22.41,2.179,0.342,1.837,0,0,67.95
2.9,0.46,27.2,39,18,3.75,13.81,0,0,0,0,0,71.98
3.6,0.56,23.3,35,26,6.14,20.23,2.054,0.215,1.838,0,0,72.94
2.9,0.43,28,43,21,3.53,17.4,0,0,0,0,0,76.29
