SO2,CO,CO2,O3,PM25,Nox,NO,NO2,THC,NMHC,CH4,WindSpeed,TEMP,Humidity
6.2,0.53,0,33.1,0,31.35,6.21,25.14,0,0,0,0,0,76.31
6.6,0.9,0,30.8,0,44.71,13.66,31.05,0,0,0,0,0,69.66
8.5,0.96,0,30.1,47,39.68,11.01,28.66,0,0,0,0,0,75.94
7.6,1.03,0,28.9,0,44.71,11.16,33.55,2.631,0.508,2.12,0,0,70.79
7.5,2.18,0,14.7,50,133.64,81.68,51.96,0,0,0,0,0,0
6.3,1.38,0,24.1,42,59.7,24.97,34.73,0,0,0,0,0,70.25
6.1,1.15,0,25.5,0,48.52,13.69,34.83,0,0,0,0,0,69.74
3.4,0.37,0,43,30,12.3,1.71,10.58,1.751,0.068,1.68,0,0,78.41
4.4,0.67,0,34.8,0,30.02,5.73,24.29,0,0,0,0,0,67.99
3.7,0.58,0,35.3,0,26.49,5.88,20.59,0,0,0,0,0,0
6.2,0.75,0,26.3,0,44.76,15.57,29.18,0,0,0,0,0,70.01
5.8,0.51,0,12,0,28.16,4.68,23.48,0,0,0,0,0,71.53
7.1,0.92,0,29.9,0,51.52,17.46,34.06,0,0,0,0,0,66.96
8.9,0.95,0,27.7,46,49.32,15.49,33.83,0,0,0,0,0,73.27
8.3,1.05,0,27.8,0,49.93,14.64,35.29,2.645,0.54,2.11,0,0,68.55
8,2.35,0,11.1,55,164.59,106.4,58.2,0,0,0,0,0,0
6.3,1.44,0,22.2,40,73.97,34.51,39.47,0,0,0,0,0,67.66
6.5,1.18,0,24.8,0,58.34,20.76,37.58,0,0,0,0,0,67.51
3.5,0.38,0,48.9,29,11.63,1.68,9.94,1.763,0.073,1.69,0,0,73.58
5,0.81,0,21.9,0,36.69,13.17,23.52,0,0,0,0,0,80.62
2.2,0.59,0,25.1,0,22.85,6.18,16.67,0,0,0,0,0,0
5.6,0.78,0,19.5,0,40.64,16.33,24.31,0,0,0,0,0,82.34
4.2,0.46,0,24.1,0,27.76,8.52,19.24,0,0,0,0,0,85.65
5,0.93,0,20.3,0,44.9,16.88,28,0,0,0,0,0,78.33
7.4,0.92,0,18.9,31,43.51,15.93,27.56,0,0,0,0,0,84.87
6.3,1.08,0,18.4,0,47.12,17.91,29.21,2.59,0.481,2.11,0,0,81.13
6.8,2.44,0,8.3,44,152.52,118.35,34.18,0,0,0,0,0,0
6,1.51,0,16,37,79.39,46.56,32.82,0,0,0,0,0,80.68
5.2,1.25,0,16.4,0,57.93,25.06,32.87,0,0,0,0,0,80.26
2.6,0.42,0,37.6,19,9.9,1.94,7.94,1.81,0.074,1.74,0,0,84.81
4.2,0.71,0,17.5,0,33.59,9.76,23.84,0,0,0,0,0,76.95
3.1,0.64,0,15.7,0,24.65,7.48,17.17,0,0,0,0,0,0
6.8,0.78,0,16.4,0,46.59,20.25,26.33,0,0,0,0,0,78.82
4.5,0.47,0,25.7,0,24.04,5.71,18.33,0,0,0,0,0,80.47
5.7,0.92,0,16.2,0,47.57,19.1,28.46,0,0,0,0,0,73.72
7.4,0.89,0,16.6,32,44.25,16.1,28.14,0,0,0,0,0,79.47
5.2,1.02,0,15.4,0,43.09,14.49,28.6,0,0,0,0,0,75.67
7.7,2.47,0,6.9,48,169.59,136.23,33.37,0,0,0,0,0,0
6.1,1.46,0,12.1,0,76.69,44.38,32.31,0,0,0,0,0,75.71
6.4,1.16,0,13,0,50.12,19.41,30.7,0,0,0,0,0,74.87
3.2,0.37,0,38.9,23,8.06,1.27,6.77,1.785,0.184,1.6,0,0,78.77
4.4,1.07,0,17.6,0,48.03,23.39,24.64,0,0,0,0,0,70.74
4.1,0.75,0,20.9,0,30.59,6.4,24.2,0,0,0,0,0,70.59
2.2,0.31,0,45,21,6.34,1.15,5.17,1.77,0.364,1.41,0,0,77
3.5,0.64,0,23,0,27.16,6.61,20.54,0,0,0,0,0,68.53
6.1,0.66,0,18.5,23,28.22,5.68,22.54,3.132,0.812,2.32,0,0,74.17
1.8,0,0,16.4,0,17.61,3.42,14.19,0,0,0,0,0,0
4.2,0.66,0,20,0,34.93,9.11,25.81,0,0,0,0,0,70.36
3.9,0.47,0,25.7,0,20.01,4.37,15.64,0,0,0,0,0,71.71
3.5,0.44,0,30.5,0,17.65,2.61,15.03,0,0,0,0,0,76.23
6.9,1.99,0,7.8,43,133.29,96.08,37.21,3.036,0.99,2.05,0,0,0
5.8,0.52,0,21.2,0,27.61,8.23,19.38,0,0,0,0,0,74.24
2,0.29,0,46.3,23,7.33,1.52,5.77,1.686,0.042,1.64,0,0,75.74
3.4,0.62,0,27.8,0,29.38,8.85,20.52,0,0,0,0,0,66.42
3.5,0.47,0,34.5,0,20.07,2.77,17.28,0,0,0,0,0,71.76
6.2,0.54,0,25.3,0,30.64,9.97,20.67,0,0,0,0,0,72.3
2.1,0,0,37.4,0,13.7,2.55,11.12,0,0,0,0,0,0
2.4,0.41,0,34.5,0,17.87,3.1,14.77,0,0,0,0,0,68.03
11.6,0.65,0,23.3,27,29.84,6.5,23.34,2.989,0.807,2.18,0,0,68.57
4,0.9,0,25.8,0,37.15,14.34,22.81,0,0,0,0,0,67.93
3.7,0.8,0,26.2,0,34.21,8.11,26.1,0,0,0,0,0,67.02
6.5,1.95,0,11.1,64,116.46,75.28,41.18,2.982,0.893,2.09,0,0,0
3.8,0.71,0,26.1,0,31.85,7.5,24.36,2.284,0.422,1.86,0,0,67.59
1.8,0.4,0,32.6,0,19.65,3.04,16.61,0,0,0,0,0,70.28
2.3,0.33,0,35.8,0,0,0,0,0,0,0,0,0,71.32
4.1,1.06,0,24.2,0,47.89,20.53,27.37,2.641,0.473,2.17,0,0,66.58
1.3,0.52,0,41.2,0,16.07,2.29,13.77,0,0,0,0,0,0
3,0.74,0,28.7,0,36.31,9.38,26.93,0,0,0,0,0,66.76
3,0.62,0,28.4,0,30.31,5.1,25.22,2.318,0.417,1.9,0,0,66.06
3.4,0.59,0,25.3,25,28.24,4.24,24,3.069,0.921,2.15,0,0,69.5
5.5,2.11,0,11,0,132.94,86.75,46.18,3.111,1.014,2.1,0,0,0
1.4,0.21,0,55.5,27,0,0,0,0,0,0,0,0,69.14
4.1,0.49,0,28.8,0,36.68,13.57,23.11,0,0,0,0,0,70.93
2.6,0.5,0,29.6,0,28,6.73,21.27,0,0,0,0,0,65.97
2.1,0.22,0,36,22,0,0,0,0,0,0,0,0,80.22
3.8,1.47,0,17.3,0,77.3,38.93,38.38,2.798,0.681,2.12,0,0,73.46
6.8,0.74,0,20.3,0,39.76,11.12,28.65,2.821,0.657,2.16,0,0,76.19
4.7,0.62,0,25.7,0,38.83,13.45,25.38,0,0,0,0,0,75.39
7.4,0.76,0,23.6,32,35.64,10.14,25.51,3.137,1.027,2.11,0,0,77.38
2.3,0.67,0,31.4,0,24.15,6.39,17.75,0,0,0,0,0,0
4.9,0.88,0,21.9,0,44.05,15.31,28.76,0,0,0,0,0,73.75
1.8,0.49,0,24.2,0,24.44,5.9,18.55,0,0,0,0,0,77.75
5.1,0.39,0,32,0,0,0,0,0,0,0,0,0,79.66
5.7,2.22,0,10.6,0,135.61,93.2,42.42,3.247,1.096,2.15,0,0,0
4.9,0.51,0,23.5,0,32.58,11.53,21.06,0,0,0,0,0,76.65
2.9,0.18,0,32.7,0,9.28,2.02,7.37,0,0,0,0,0,78.59
4.6,0.56,0,24.7,0,31.19,10.22,20.97,0,0,0,0,0,72.97
4.8,0.38,0,25.7,0,24.04,5.54,18.52,0,0,0,0,0,75.99
5.1,0.44,0,20.5,0,26.14,8.72,17.49,0,0,0,0,0,71.94
2.3,0.61,0,25.8,0,21.64,4.93,16.72,0,0,0,0,0,0
2.8,0.4,0,23.5,0,20.61,4.94,15.68,0,0,0,0,0,72.98
7.2,0.61,0,21.9,28,0,0,0,0,0,0,0,0,71.89
3.8,1.32,0,16,0,54.57,27.48,27.09,2.543,0.586,1.96,0,0,68.92
4.9,0.7,0,21.5,0,38.17,12.02,26.2,0,0,0,0,0,70.04
5.9,0.55,0,23.9,0,0,0,0,2.71,0.584,0,0,0,70.87
7,1.8,0,9.2,0,122.78,86,36.82,0,0.897,2.07,0,0,0
4.9,0.47,0,21.8,0,17.11,3.9,13.21,0,0,0,0,0,70.54
4.5,0.29,0,22.7,0,25.12,6.43,18.69,0,0,0,0,0,72.62
3.5,1.28,0,16.3,0,51.82,25.85,25.97,2.617,0.634,1.98,0,0,65.07
2.8,0.44,0,23.3,0,22.52,5.06,17.44,0,0,0,0,0,0
4.6,0.83,0,19.3,0,39.59,14.15,25.43,0,0,0,0,0,66.57
3.9,0.15,0,22.4,0,11.26,1.83,9.41,0,0,0,0,0,73.04
6.1,0.51,0,23.6,0,34.18,10.52,23.68,0,0,0,0,0,66.39
3.5,0.59,0,20.9,0,33.05,12.96,20.1,0,0,0,0,0,0
3.5,0.43,0,24.9,0,26.52,10.59,15.97,0,0,0,0,0,67.18
6,1.53,0,0,0,116.63,84.93,31.74,0,0.669,1.99,0,0,0
10.5,0.5,0,21.6,0,33.75,9.97,23.78,3.086,0.869,2.22,0,0,68.5
4.4,0.45,0,30.3,0,24.03,7.98,16.08,0,0,0,0,0,73.14
3.5,0.32,0,33.1,0,20.56,3.05,17.54,0,0,0,0,0,74.36
2.7,0.61,0,27.7,0,27.66,7.17,20.51,0,0,0,0,0,0
1,0.18,0,33.6,0,7.47,1.17,6.27,2.51,0.106,2.41,0,0,80.91
4.5,0.64,0,31,0,0,0,0,2.731,0.591,2.14,0,0,65.27
5.7,2,0,0,0,101.05,63.67,37.37,3.002,0.97,2.03,0,0,0
4,0.79,0,27.9,0,32.87,7.57,25.31,0,0,0,0,0,69.58
3.8,1.17,0,24.8,0,44.69,17.35,27.34,2.575,0.546,2.03,0,0,68.98
5.9,0.58,0,30.8,0,28.71,5.58,23.13,2.818,0.669,2.15,0,0,70.01
1.3,0.54,0,32.7,0,17.58,2.73,14.85,0,0,0,0,0,72.68
1.4,0.59,0,32.6,0,16.6,2.73,13.87,0,0,0,0,0,0
4,0.41,0,35.2,0,25.76,3.82,21.97,0,0,0,0,0,77.64
8.6,0,0,0,0,118.85,75.84,43.01,3.061,0.971,2.09,0,0,0
6,0.8,0,23.7,0,35.29,7.94,27.35,2.916,0.667,2.25,0,0,66.73
1.8,0.27,0,32.4,0,10.91,1.3,9.6,0,0,0,0,0,81.37
6,0.71,0,26.7,0,37.56,8.22,29.34,3.126,0.784,2.34,0,0,0
5.1,0.66,0,27.7,0,37.93,10.02,27.91,0,0,0,0,0,76.24
4.1,0.76,0,28.2,0,38.43,11.16,27.29,0,0,0,0,0,0
4.4,1.41,0,24.4,0,54.49,21.81,32.68,2.734,0.655,2.08,0,0,71.78
0,0.67,0,36.2,0,21.54,3.67,17.86,0,0,0,0,0,75.53
4.1,0.77,0,26,0,38.96,9.8,29.17,0,0,0,0,0,71.9
2.3,0.77,0,32.6,0,24.4,3.93,20.48,0,0,0,0,0,0
6.9,0.93,0,32.3,0,44.95,9.52,35.43,2.911,0.708,2.2,0,0,67.43
1.6,0.3,0,36.4,0,10.16,1.12,9.02,2.659,0.407,2.25,0,0,77.09
3.9,0.47,0,41.2,0,28.91,4.22,24.71,0,0,0,0,0,77.13
5.3,0.87,0,31.3,0,47.29,13.8,33.51,0,0,0,0,0,0
5.1,0.76,0,30.5,0,45.92,14.66,31.26,0,0,0,0,0,73.91
2.4,0.61,0,38.8,0,26.35,3.27,23.08,0,0,0,0,0,0
3.1,0.86,0,38.6,0,29.78,5.18,24.6,0,0,0,0,0,0
6.6,0.86,0,34.2,0,45.24,11.09,34.32,3.096,0.719,2.38,0,0,70.24
4.4,0,0,28.8,0,55.03,20.93,34.1,2.756,0.615,2.14,0,0,70.44
3.9,0.88,0,29.9,0,46.59,12.79,33.66,0,0,0,0,0,69.85
9.9,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1,0.54,0,33.5,0,22.3,2.73,19.59,0,0,0,0,0,0
1.9,0.4,0,40.5,0,24.02,0,20.01,0,0,0,0,0,83.94
3.5,0.76,0,31.1,0,34.22,7.04,27.19,2.883,0.538,2.35,0,0,0
2.8,0.58,0,28.5,0,33.15,9.08,24.06,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4,0.6,0,40.1,0,19.11,3.69,15.41,0,0,0,0,0,0
2.3,0.77,0,25.2,0,40.75,10.3,30.45,0,0,0,0,0,76.5
3.7,0.73,0,28.3,0,39.49,8.83,30.66,2.848,0.471,2.38,0,0,78.09
3.1,0.73,0,27.8,0,36.92,9.16,27.78,0,0,0,0,0,0
1,0.25,0,45.3,0,6.53,0.65,5.88,2.069,0.086,1.98,0,0,83.32
2.2,0.3,0,40.3,0,10.93,1.52,9.43,2.1,0.084,2.02,0,0,75.45
3.3,0.7,0,39.9,0,0,0,0,0,0,0,0,0,75.56
4.3,0.71,0,28.4,0,41.6,12.39,29.2,0,0,0,0,0,0
3.6,0.7,0,27.4,0,40.69,14.35,26.35,0,0,0,0,0,0
2.4,0.66,0,38.6,0,22.97,4.74,18.24,0,0,0,0,0,0
1.6,0.51,0,34.9,0,22.69,3.31,19.49,0,0,0,0,0,0
4.9,0.83,0,30.5,0,38.99,11.13,28.61,2.977,0.591,2.39,0,0,0
3.5,1.3,0,28.6,0,57.19,25.23,31.96,2.797,0.576,2.22,0,0,69.81
3.6,0.96,0,27.5,0,44.7,12.65,32.06,0,0,0,0,0,69.65
5.4,2.17,0,0,0,145.66,94.6,51.06,3.337,1.133,2.21,0,0,0
5.5,0.82,0,28.6,0,41.85,10.16,31.69,3.006,0.555,2.45,0,0,69.96
5.8,0.72,0,24.6,0,0,0,0,2.818,0.501,2.32,0,0,71.28
4.3,1.35,0,21.1,0,63.47,33.54,29.93,2.813,0.557,2.26,0,0,76.29
3.7,0.97,0,23.8,0,43.82,14.98,28.56,0,0,0,0,0,74.79
5.2,2.35,0,0,0,152.32,107.33,45,3.333,1.17,2.16,0,0,0
4.1,0.77,0,26.6,0,0,0,0,2.783,0.512,2.27,0,0,0
1.9,0.27,0,40.8,0,8.72,1.16,7.69,2.079,0.079,2,0,0,78.89
2.1,0.65,0,32.5,0,19.66,5.12,14.54,0,0,0,0,0,0
3.7,0.66,0,20.6,0,36.79,11.35,25.46,0,0,0,0,0,0
3.9,0.68,0,21.3,0,33.01,11.54,21.48,0,0,0,0,0,0
2.7,0.61,0,35.1,0,0,0,0,0,0,0,0,0,81.81
1.8,0.56,0,24.5,0,26.32,5.84,20.49,0,0,0,0,0,0
4.2,1.28,0,20,0,58.79,29.52,29.27,2.879,0.63,2.25,0,0,70.16
4.7,0.66,0,20.6,0,42.46,20.1,22.36,0,0,0,0,0,0
3.2,0.52,0,33,0,19.6,3.63,16.26,0,0,0,0,0,73.67
2.3,0.4,0,40.3,0,0,0,0,2.248,0.08,2.17,0,0,64.28
7.9,0.79,0,22.5,0,39.23,11.79,27.44,3.196,0.64,2.55,0,0,68.77
6,2.35,0,0,88,193.86,152.14,41.72,3.413,1.22,2.19,0,0,11.29
2.6,0.63,0,32.5,0,20.62,6,14.62,0,0,0,0,0,0
5.9,0.85,0,23.3,0,45.96,15.96,30.4,2.869,0.74,2.13,0,0,58.03
4.5,1,0,21.8,0,47.87,18.56,29.32,0,0,0,0,0,68.85
2.4,0.6,0,24.8,0,23.52,5.06,18.47,0,0,0,0,0,0
4.1,0.79,0,19.9,0,38.48,14.29,24.63,0,0,0,0,0,0
2.7,0.48,0,22.5,0,23.72,6.12,17.76,0,0,0,0,0,0
3.2,0.85,0,20.7,0,33.21,10.25,22.96,0,0,0,0,0,0
2.5,0.71,0,18.8,0,28.66,8.59,20.07,0,0,0,0,0,0
1.1,0.41,0,37.5,0,7.5,1.83,0,2.085,0.13,1.96,0,0,0
1,0.53,0,22.8,0,18.48,3.25,15.36,0,0,0,0,0,0
4.9,0.68,0,22.6,0,33.65,7.23,26.72,2.718,0.72,2,0,0,0
4.8,2.22,0,0,68,127.49,90.75,36.74,3.375,1.24,2.13,0,0,0
1.3,0.52,0,32.6,0,14.17,3.07,11.1,0,0,0,0,0,0
1.4,0.53,0,30.7,0,12.31,2.33,10.14,0,0,0,0,0,0
2.9,1.23,0,18.3,0,48.34,23.61,24.73,2.787,0.61,2.18,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5,0.72,0,28.9,0,29.86,5.72,24.14,0,0,0,0,0,0
2,0.35,0,42.9,0,13.39,1.17,12.23,0,0,0,0,0,0
4.3,0.52,0,27.7,0,29.71,7.9,21.82,0,0,0,0,0,0
2.2,0.6,0,31.2,0,22.74,4.23,18.51,0,0,0,0,0,0
1.1,0.48,0,33.9,0,16.13,1.62,14.5,0,0,0,0,0,0
1.4,0.53,0,42.9,0,13.49,1.74,11.75,0,0,0,0,0,0
1.1,0.34,0,48.1,0,6.29,1.28,5.01,2.562,0.21,2.36,0,0,0
3.1,0.74,0,32.1,0,30.1,4.64,25.61,2.566,0.51,2.06,0,0,0
5.5,2.26,0,0,74,124.06,78.98,45.09,3.369,1.25,2.12,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.7,1.2,0,27.3,0,42.95,16.98,25.97,2.681,0.53,2.15,0,0,0
2.5,0.58,0,18.8,0,0,0,0,0,0,0,0,0,0
1.5,0.46,0,17.4,0,21.81,7.59,14.21,0,0,0,0,0,0
1.7,0.5,0,17.5,0,21.57,6.74,14.83,0,0,0,0,0,0
1,0.36,0,28,2,6.79,1.75,5.04,2.255,0.22,2.04,0,0,0
0.7,0.42,0,18.6,0,12.88,2.56,10.32,0,0,0,0,0,0
0,0,0,0,0,125.43,88.22,37.21,3.26,1.2,2.06,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4,0.37,0,27.6,0,24.17,11.52,12.66,0,0,0,0,0,0
2.3,0.58,0,23.5,0,26.17,6.87,19.3,2.674,0.44,2.23,0,0,0
3.1,1.15,0,16.8,0,37.6,19.23,18.37,2.605,0.52,2.09,0,0,0
1.2,0.45,0,25.4,0,13.94,2.84,11.11,0,0,0,0,0,0
2.2,0.59,0,19.9,0,23.7,8.38,15.57,0,0,0,0,0,0
1.2,0.42,0,20.3,0,14.01,2.32,11.71,0,0,0,0,0,0
3.3,0.66,0,16.3,0,31.96,12.57,19.39,0,0,0,0,0,0
2.9,0.48,0,18.7,0,0,0,0,0,0,0,0,0,0
3.5,0.44,0,21.1,0,30.23,12.96,16.12,0,0,0,0,0,0
1.6,0.41,0,27.6,0,10.41,2.08,8.33,2.389,0.22,2.17,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.7,2.13,0,0,0,114.94,81.95,32.99,3.327,1.29,2.04,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.3,1.35,0,16.7,0,46.43,22.94,23.49,2.791,0.67,2.13,0,0,0
6,0.66,0,20,0,27.53,8.63,18.93,2.74,0.71,2.03,0,0,0
3.3,0.62,0,17,0,25.41,7.49,17.93,0,0,0,0,0,0
1.9,0.49,0,28.4,0,15.65,1.7,13.96,0,0,0,0,0,0
4.1,0.61,0,20.8,0,32.66,11.65,21.01,0,0,0,0,0,0
5.5,0.57,0,25.8,0,29.67,7.73,21.94,0,0,0,0,0,0
5.7,0.4,0,22.7,0,23.65,6.34,17.31,0,0,0,0,0,0
10.4,0.61,0,23.6,0,32.6,10.1,22.5,2.631,0.74,1.89,0,0,0
6.8,0.71,0,24,0,29.69,7.92,21.76,2.5,0.56,1.94,0,0,0
7,2.2,0,0,0,123.11,81.89,41.22,3.315,1.24,2.07,0,0,0
5.1,0.85,0,18.2,0,37.94,11.4,26.54,0,0,0,0,0,0
5.4,1.55,0,19.6,0,51.1,23.7,27.4,2.814,0.78,2.04,0,0,0
0.8,0.42,0,29.2,0,11.31,2.39,8.92,2.697,0.3,2.39,0,0,0
2.5,0.75,0,26.8,0,26.01,5.99,20.02,0,0,0,0,0,0
1.3,0.6,0,28,0,17.59,2.35,15.21,0,0,0,0,0,0
3.6,0.7,0,22.3,0,0,0,0,0,0,0,0,0,0
4.5,0.67,0,21.5,0,31.48,9.45,22.02,0,0,0,0,0,0
3.7,0.45,0,29.4,0,21.88,4.64,17.2,0,0,0,0,0,0
5.9,0.75,0,26.4,0,31.23,7.79,23.46,2.746,0.83,1.92,0,0,0
4.5,0.95,0,26.7,0,0,0,0,0,0,0,0,0,0
5.7,2.35,0,0,0,0,0,0,0,0,0,0,0,0
4.2,0.94,0,19.4,0,38.42,10.73,27.69,0,0,0,0,0,0
4.3,1.55,0,21.1,0,0,0,0,0,0,0,0,0,0
0.4,0.4,0,27,0,10.59,2.31,8.29,2.702,0.27,2.43,0,0,0
2.1,0.74,0,38.2,0,21.37,3.53,17.84,0,0,0,0,0,0
1.6,0.61,0,35,0,18.54,2.45,16.16,0,0,0,0,0,0
4.1,0.78,0,29.9,0,31.64,9.34,22.92,0,0,0,0,0,0
4,0.71,0,26.5,0,32.44,9.32,23.12,0,0,0,0,0,0
3.4,0.44,0,39.8,0,20.2,3.2,16.95,0,0,0,0,0,0
4.6,0.77,0,36.7,0,30.44,7.42,23.03,2.765,0.76,2.01,0,0,0
5.4,0.57,0,32.8,0,0,0,0,0,0,0,0,0,0
6,2.14,0,0,0,0,0,0,3.295,1.17,2.12,0,0,0
3.9,0.97,0,29.5,0,35.45,8.81,27.08,0,0,0,0,0,0
5.4,1.57,0,25.2,0,54.02,23.51,30.51,2.789,0.66,2.13,0,0,0
1.1,0.34,0,45.6,0,8.47,1.45,7.03,2.865,0.24,2.62,0,0,0
2.1,0.76,0,34.9,0,25.76,6.94,18.82,0,0,0,0,0,0
1.8,0.65,0,29.9,0,22.97,3.78,19.09,0,0,0,0,0,0
4.3,0.83,0,25,0,36.11,10.31,26.13,0,0,0,0,0,0
2.2,0.72,0,21.4,0,34.91,8.91,26.14,0,0,0,0,0,0
3.4,0.48,0,34.1,0,22.13,3.08,19.07,0,0,0,0,0,0
5.6,0.79,0,30.4,0,36.42,9.59,27.15,2.784,0.92,1.87,0,0,0
5.2,0.99,0,30,0,36.98,9.31,27.67,2.466,0.5,1.96,0,0,0
5.7,2.3,0,0,0,152.1,96.76,55.34,3.547,1.35,2.19,0,0,0
4.5,1.04,0,23.6,0,45.07,13.51,31.56,0,0,0,0,0,0
4.8,1.67,0,20.9,0,58.99,26.91,32.07,2.996,0.81,2.19,0,0,0
1.3,0.35,0,42.5,0,9.47,1.33,8.18,3.016,0.25,2.76,0,0,0
1.1,0.62,0,32.2,0,23.05,3.7,19.38,0,0,0,0,0,0
3.5,0.82,0,25.2,0,37.83,10.43,26.86,0,0,0,0,0,0
3.1,0.69,0,26.8,0,38.09,13.36,24.7,0,0,0,0,0,0
2.4,0.47,0,38.9,0,24.41,2.95,21.49,0,0,0,0,0,0
1,0.31,0,43.2,0,8.01,1.15,6.93,3.066,0.26,2.81,0,0,0
1.8,0.72,0,36.4,0,21.39,4.82,17.45,0,0,0,0,0,0
4.3,2.26,0,0,0,139.54,0,0,0,0,0,0,0,0
3.1,0.93,0,25,0,41.55,11.16,30.6,0,0,0,0,0,0
3.4,1.36,0,25.4,0,55.09,24.58,30.71,2.684,0.6,2.09,0,0,0
3.3,0.82,0,31.2,0,37.71,8.53,29.18,2.895,0.83,2.1,0,0,0
4.4,0.88,0,29.2,0,38.42,6.44,27.94,0,0,0,0,0,0
1.7,0.61,0,28,0,24.82,3.6,21.21,0,0,0,0,0,0
4.3,0.88,0,23,0,42.18,14.33,27.86,0,0,0,0,0,0
3.1,0.74,0,26.1,0,38.57,13.88,24.68,0,0,0,0,0,0
2.5,0.53,0,35.3,0,20.79,3.39,17.51,0,0,0,0,0,0
1.2,0.31,0,40.6,0,0,0,0,2.869,0.22,2.65,0,0,0
2,0.71,0,33.3,0,21.01,4.81,16.18,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4,0.94,0,22.4,0,41.53,12.97,28.4,0,0,0,0,0,0
3.6,1.44,0,22,0,57.8,26.13,31.67,2.908,0.67,2.24,0,0,0
4.1,0.87,0,27.1,0,39.41,10.53,28.59,2.672,0.58,2.09,0,0,0
4.4,0,0,0,0,0,0,0,0,0,0,0,0,0
4.4,0.72,0,25.3,0,36.43,12.39,23.79,0,0,0,0,0,0
3.3,0.63,0,28.7,0,34.31,12.96,21.36,0,0,0,0,0,0
3,0.54,0,36.6,0,20.95,2.68,18.28,0,0,0,0,0,0
1.9,0.31,0,42.6,0,7.34,1.02,6.32,2.856,0.23,2.63,0,0,0
4.6,0.93,0,27.5,0,34.39,9.54,24.85,2.855,0.57,2.29,0,0,0
2.5,0.71,0,33.6,0,19.98,4.2,15.78,0,0,0,0,0,0
4.3,0.96,0,22.2,0,44.01,14.92,28.71,0,0,0,0,0,0
3.2,1.26,0,22.9,0,54.62,25.27,29.34,3.178,0.48,2.7,0,0,0
1.6,0.55,0,29.4,0,20.39,2.74,17.74,0,0,0,0,0,0
4.6,0.82,0,28.8,0,35.96,10.09,25.96,2.607,0.54,2.07,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.2,1.04,0,21.1,0,37.95,10.95,27,3.099,0.66,2.44,0,0,0
4,0.89,0,23.2,0,41.92,12.24,29.68,2.643,0.6,2.04,0,0,0
3.7,0.83,0,19.6,0,39.47,13.72,25.75,0,0,0,0,0,0
1.2,0.58,0,21.8,0,24.09,4.07,20.03,0,0,0,0,0,0
1.3,0.26,0,34.9,0,8.29,1.48,6.83,2.861,0.24,2.62,0,0,0
1.7,0.69,0,28.3,0,23.2,5.62,17.58,0,0,0,0,0,0
3.2,0.66,0,23.8,0,35.09,11.97,23.12,0,0,0,0,0,0
4.4,0.95,0,18,0,46.19,15.2,30.55,0,0,0,0,0,0
2.7,0.58,0,30.4,0,24.39,4.47,20.29,0,0,0,0,0,0
11.3,0,0,0,54,157.05,110.96,37.48,3.418,0.96,2.46,0,0,0
3.7,1.44,0,17.4,0,59.47,27.43,32.03,3.037,0.7,2.34,0,0,0
1.5,0.54,0,38.2,0,17.26,3.01,14.24,0,0,0,0,0,0
3.5,0.78,0,29.1,0,35.27,7.47,27.8,2.6,0.51,2.09,0,0,0
0.8,0.53,0,26.3,0,19.95,2.72,17.24,0,0,0,0,0,0
2.6,1.23,0,16.6,0,50.82,21.6,29.22,2.728,0.59,2.14,0,0,0
3.6,0.87,0,24,0,40.77,11.58,29.37,0,0,0,0,0,0
4,0.9,0,26.4,0,38.71,12.43,26.28,3.249,0.45,2.8,0,0,0
1.6,0.28,0,39.5,0,6.54,0.9,5.65,0,0,0,0,0,0
2.7,0.52,0,37.3,0,21.2,3.2,18,0,0,0,0,0,0
2.8,0.55,0,31.5,0,28.83,8.34,20.49,0,0,0,0,0,0
2.9,0.83,0,25.9,0,33.61,9.13,24.48,0,0,0,0,0,0
4.7,0,0,0,0,153.27,105.03,48.24,3.292,1.02,2.28,0,0,0
2.1,0.52,0,36.9,0,18.91,1.69,17.23,0,0,0,0,0,0
0.8,0.26,0,37.3,0,6.47,1.21,5.25,2.237,0.07,2.16,0,0,0
3.8,0.82,0,27.8,0,28.16,4.55,23.61,2.329,0.36,1.97,0,0,0
5,2.43,0,0,29,117.91,74.01,43.9,2.851,0.6,2.25,0,0,0
3.2,0.66,0,26.6,0,30.11,5.87,24.24,0,0,0,0,0,0
3,1.2,0,22.8,0,43.02,16.83,26.19,2.719,0.54,2.18,0,0,0
0.9,0.53,0,27,0,16.83,1.97,14.86,0,0,0,0,0,0
3.7,0.69,0,30.1,0,28.44,3.91,24.53,2.298,0.37,1.93,0,0,0
3,0.51,0,29.6,0,24.28,5.25,19.19,0,0,0,0,0,0
