SO2,CO,CO2,O3,PM25,Nox,NO,NO2,THC,NMHC,CH4,WindSpeed,TEMP,Humidity
6.5,0.52,0,20.2,0,22.39,8.42,13.73,0,0,0,0,0,0
6.4,0.68,0,27.5,0,28.16,7.12,20.57,0,0,0,0,0,0
3.1,0.62,0,24,0,24.85,4.63,19.89,0,0,0,0,0,0
3.9,0.73,0,19,0,30.72,7.18,23.11,0,0,0,0,0,0
6.1,0.77,0,23.7,0,31.34,12.43,19.28,0,0,0,0,0,0
4.5,0.58,0,29.3,0,25.58,6.66,18.43,0,0,0,0,0,0
3.7,0.69,0,20,0,34.84,7.75,26.21,0,0,0,0,0,0
2.3,0.68,0,16.4,0,33.31,8.04,23.29,0,0,0,0,0,0
3.7,0.57,0,19.6,0,20.87,7.01,14.63,0,0,0,0,0,0
3.6,0.64,0,16.1,0,35.34,10.02,23.47,0,0,0,0,0,0
5.1,0.63,0,19.7,0,26.15,9.92,16.23,0,0,0,0,0,0
5,0.49,0,23.8,0,18.93,5.59,14.05,0,0,0,0,0,0
3,0.46,0,20.4,0,25.04,6.58,17.26,0,0,0,0,0,0
7.4,0.64,0,19.8,0,25.47,9.25,16.54,0,0,0,0,0,0
4.4,0.58,0,18.9,0,30.58,8.66,20.78,0,0,0,0,0,0
5.9,0.5,0,28.4,0,18.69,4.26,14.56,0,0,0,0,0,0
2.3,0.41,0,27.9,0,19.81,3.58,16.99,0,0,0,0,0,0
7.3,0.61,0,27.4,0,23.25,7.12,17.48,0,0,0,0,0,0
3.7,0.48,0,27.5,0,23.25,3.01,18.62,0,0,0,0,0,0
6.4,0.56,0,17,0,27.44,12.52,16.22,0,0,0,0,0,0
2.6,0.49,0,16.9,0,24.05,6.54,16.59,0,0,0,0,0,0
6.6,0.51,0,11,0,26.13,12.81,13.32,0,0,0,0,0,0
2.9,0.45,0,14.9,0,21.86,5.78,15.42,0,0,0,0,0,0
2.7,0.41,0,23,22,18.12,3.51,14.61,0,0,0,1.96,22.71,80.27
2.3,0.28,0,33.6,22,9.72,1.2,8.51,0,0,0,2.97,20.17,86.58
2.6,0.35,0,28.6,19,16.7,2.59,14.11,2.105,0.112,1.99,2.15,22.38,77.71
2.5,0.34,0,38.8,20,12.71,1.71,11,0,0,0,2.71,23.8,71.73
2.1,0.29,0,45.1,17,12.62,1.25,11.37,2.02,0.078,1.94,2.96,23.82,69.52
2.7,0.24,0,45.8,17,7.86,0.88,6.98,0,0,0,3.73,21.08,80.01
2.4,0.3,0,28.5,24,11.32,1.95,9.37,0,0,0,2.41,28.74,76.13
2.6,0.25,0,32.3,18,11.58,1.59,9.98,1.98,0.063,1.92,2.63,27.94,75.23
2.6,0.21,0,33.9,18,8.08,1.29,6.79,0,0,0,3.19,25.2,81.25
2.8,0.25,0,27.1,11,11.57,1.62,9.95,2.034,0.072,1.96,2.2,28.99,76.13
2.2,0.29,0,24.6,17,10.93,1.85,9.07,0,0,0,1.9,29.99,77.08
2.5,0.2,0,30.7,13,6.86,1.27,5.59,0,0,0,2.28,26.02,82.85
2.7,0.18,0,29.4,15,6.79,1.29,5.49,0,0,0,2.58,26.66,79.62
2.9,0.21,0,24,10,10.99,1.93,9.05,1.993,0.066,1.93,2.63,29.93,71.72
2.4,0.25,0,23.5,20,9.7,1.78,7.92,0,0,0,2.31,30.61,73.06
2.4,0.18,0,34.2,14,7.82,1.09,6.72,0,0,0,2.82,25.41,79.22
2.5,0.28,0,28.1,19,11.68,1.97,9.71,0,0,0,2.35,29.5,73.62
2.5,0.24,0,29.4,10,12.49,1.8,10.68,2.016,0.078,1.94,2.5,28.47,72.93
3,0.28,0,28.4,15,13.18,1.9,11.27,2.015,0.083,1.93,2.54,27.61,72.73
2.9,0.2,0,32.4,19,9.74,1.21,8.53,0,0,0,2.76,25.07,76.62
2.9,0.3,0,28.5,21,11.77,1.77,10,0,0,0,2.2,28.96,71.5
2.2,0.33,0,35,24,14.8,1.62,13.18,2.03,0.103,1.93,2.13,23.16,71.88
2.4,0.29,0,42.7,28,9.8,1.12,8.67,0,0,0,2.55,20.87,78.38
2.7,0.39,0,35.5,31,14.21,1.92,12.29,0,0,0,1.94,24.35,72.15
2.5,0.41,0,31.2,29,17.81,3.13,14.67,0,0,0,1.99,20.23,73.09
2.2,0.36,0,33.7,23,16.36,2.32,14.04,2.017,0.101,1.92,2.1,19.37,73.12
2,0.3,0,42.7,27,10.1,1.14,8.96,0,0,0,3.02,17.68,78.95
2.2,0.4,0,32.3,26,16.76,2.33,14.43,2.018,0.102,1.92,2.42,14.61,81.59
1.4,0.33,0,34.2,21,10.66,1.33,9.32,0,0,0,4.13,13.27,88.3
2.4,0.45,0,27,28,18.85,3.6,15.25,0,0,0,2.49,14.96,78.19
2.4,0.37,0,29.2,15,17.79,2.84,14.96,2.049,0.111,1.94,2.42,16.38,79.3
1.6,0.3,0,30.5,17,11.08,1.4,9.68,0,0,0,3.83,14.09,89.33
2.5,0.43,0,23.9,19,19.41,4.08,15.33,0,0,0,2.31,16.88,77.38
2.4,0.36,0,32.7,22,17.06,2.76,14.31,2.054,0.109,1.95,3.02,17.35,75.85
1.8,0.28,0,35,21,9.99,1.04,8.94,0,0,0,4.54,15.76,89.56
2.6,0.4,0,28.5,23,17.78,3.52,14.26,0,0,0,3.02,18.18,72.21
2.4,0.31,0,30.9,19,15.9,2.72,13.18,2.035,0.102,1.93,2.69,21.76,83.44
1.8,0.27,0,31.6,14,10.51,1.35,9.15,0,0,0,3.93,20.57,93.92
2.6,0.37,0,26.4,21,16.38,3.11,13.28,0,0,0,2.64,22.53,79.53
2.1,0.27,0,40.6,20,12.73,1.89,10.85,1.942,0.071,1.87,3.33,25.78,74.6
2.3,0.32,0,37,23,11.97,2.29,9.67,0,0,0,3.15,26.07,71.22
1.5,0.24,0,40,16,7.83,0.87,6.96,0,0,0,4.19,23.82,79.08
3.1,0.32,0,31.1,24,13.07,2.14,10.93,0,0,0,1.72,29.23,71.96
2.6,0.25,0,36.6,20,9.82,1.23,8.59,0,0,0,2.05,27.01,77.43
2.8,0.27,0,34.1,21,13.04,1.94,11.1,1.979,0.079,1.9,2.05,28.89,75.89
2.5,0.25,0,21.5,16,10.33,2.21,8.13,0,0,0,2.33,30.1,73.21
2.5,0.22,0,22.9,15,11.51,2.49,9.02,1.938,0.07,1.87,2.8,30.05,76.38
2.8,0.2,0,26.5,13,8,1.16,6.85,0,0,0,2.71,27.02,78.93
2.2,0.24,0,22.5,12,10.13,2.18,7.95,0,0,0,1.94,29.13,74.35
2.4,0.2,0,23.9,12,10.31,2.07,8.24,1.925,0.065,1.86,2.26,29.26,78.33
2.9,0.18,0,27.7,11,7.55,1.23,6.31,0,0,0,2.23,27.78,79.08
2.3,0.15,0,24.2,9,7.12,1.36,5.75,0,0,0,3.41,26.26,80.91
2.6,0.21,0,22.1,12,12.08,2.6,9.48,1.932,0.081,1.85,2.85,28.71,79.7
2.2,0.24,0,21.1,9,10.07,2.13,7.94,0,0,0,2.66,28.32,77
2.6,0.32,0,34.5,21,14.95,2.04,12.91,2.049,0.099,1.95,2.03,26.32,78.33
2.4,0.27,0,33.2,15,10.01,1.48,8.52,0,0,0,2.42,24.24,81.65
2.9,0.37,0,30.9,18,15.69,2.73,12.95,0,0,0,1.82,25.9,77.48
2.3,0.36,0,38.2,24,16.29,2.52,13.77,2.083,0.106,1.98,2.44,22.76,73.9
2,0.3,0,39.4,19,10.72,1.6,9.12,0,0,0,3.11,20.71,79.92
2.5,0.39,0,36.2,25,15.47,2.6,12.87,0,0,0,2.19,22.5,72.96
2.2,0.4,0,37.9,25,19.7,2.52,17.18,2.096,0.123,1.97,2.14,18.2,79.17
2.7,0.45,0,33.6,25,20.53,3.56,16.97,0,0,0,2.07,18,79.12
1.8,0.34,0,37.7,21,12.34,1.84,10.49,0,0,0,3.38,16.6,85.28
2.2,0.36,0,36.4,24,16.8,2.38,14.42,2.05,0.101,1.95,2.59,16.61,74.29
2.3,0.41,0,31.7,22,17.43,3.42,14.01,0,0,0,2.52,16.24,74.71
1.7,0.3,0,34.8,19,10.71,1.93,8.78,0,0,0,4.04,14.39,81.81
2.8,0.42,0,26.9,21,18.22,3.75,14.47,0,0,0,2.43,17.66,77.96
1.6,0.31,0,30.9,19,10.13,1.64,8.49,0,0,0,3.75,15.65,87.3
2.2,0.37,0,30,24,17.73,2.59,15.14,2.033,0.106,1.93,2.47,18.2,77.57
2.7,0.45,0,26.3,22,21.13,4.78,16.35,0,0,0,2.58,19.35,75.57
1.8,0.31,0,32.5,18,11.36,1.72,9.64,0,0,0,3.84,17.38,84.66
2.3,0.37,0,29.4,23,18.48,3.08,15.4,2.028,0.119,1.91,2.72,19.91,74.57
2.4,0.36,0,30.3,21,17.92,2.74,15.17,1.975,0.121,1.85,2.58,22.91,78.32
1.8,0.29,0,31.7,15,12.18,2.05,10.13,0,0,0,3.35,20.48,85.76
2.7,0.43,0,27.8,20,19.71,3.87,15.85,0,0,0,2.4,22.39,78.64
2.2,0.31,0,34.5,18,11.19,1.71,9.47,0,0,0,2.96,24.83,86.44
2.8,0.39,0,29.2,22,16.27,3.02,13.26,0,0,0,2.11,26.78,79.19
2.7,0.33,0,32.4,20,15.62,2.63,12.99,1.851,0.105,1.75,2.27,27.38,79.55
1.8,0.21,0,29.1,7,7.89,1.57,6.31,0,0,0,3.32,25.99,76.44
2.1,0.27,0,27.3,12,12.52,2.36,10.15,1.804,0.085,1.72,2.49,28.51,77.49
2.2,0.31,0,24,11,14.31,3.02,11.28,0,0,0,2.43,27.74,76.9
2.3,0.2,0,32.5,13,9.29,1.54,7.75,0,0,0,1.99,27.5,75.23
2.7,0.31,0,27.9,15,15.17,3.18,11.99,0,0,0,1.8,29.15,75.32
2.5,0.27,0,31.4,14,12.39,2.14,10.25,1.825,0.064,1.76,2.01,29.7,77.02
2.3,0.23,0,23.7,17,11.66,2.45,9.21,0,0,0,2.53,30.42,68.55
2.7,0.21,0,24.2,11,11.13,2.37,8.76,1.789,0.057,1.73,2.92,30.91,71.1
2.3,0.14,0,28.6,9,7.09,1.41,5.67,0,0,0,2.93,28.42,69.44
2.3,0.12,0,25.9,6,7.26,1.77,5.48,0,0,0,3.21,27.9,72.87
2.7,0.2,0,24.1,9,11.04,2.54,8.5,1.817,0.046,1.77,3.01,30.13,74.59
2.3,0.23,0,22.1,17,10.1,1.94,8.16,0,0,0,2.71,29.56,72.3
3,0.34,0,28.9,17,15.47,2.77,12.69,1.977,0.094,1.88,2.37,27.4,78.53
2.4,0.25,0,33.6,17,10.08,1.6,8.47,0,0,0,2.73,25.45,75.68
3,0.37,0,25.8,28,15.73,2.77,12.96,0,0,0,2.06,26.89,77.67
3,0.44,0,31.4,26,18.95,2.91,16.04,2.121,0.117,2,2.09,23.99,81.95
2.4,0.34,0,33.5,27,12.66,1.91,10.74,0,0,0,2.84,22.87,78.28
2.9,0.44,0,28.9,37,18.3,2.77,15.53,0,0,0,1.91,23.77,81.12
2.8,0.48,0,31.4,25,25.38,4.71,20.67,2.15,0.15,2,2.05,17.05,80.51
1.9,0.33,0,37.4,21,13.71,1.84,11.86,0,0,0,3.44,15.73,79.89
3.2,0.49,0,26.5,34,26.17,5.45,20.72,0,0,0,2.02,16.83,81.23
1.8,0.34,0,32.8,16,11.35,1.6,9.74,0,0,0,4.41,13.11,80.35
2.6,0.45,0,28,25,19.72,3.45,16.27,0,0,0,2.68,14.88,76.57
2.5,0.42,0,32.6,20,18.32,2.56,15.74,2.099,0.105,1.99,2.55,15.03,76.48
2.5,0.49,0,25.4,21,22.47,4.6,17.87,2.114,0.143,1.97,2.35,15.88,81.16
3.1,0.52,0,21.8,22,23.77,5.33,18.43,0,0,0,2.42,15.73,82.84
1.5,0.36,0,26.7,14,13.54,2.4,11.14,0,0,0,4.04,13.85,86.6
2.9,0.44,0,26.4,22,20.22,3.88,16.34,2.02,0.117,1.9,2.58,18.82,76.26
2.1,0.35,0,29.2,17,13.02,2.23,10.78,0,0,0,3.96,16.37,82.63
3.8,0.49,0,23.2,24,21.59,4.73,16.86,0,0,0,2.63,18.47,77.31
2.1,0.36,0,35.7,20,13.01,1.63,11.37,0,0,0,2.85,21.45,78.55
2.8,0.43,0,29.5,26,19.82,3.14,16.68,2.05,0.122,1.93,2.18,23.71,75.45
3.9,0.48,0,27.2,28,21.18,3.82,17.36,0,0,0,2.13,23.36,75.85
3.3,0.42,0,33.5,24,16.95,2.63,14.32,0,0,0,2.18,25.23,75.14
2,0.34,0,40.8,27,10.91,1.45,9.45,0,0,0,2.94,23.09,78.09
2.6,0.35,0,38.1,25,17.07,2.07,14.99,2,0.091,1.91,2.59,25.77,73.3
3,0.34,0,38.2,20,16.1,2.39,13.71,2.02,0.087,1.93,2.38,27.61,73.41
3.2,0.38,0,33.6,22,16.11,2.69,13.42,0,0,0,2.37,27.27,73.29
2.3,0.29,0,39.9,22,10.53,1.37,9.15,0,0,0,3.03,25.2,77.02
2,0.19,0,27.9,14,7.48,1.59,5.88,0,0,0,3.32,26.23,84.43
2.9,0.25,0,23.3,10,13.19,2.74,10.44,1.923,0.074,1.85,2.63,28.84,75.28
2.2,0.28,0,24.1,15,11.98,2.31,9.67,0,0,0,2.55,28.54,73.52
2.6,0.26,0,26.8,15,9.92,1.55,8.35,0,0,0,2.69,29.51,71.1
2.8,0.23,0,27,11,11.54,2.27,9.27,1.861,0.052,1.81,2.98,29.88,72.48
2.4,0.21,0,29.5,20,7.9,1.46,6.43,0,0,0,3.13,27.31,81.34
3.2,0.23,0,21,7,13.07,3.26,9.81,1.846,0.066,1.78,3.37,30.12,72.01
2.7,0.19,0,24.2,12,9.15,1.99,7.16,0,0,0,3.39,27.91,80.06
2.7,0.23,0,20.7,12,10.85,1.93,8.91,0,0,0,2.73,29.84,70.32
3,0.34,0,23.9,18,15.42,2.48,12.93,0,0,0,2.29,26.07,78.12
3.1,0.32,0,26.4,16,16.6,3,13.6,0,0,0,2.65,26.27,79.18
2.2,0.25,0,28,17,10.51,1.75,8.76,0,0,0,3.22,24.82,86.86
2.3,0.29,0,36.3,21,10.64,1.56,9.08,0,0,0,3.36,21.36,82.55
2.9,0.34,0,34.6,20,16.26,2.33,13.93,0,0,0,2.52,22.89,73.92
3.3,0.38,0,31.4,24,16.56,2.04,14.51,0,0,0,2.36,22.76,72.88
3.1,0.47,0,26.2,28,22.05,3.59,18.46,0,0,0,2.14,18.64,79.48
2.8,0.42,0,30,25,20.77,3.73,17.04,0,0,0,2.23,18.72,79.07
1.9,0.35,0,32.9,22,12.65,2.02,10.62,0,0,0,3.09,17.75,87.08
2,0.37,0,35.2,24,11.7,1.93,9.76,0,0,0,3.27,15.59,81.89
2.8,0.45,0,29.5,30,20.76,4.24,16.52,0,0,0,2.17,16.48,74.86
3.3,0.51,0,24.9,31,23.65,4.99,18.65,0,0,0,2.15,16.28,75.58
4.1,0.52,0,25.4,31,24.2,5.01,19.19,0,0,0,2.53,15.8,70.2
2.1,0.34,0,36.2,27,11.77,1.56,10.21,0,0,0,3.2,14.23,78.31
2.9,0.44,0,32.1,29,20.77,3.93,16.84,0,0,0,2.54,16.24,68.44
3,0.43,0,29.3,29,21.87,4.39,17.48,0,0,0,2.93,16.26,69.39
2.3,0.34,0,31.8,26,11.33,1.59,9.74,0,0,0,2.98,13.99,81.87
3.9,0.5,0,23.6,26,23.27,5.44,17.82,0,0,0,3.04,16.3,71.04
2.7,0.38,0,32.4,26,18.48,2.87,15.61,0,0,0,2.52,22.32,73.29
2.1,0.3,0,36.4,26,10.92,1.72,9.19,0,0,0,3.32,20.26,81.97
3.3,0.46,0,27.2,27,19.93,3.78,16.15,0,0,0,2.4,23.01,74.88
2.7,0.35,0,43.6,31,17.01,2.06,14.95,0,0,0,2.84,25,68.03
3.5,0.4,0,39.7,30,16.95,2.24,14.7,0,0,0,2.95,25.67,68.24
2.1,0.27,0,48,29,9.34,1.21,8.12,0,0,0,3.78,22.7,74.68
3.1,0.34,0,25.5,24,15.26,2.38,12.86,0,0,0,1.8,30.42,72.28
2.6,0.25,0,33.4,23,10.26,1.87,8.39,0,0,0,2.06,27.73,77.03
3.3,0.3,0,26.8,22,14.47,2.55,11.92,0,0,0,2.05,29.63,72.78
2.4,0.25,0,26.3,13,10.67,1.63,9.02,0,0,0,2.34,30.69,71.45
3.4,0.23,0,26.6,18,12.12,2.49,9.63,0,0,0,2.57,30.02,72.43
2.1,0.18,0,28.1,16,8.59,1.93,6.65,0,0,0,2.73,27.94,76.03
2.9,0.26,0,22.9,16,12.36,2.29,10.07,0,0,0,2.46,31.22,71.27
3.4,0.22,0,24,17,12.19,2.58,9.6,0,0,0,2.79,30.71,70.98
2.6,0.2,0,27.3,19,9.04,1.82,7.22,0,0,0,2.85,28.47,75.67
2.2,0.2,0,26.5,14,8.88,1.75,7.12,0,0,0,3.08,27,79.88
3,0.26,0,25.3,16,13.38,2.64,10.75,0,0,0,2.72,28.62,76.73
2.7,0.28,0,22.4,10,13.06,2.14,10.91,0,0,0,2.46,29.35,76.8
3.5,0.38,0,28,22,17.13,2.95,14.18,0,0,0,2.23,25.68,80.33
2,0.25,0,28.9,18,9.73,1.8,7.92,0,0,0,2.86,24.63,81.33
2.8,0.39,0,25.4,17,16.2,2.49,13.7,0,0,0,2.17,26.24,80.25
3.5,0.43,0,38.3,34,19.95,2.3,17.65,0,0,0,2.13,22.59,75.29
2.3,0.35,0,40.6,33,12.14,1.57,10.57,0,0,0,2.72,21.44,79.31
3.1,0.46,0,34.6,29,19.18,2.25,16.91,0,0,0,2.06,22.97,76.03
3.1,0.45,0,33.1,36,21.16,3.56,17.6,0,0,0,2.28,18.17,76.65
3.2,0.5,0,28.3,37,22.96,4.18,18.77,0,0,0,2.22,17.84,77.16
2.1,0.37,0,33.6,31,14.08,2.15,11.93,0,0,0,3.11,17.32,81.43
2.8,0.44,0,27.2,26,21.1,4.49,16.61,0,0,0,2.4,15.69,80.03
2.8,0.48,0,23.5,25,22.83,4.97,17.85,0,0,0,2.39,15.66,79.54
1.7,0.32,0,30.9,20,11.46,1.69,9.76,0,0,0,3.68,14.09,84.38
4.6,0.53,0,25.7,38,28.24,7.24,20.99,0,0,0,2.53,0,69.02
2.7,0.34,0,39.1,32,11.19,1.5,9.69,0,0,0,3.78,0,75.82
4.1,0.47,0,29.6,39,24.02,5.69,18.33,0,0,0,2.66,0,68.34
4.3,0.44,0,28.5,32,21.03,3.5,17.53,0,0,0,2.87,0,72.66
4.3,0.51,0,22.3,32,24.62,5.42,19.19,0,0,0,2.75,0,74.71
2.5,0.35,0,29,31,12.65,1.95,10.69,0,0,0,4.29,0,83.67
2.5,0.34,0,32.8,36,12.5,1.74,10.76,0,0,0,0,0,79.75
4,0.47,0,27,33,22.39,4.44,17.94,0,0,0,0,0,72.62
3.6,0.4,0,31.1,30,20.41,3.16,17.24,1.995,0.13,1.86,0,0,71.57
1.9,0.23,0,43,30,8.15,1.21,6.93,0,0,0,0,0,76.91
3.1,0.35,0,37.6,26,15.7,2.63,13.07,0,0,0,0,0,70.27
2.9,0.29,0,42.4,25,14.67,1.78,12.88,1.937,0.087,1.85,0,0,69.09
2.5,0.29,0,35.4,23,14.43,2.05,12.38,1.988,0.085,1.9,2.79,0,72.22
2.7,0.36,0,31.1,24,15.86,2.93,12.93,0,0,0,2.34,0,73.51
2,0.25,0,36.1,31,9.09,1.31,7.77,0,0,0,2.72,0,79.31
2.7,0.28,0,24.1,21,12.53,2.61,9.92,0,0,0,0,0,75.26
2.1,0.19,0,25.5,22,9.14,1.69,7.45,0,0,0,0,0,79.57
3,0.25,0,24.9,15,12.88,2.59,10.29,1.97,0.082,1.89,0,0,76.59
2.5,0.25,0,25.2,19,11.66,2.47,9.18,0,0,0,0,0,71.88
2,0.17,0,26.8,20,8.85,1.9,6.94,0,0,0,0,0,76.3
3,0.22,0,24.8,15,11.61,2.57,9.04,1.927,0.075,1.85,0,0,74.1
2.1,0.23,0,26.4,24,9.99,2,7.99,0,0,0,0,0,77.34
3.4,0.3,0,23.5,18,14.91,3,11.91,1.933,0.093,1.84,0,0,74.34
2.7,0.32,0,24.5,22,13.61,2.7,10.91,0,0,0,0,0,73.08
1.9,0.25,0,30.1,22,10.33,1.93,8.39,0,0,0,0,0,81.28
3.3,0.37,0,28.1,19,18.33,3.35,14.98,2.027,0.115,1.91,0,0,76.94
2.5,0.38,0,26.8,21,16.78,3.28,13.5,0,0,0,0,0,76.78
2.8,0.53,0,33.8,33,19.91,3.18,16.72,0,0,0,0,0,79.28
3.2,0.51,0,34.7,34,22.06,2.87,19.18,2.139,0.14,2,0,0,78.56
1.7,0.39,0,36.1,31,13.18,2.17,10.99,0,0,0,0,0,85.63
3,0.46,0,32.1,33,19.44,3.4,16.04,0,0,0,0,0,75.42
2.5,0.4,0,35.7,32,18.58,2.95,15.62,2.115,0.12,2,0,0,75.35
2.1,0.33,0,38.3,34,12.26,1.81,10.44,0,0,0,0,0,81.54
2.6,0.43,0,30.8,31,18.43,4.32,14.11,2.125,0.115,2.01,0,0,81.56
1.8,0.36,0,29.2,27,14.19,2.7,11.49,0,0,0,0,0,87.1
2.7,0.48,0,26,31,21.94,5.93,16.01,0,0,0,0,0,83.38
3.4,0.49,0,27.2,31,23.5,5.65,17.85,2.168,0.155,2.01,0,0,77.12
1.9,0.39,0,30.3,27,13.31,2.09,11.21,0,0,0,0,0,85.8
3.3,0.58,0,22.1,29,28.76,8.89,19.87,0,0,0,0,0,79.43
3.5,0.57,0,19.3,23,25.93,6.65,19.29,0,0,0,0,0,78.43
2,0.38,0,27.3,25,14.31,2.48,11.82,0,0,0,0,0,85.47
3.1,0.48,0,24.5,25,23.13,5.28,17.85,2.11,0.146,1.96,0,0,76.82
2.1,0.38,0,34.4,30,14.09,2.13,11.96,0,0,0,0,0,81.56
2.9,0.48,0,28.6,30,22.5,4.44,18.06,2.149,0.151,2,0,0,76.85
3.4,0.55,0,24.5,29,24.72,5.25,19.47,0,0,0,0,0,77.89
2.8,0.36,0,42.6,30,17.4,2.18,15.22,2.032,0.109,1.92,0,0,68.37
3.4,0.42,0,36.9,29,17.59,2.96,14.62,0,0,0,0,0,69.46
2,0.29,0,48.6,31,10.08,1.25,8.82,0,0,0,0,0,74.31
2,0.25,0,44.6,30,9.05,1.29,7.75,0,0,0,0,0,75.57
3,0.37,0,41.9,29,15.38,2.25,13.13,0,0,0,0,0,72.34
3.1,0.33,0,41.6,30,15.17,2.23,12.94,2.001,0.099,1.9,0,0,72.54
2.3,0.31,0,30.7,28,12.75,2.7,10.05,0,0,0,0,0,76.05
2.6,0.28,0,27.6,20,12.71,2.53,10.18,1.972,0.086,1.89,0,0,76.29
1.8,0.2,0,32.6,23,8.08,1.41,6.65,0,0,0,0,0,79.91
2.4,0.26,0,19.8,17,11.88,2.6,9.29,0,0,0,0,0,71.52
3,0.23,0,23.7,13,12.57,2.78,9.79,1.898,0.078,1.82,0,0,72.28
2.4,0.17,0,27.2,20,8.8,1.69,7.11,0,0,0,0,0,75.5
1.8,0.2,0,30.3,17,8.4,1.53,6.86,0,0,0,0,0,82.83
2.9,0.28,0,26.5,14,14.86,2.77,12.09,1.979,0.096,1.88,0,0,77.85
2.7,0.31,0,27.9,16,12.46,2.13,10.32,0,0,0,0,0,78.31
2.9,0.36,0,31.5,22,15.31,2.75,12.55,0,0,0,0,0,75.05
3.2,0.33,0,32.6,20,17.3,2.69,14.61,2.038,0.11,1.93,0,0,75.06
2.1,0.27,0,35.9,24,10.7,1.86,8.83,0,0,0,0,0,79.42
2.8,0.45,0,27.7,29,19.58,3.36,16.22,0,0,0,0,0,76.95
2.6,0.41,0,30.3,24,19.46,3.56,15.91,2.121,0.126,2,0,0,75.88
2.6,0.33,0,32.5,30,13.44,2.4,11.04,0,0,0,0,0,81.21
1.7,0.39,0,34.1,28,15.37,2.43,12.94,0,0,0,0,0,83.34
3.1,0.55,0,28.1,35,28.63,7.3,21.33,0,0,0,0,0,78.31
2.8,0.47,0,33.9,29,22.68,5.03,17.64,2.149,0.148,2,0,0,75.69
3,0.44,0,26.1,24,20.78,5.35,15.44,2.113,0.128,1.99,0,0,82.78
1.4,0.37,0,25.3,19,16.02,3.42,12.59,0,0,0,0,0,91.36
3,0.5,0,20.4,27,26.65,6.07,20.58,0,0,0,0,0,84.9
3.3,0.52,0,23,25,23.53,5.3,18.23,0,0,0,0,0,81.36
1.8,0.38,0,26,20,13.09,2.4,10.68,0,0,0,0,0,91.28
3.1,0.45,0,27.6,24,18.94,4.5,14.44,2.092,0.114,1.98,0,0,78.44
3,0.33,0,28.4,21,16.49,3.18,13.31,2.044,0.107,1.94,0,0,74.21
3.4,0.45,0,22.7,24,21,6.03,14.97,0,0,0,0,0,76.86
2,0.31,0,25.9,20,12.89,1.94,10.94,0,0,0,0,0,88.27
2.7,0.39,0,26.9,26,21.76,5.16,16.61,2.142,0.145,2,0,0,77
3.4,0.49,0,23.1,31,24.24,6.7,17.54,0,0,0,0,0,79.08
2.1,0.34,0,29.1,27,14.19,2.04,12.15,0,0,0,0,0,87.41
3.1,0.28,0,33.8,24,16.14,2.99,13.16,2.081,0.102,1.98,0,0,72.19
3.3,0.35,0,31.9,28,16.86,3.58,13.28,0,0,0,0,0,73.13
1.8,0.25,0,35.5,25,10.78,1.78,8.99,0,0,0,0,0,83.79
3.4,0.36,0,36.2,36,17.89,2.72,15.17,2.159,0.115,2.05,0,0,69.27
2.8,0.31,0,42.1,37,13.05,1.91,11.13,0,0,0,0,0,81.61
3.7,0.4,0,34.2,38,18.37,3.44,14.93,0,0,0,0,0,70.6
2.5,0.2,0,30.1,22,10.58,2.03,8.55,0,0,0,0,0,81.98
3,0.25,0,25.5,21,14.66,3.23,11.43,2.091,0.097,1.99,0,0,72.02
2.9,0.29,0,25.5,21,13.75,3.07,10.68,0,0,0,0,0,71.38
2.7,0.28,0,22.5,21,12.83,3.11,9.72,0,0,0,0,0,72.11
2.9,0.25,0,26,16,13.73,3.47,10.26,2.016,0.083,1.93,0,0,73.21
2.7,0.19,0,27.3,20,9.74,1.99,7.75,0,0,0,0,0,82.56
3.1,0.2,0,26.9,19,11.08,1.99,9.1,0,0,0,0,0,81.2
3.2,0.28,0,23.2,21,13.64,3.36,10.27,0,0,0,0,0,71.38
3.6,0.25,0,25,17,15.77,3.96,11.81,2.01,0.094,1.92,0,0,73.09
2.5,0.32,0,32.6,26,15.57,2.58,12.99,0,0,0,0,0,86.37
3.3,0.41,0,30.8,30,19.46,3.73,15.73,0,0,0,0,0,78.3
3.1,0.37,0,36.1,26,18.24,3.13,15.11,2.123,0.114,2.01,0,0,78.1
3.9,0.45,0,37.7,49,21.42,2.87,18.54,2.186,0.145,2.04,0,0,70.21
3.1,0.39,0,47.1,51,14.49,1.48,13,0,0,0,0,0,76.91
4,0.47,0,37.9,52,22.26,3.69,18.58,0,0,0,0,0,69.03
4.5,0.47,0,31.7,43,24.04,4.48,19.56,0,0,0,0,0,73.44
2.6,0.4,0,34.7,37,17.38,3.09,14.29,0,0,0,0,0,83.36
4,0.45,0,32.9,42,23.03,4.12,18.9,2.112,0.151,1.96,0,0,71.54
3.5,0.5,0,26.5,43,24.53,5.98,18.55,2.138,0.147,1.99,0,0,77.74
2.1,0.42,0,32.7,35,16.4,2.9,13.49,0,0,0,0,0,85.56
3.7,0.5,0,25.1,46,25.42,6.29,19.12,0,0,0,0,0,80.11
4.5,0.42,0,22.5,26,21.73,5.34,16.39,0,0,0,0,0,76.89
3.9,0.41,0,24.4,25,20.24,4.48,15.75,2.081,0.125,1.96,0,0,74.8
2.4,0.36,0,25.1,22,14.86,2.34,12.52,0,0,0,0,0,88.21
3.9,0.5,0,26.3,39,28.44,6.03,22.41,2.231,0.188,2.04,0,0,67.34
