序號,縣市,監測月份,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppmC)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","大氣溫度<br />AMB_TEMP<br />(℃)","降雨量<br />RAINFALL<br />(mm)","酸雨pH值<br />pH_RAIN","相對濕度<br />RH<br />(percent)","紫外線指數<br />UVB<br />(UVI)"
4340,桃園市,1993/11,平鎮,8.5,1.0,15.1,66.0,-,38,11.55,26.15,2.31,0.42,1.89,20.79,-,-,-,-
4341,桃園市,1993/11,觀音,9.4,0.42,29.4,66.0,-,12,1.35,10.07,2.48,0.32,2.17,21.49,-,-,-,-
4342,桃園市,1993/10,桃園,12.0,0.78,20.7,58.0,-,35,7.02,26.8,2.66,0.35,2.3,22.67,-,-,-,-
4343,桃園市,1993/10,中壢,26.7,1.3,18.1,58.0,-,54,22.43,31.32,2.57,0.557,2.001,21.49,-,-,72.89,-
4344,桃園市,1993/10,大園,8.9,0.38,32.4,54.0,-,17,3.45,15.87,-,-,-,22.22,-,-,-,-
4345,桃園市,1993/10,龍潭,5.6,0.53,29.2,49.0,-,22,4.21,16.54,-,-,-,22.01,-,-,-,-
4346,桃園市,1993/10,平鎮,7.8,0.88,22.1,57.0,-,30,5.3,24.55,2.07,0.36,1.72,22.23,-,-,-,-
4347,桃園市,1993/10,觀音,11.4,0.35,36.4,58.0,-,11,1.42,-,2.02,0.12,1.9,23.08,-,-,-,-
4348,桃園市,1993/09,桃園,18.7,0.89,24.6,-,-,37,7.54,29.26,2.73,0.36,2.39,26.98,-,-,-,-
4349,桃園市,1993/09,中壢,36.2,2.13,19.9,76.0,-,62,27.93,33.52,2.81,0.725,2.044,25.9,-,-,71.97,-
4350,桃園市,1993/09,大園,9.1,0.51,27.1,53.0,-,23,6.51,19.39,-,-,-,26.17,-,-,-,-
4351,桃園市,1993/09,龍潭,6.8,0.66,32.1,67.0,-,25,4.1,19.94,-,-,-,26.22,-,-,-,-
4352,桃園市,1993/09,平鎮,9.5,0.91,25.9,81.0,-,31,5.29,25.37,2.19,0.32,1.87,26.35,-,-,-,-
4353,桃園市,1993/09,觀音,11.9,0.45,30.6,75.0,-,15,1.86,13.78,1.61,0.48,1.16,26.79,-,-,-,-
4354,桃園市,1993/08,桃園,20.8,0.99,18.1,76.0,-,41,11.8,29.05,2.72,0.4,2.32,28.51,-,-,-,-
4355,桃園市,1993/08,中壢,48.6,2.56,11.0,78.0,-,81,48.15,32.21,3.11,1.004,2.065,27.16,-,-,65.3,-
4356,桃園市,1993/08,大園,8.3,0.53,19.8,-,-,26,9.02,18.39,-,-,-,27.97,-,-,-,-
4357,桃園市,1993/08,龍潭,9.4,0.59,19.0,-,-,17,4.14,12.66,-,-,-,27.37,-,-,-,-
4358,桃園市,1993/08,平鎮,7.1,0.86,19.3,70.0,-,31,8.17,23.34,2.01,0.28,1.72,26.92,-,-,-,-
4359,桃園市,1993/08,觀音,7.9,0.44,20.7,60.0,-,17,4.34,13.41,1.59,0.76,0.87,28.58,-,-,-,-
4360,桃園市,1993/07,桃園,20.1,0.99,15.4,77.0,-,38,12.57,25.52,2.62,0.39,2.21,29.22,-,-,-,-
4361,桃園市,1993/07,中壢,63.5,2.84,8.1,73.0,-,92,60.25,31.71,2.82,0.885,1.89,27.73,-,-,65.03,-
4362,桃園市,1993/07,大園,7.2,0.52,13.4,45.0,-,25,9.78,15.14,-,-,-,28.43,-,-,-,-
4363,桃園市,1993/07,龍潭,5.1,0.58,19.7,43.0,-,18,4.04,15.41,-,-,-,28.24,-,-,-,-
4364,桃園市,1993/07,平鎮,6.4,0.67,15.2,65.0,-,31,9.97,20.76,2.27,0.24,2.02,28.36,-,-,-,-
4365,桃園市,1993/07,觀音,6.5,0.37,16.1,56.0,-,15,4.33,9.42,1.64,0.9,0.81,28.77,-,-,-,-
4366,桃園市,1993/06,中壢,62.9,3.11,7.8,66.0,-,98,64.38,32.77,3.06,0.98,2.043,26.09,-,-,69.01,-
4367,桃園市,1993/05,中壢,54.5,2.74,11.1,87.0,-,88,50.52,36.74,2.95,0.862,2.05,23.23,-,-,70.74,-
4368,桃園市,1993/04,中壢,44.5,2.52,15.9,77.0,-,83,46.84,35.94,2.82,0.766,2.033,18.89,-,-,78.75,-
4369,桃園市,1993/03,中壢,41.0,2.34,15.2,70.0,-,74,40.13,33.85,2.69,0.71,1.953,16.69,-,-,77.52,-
4370,桃園市,1993/01,中壢,27.9,1.55,12.9,57.0,-,62,34.13,27.02,2.54,0.63,1.872,15.92,-,-,80.77,-
4371,桃園市,1992/12,中壢,28.5,1.89,16.7,97.0,-,75,41.7,33.25,2.82,0.896,1.875,19.71,-,-,76.29,-
4372,桃園市,1992/11,中壢,27.9,1.71,17.8,70.0,-,67,32.93,33.09,2.66,0.835,1.78,20.81,-,-,74.0,-
4373,桃園市,1992/10,中壢,26.2,1.23,22.2,62.0,-,50,19.55,29.75,2.35,0.581,1.717,23.26,-,-,73.27,-
4374,桃園市,1992/09,中壢,34.0,2.09,16.6,73.0,-,64,34.44,28.92,2.95,1.056,1.844,27.95,-,-,75.83,-
4375,桃園市,1992/08,中壢,42.5,2.43,11.6,85.0,-,72,45.36,26.55,2.97,1.161,1.765,29.68,-,-,72.41,-
4376,桃園市,1992/07,中壢,45.4,2.49,15.2,92.0,-,87,54.14,32.43,2.93,1.234,1.649,29.99,-,-,67.66,-
4377,桃園市,1992/06,中壢,49.9,2.75,-,83.0,-,81,48.62,31.79,3.03,1.25,1.732,27.04,-,-,74.81,-
4378,桃園市,1992/05,中壢,59.0,2.72,18.0,107.0,-,89,48.52,39.73,3.16,1.246,1.861,23.38,-,-,77.01,-
4379,桃園市,1992/04,中壢,50.9,2.77,15.0,116.0,-,87,49.07,37.04,3.37,1.308,2.015,20.74,-,-,80.42,-
4380,桃園市,1992/03,中壢,51.2,2.33,12.4,78.0,-,76,43.8,31.46,2.92,0.941,1.928,17.5,-,-,86.45,-
4381,桃園市,1992/02,中壢,45.6,2.2,16.3,70.0,-,81,46.2,34.54,2.8,0.833,1.925,14.43,-,-,80.49,-
4382,桃園市,1992/01,中壢,45.6,2.02,11.2,76.0,-,78,44.92,32.85,2.84,0.888,1.909,14.99,-,-,71.71,-
4383,桃園市,1991/12,中壢,37.9,2.01,11.3,79.0,-,77,45.53,31.02,2.94,0.975,1.919,17.6,-,-,73.83,-
4384,桃園市,1991/11,中壢,38.8,1.42,16.2,65.0,-,59,29.96,28.19,2.78,0.828,1.909,19.89,-,-,69.82,-
4385,桃園市,1991/10,中壢,38.8,1.74,18.9,72.0,-,59,31.86,26.39,2.69,0.85,1.83,22.01,-,-,72.14,-
4386,桃園市,1991/09,中壢,38.9,1.93,-,76.0,-,61,38.25,22.15,3.01,1.288,1.673,26.39,-,-,79.99,-
4387,桃園市,1991/08,中壢,49.9,2.18,13.5,95.0,-,70,46.56,22.89,3.24,1.432,1.763,28.58,-,-,61.69,-
4388,桃園市,1991/07,中壢,46.1,2.49,18.2,84.0,-,75,51.84,22.82,3.05,1.229,1.781,29.11,-,-,51.33,-
4389,桃園市,1991/06,中壢,46.5,3.0,-,81.0,-,87,58.64,28.3,3.17,1.269,1.861,27.78,-,-,74.62,-
4390,桃園市,1991/05,中壢,50.3,2.58,-,115.0,-,80,50.8,28.9,3.0,1.063,1.89,25.14,-,-,69.69,-
4391,桃園市,1991/04,中壢,43.6,2.38,18.5,117.0,-,81,47.28,32.94,2.92,0.97,1.897,21.47,-,-,70.16,-
4392,桃園市,1991/03,中壢,36.3,2.35,14.5,109.0,-,87,52.65,33.73,3.07,1.154,1.872,19.07,-,-,81.51,-
4393,桃園市,1991/02,中壢,30.5,2.03,19.4,112.0,-,79,46.74,32.19,2.72,0.854,1.818,15.99,-,-,71.72,-
4394,桃園市,1991/01,中壢,24.7,1.77,16.3,75.0,-,83,50.4,32.11,2.71,0.85,1.819,15.39,-,-,76.36,-
4395,桃園市,1990/12,中壢,29.2,1.85,18.5,83.0,-,84,49.52,33.83,2.79,0.9,1.847,17.82,-,-,71.0,-
4396,桃園市,1990/11,中壢,26.5,1.71,20.3,59.0,-,78,40.72,36.4,2.59,0.856,1.844,21.69,-,-,71.49,-
4397,桃園市,1990/10,中壢,26.1,1.55,21.9,49.0,-,68,32.4,35.32,2.32,0.584,1.851,23.28,-,-,66.71,-
4398,桃園市,1990/09,中壢,44.3,2.54,-,93.0,-,92,56.35,35.41,2.92,1.018,1.975,26.38,-,-,75.47,-
4399,桃園市,1990/08,中壢,36.6,2.32,13.0,56.0,-,95,66.67,27.83,2.7,0.99,1.822,28.23,-,-,66.33,-
4400,桃園市,1990/07,中壢,34.1,2.32,18.4,68.0,-,87,58.76,28.16,2.75,1.037,1.769,28.92,-,-,72.75,-
4401,桃園市,1990/06,中壢,30.7,2.55,-,65.0,-,74,48.08,25.93,3.03,1.083,1.918,27.08,-,-,84.11,-
4402,桃園市,1990/05,中壢,43.8,2.27,-,71.0,-,74,45.13,28.19,3.1,0.937,2.126,25.31,-,-,89.91,-
4403,桃園市,1990/04,中壢,29.7,2.72,15.5,88.0,-,91,55.41,34.84,3.13,1.02,2.074,20.83,-,-,90.75,-
4404,桃園市,1990/03,中壢,37.9,2.49,14.0,87.0,-,87,53.06,33.14,3.0,0.974,1.992,17.67,-,-,85.71,-
4405,桃園市,1990/02,中壢,32.9,-,10.0,65.0,-,78,49.2,28.1,2.83,0.816,1.971,16.56,-,-,83.42,-
4406,桃園市,1990/01,中壢,29.1,2.38,11.1,62.0,-,76,47.73,27.95,2.64,0.748,1.89,15.78,-,-,83.23,-
4407,桃園市,1989/12,中壢,29.7,2.44,10.7,58.0,-,78,47.79,30.07,2.87,0.944,1.903,-,-,-,62.87,-
4408,桃園市,1989/11,中壢,32.0,2.18,13.8,65.0,-,67,37.67,29.15,2.72,0.816,1.879,20.92,-,-,62.2,-
4409,桃園市,1989/10,中壢,33.7,2.03,14.5,57.0,-,58,30.18,27.68,2.74,0.797,1.906,24.33,-,-,73.72,-
4410,桃園市,1989/09,中壢,42.5,3.14,-,73.0,-,65,43.27,21.67,2.83,1.018,1.793,28.32,-,-,80.88,-
4411,桃園市,1989/08,中壢,46.2,2.78,14.4,76.0,-,68,44.56,23.5,3.26,1.205,2.071,29.96,-,-,56.8,-
4412,桃園市,1989/07,中壢,41.6,3.03,-,63.0,-,73,49.14,23.51,2.71,1.006,1.773,30.26,-,-,68.12,-
4413,桃園市,1989/06,中壢,23.9,2.9,13.4,76.0,-,81,47.31,32.83,2.68,1.016,1.65,28.36,-,-,71.42,-
4414,桃園市,1989/05,中壢,23.5,2.89,-,117.0,-,73,39.86,32.4,-,-,-,25.09,-,-,79.73,-
4415,桃園市,1989/04,中壢,21.4,2.71,15.3,143.0,-,80,42.68,37.27,3.17,1.165,1.977,22.81,-,-,80.14,-
4416,桃園市,1989/03,中壢,19.3,2.55,15.8,104.0,-,84,47.74,35.72,2.72,0.823,1.903,17.66,-,-,76.37,-
4417,桃園市,1989/02,中壢,25.1,2.05,14.9,78.0,-,66,37.13,28.71,2.4,-,1.919,16.16,-,-,83.09,-
4418,桃園市,1989/01,中壢,21.1,2.06,12.6,67.0,-,68,40.33,27.15,2.61,0.876,1.886,16.92,-,-,83.6,-
4419,桃園市,1988/12,中壢,28.3,2.17,-,70.0,-,75,43.43,30.66,2.38,0.815,1.594,17.58,-,-,71.13,-
4420,桃園市,1988/11,中壢,39.4,2.02,14.2,72.0,-,71,39.6,31.45,2.75,0.862,1.887,20.01,-,-,72.94,-
4421,桃園市,1988/10,中壢,28.5,1.67,15.2,59.0,-,50,26.0,23.13,2.29,0.536,1.794,25.2,-,-,79.99,-
4422,桃園市,1988/08,中壢,32.8,2.86,11.1,84.0,-,68,49.08,18.25,3.09,1.171,1.93,30.4,-,-,74.83,-
4423,桃園市,1988/07,中壢,-,2.56,-,119.0,-,64,44.73,18.49,2.9,1.047,1.83,31.65,-,-,70.13,-
4424,桃園市,1988/06,中壢,19.5,3.06,-,96.0,-,95,69.45,24.98,2.66,0.89,1.735,29.29,-,-,61.66,-
4425,桃園市,1988/05,中壢,33.9,2.72,12.2,82.0,-,77,50.18,26.84,2.85,0.904,1.944,24.62,-,-,90.22,-
4426,桃園市,1988/04,中壢,23.4,2.79,24.1,98.0,-,85,51.18,33.74,-,-,-,19.09,-,-,73.27,-
4427,桃園市,1988/03,中壢,26.9,1.9,16.9,49.0,-,74,43.4,30.18,2.48,0.691,1.765,14.33,-,-,73.41,-
4428,桃園市,1988/02,中壢,30.8,1.74,11.5,35.0,-,57,35.49,20.74,2.51,0.704,1.8,14.31,-,-,82.83,-
4429,桃園市,1988/01,中壢,30.7,2.02,8.1,54.0,-,73,46.61,25.5,2.73,0.838,1.848,15.15,-,-,90.05,-
4430,桃園市,1987/12,中壢,31.3,1.54,15.8,69.0,-,65,39.29,24.84,2.66,0.812,1.82,15.55,-,-,83.11,-
4431,桃園市,1987/11,中壢,31.2,1.67,14.2,65.0,-,66,38.3,27.12,2.53,0.735,1.853,20.76,-,-,92.76,-
4432,桃園市,1987/10,中壢,37.9,1.93,17.2,67.0,-,65,36.84,28.01,2.71,0.869,1.941,24.15,-,-,69.93,-
4433,桃園市,1987/09,中壢,38.8,2.09,16.3,53.0,-,67,39.2,27.53,2.82,0.873,2.031,24.31,-,-,87.51,-
4434,桃園市,1987/08,中壢,33.3,2.84,19.0,83.0,-,74,51.98,21.9,2.8,0.834,1.994,29.1,-,-,80.7,-
4435,桃園市,1987/07,中壢,20.7,2.98,12.9,87.0,-,76,54.09,21.96,2.73,0.85,1.886,28.67,-,-,83.23,-
4436,桃園市,1987/06,中壢,34.1,2.49,18.0,86.0,-,72,42.46,28.8,3.1,1.202,1.871,25.63,-,-,82.36,-
4437,桃園市,1987/05,中壢,19.6,2.64,20.6,76.0,-,80,47.88,31.66,2.8,0.918,1.872,24.03,-,-,79.89,-
4438,桃園市,1987/04,中壢,19.5,2.53,28.6,83.0,-,86,51.33,33.97,2.95,1.115,1.813,20.04,-,-,79.32,-
4439,桃園市,1987/03,中壢,37.8,2.51,20.2,81.0,-,91,58.46,31.58,2.97,1.144,1.78,17.64,-,-,77.94,-
4440,桃園市,1987/02,中壢,27.3,1.92,15.5,61.0,-,80,50.48,28.98,2.63,0.855,1.751,14.86,-,-,78.15,-
4441,桃園市,1987/01,中壢,-,2.15,17.0,68.0,-,78,51.18,26.57,2.61,0.787,1.841,14.61,-,-,75.69,-
4442,桃園市,1986/12,中壢,58.9,1.73,13.1,131.0,-,77,50.16,26.37,2.61,0.759,1.849,16.13,-,-,79.97,-
4443,桃園市,1986/11,中壢,34.8,1.72,16.3,48.0,-,61,34.65,25.89,2.32,0.669,1.703,18.92,-,-,83.15,-
4444,桃園市,1986/10,中壢,31.8,1.54,21.4,-,-,48,25.1,22.72,2.24,0.497,1.736,22.69,-,-,67.7,-
4445,桃園市,1986/09,中壢,37.9,1.91,18.4,86.0,-,50,28.49,21.34,2.45,-,1.822,25.87,-,-,82.35,-
4446,桃園市,1986/08,中壢,35.4,1.8,14.1,74.0,-,47,29.0,17.4,-,-,-,28.6,-,-,77.03,-
4447,桃園市,1986/07,中壢,46.4,2.33,13.1,80.0,-,59,40.58,17.71,2.35,0.683,1.629,28.5,-,-,77.43,-
4448,桃園市,1986/06,中壢,43.0,2.07,13.3,76.0,-,68,44.92,22.89,2.61,0.745,1.862,26.87,-,-,78.96,-
4449,桃園市,1986/05,中壢,30.0,1.3,28.3,76.0,-,58,32.29,25.12,2.5,0.741,1.727,24.25,-,-,72.72,-
4450,桃園市,1986/04,中壢,26.1,1.82,19.7,81.0,-,63,41.21,21.09,2.82,0.964,1.84,21.61,-,-,64.71,-
4451,桃園市,1986/03,中壢,42.0,1.26,16.0,73.0,-,53,30.36,22.26,2.53,0.696,1.924,16.11,-,-,63.98,-
4452,桃園市,1985/11,中壢,31.8,1.5,14.6,49.0,-,45,26.84,17.48,2.6,0.668,1.928,20.08,-,-,64.82,-
4453,桃園市,1985/10,中壢,42.4,1.38,17.0,47.0,-,30,16.61,12.58,-,-,-,24.35,-,-,64.47,-
4454,桃園市,1985/09,中壢,35.8,1.87,31.6,67.0,-,50,36.25,13.11,-,-,1.9,26.91,-,-,67.06,-
4455,桃園市,1985/08,中壢,23.0,2.35,-,54.0,-,55,39.09,16.0,2.36,-,2.072,28.31,-,-,57.95,-
4456,桃園市,1985/07,中壢,30.8,2.64,-,60.0,-,82,59.06,22.75,-,-,-,28.01,-,-,71.16,-
4457,桃園市,1985/05,中壢,54.2,2.04,15.9,107.0,-,72,43.94,27.72,2.91,0.654,2.24,25.55,-,-,50.08,-
4458,桃園市,1985/03,中壢,52.8,1.63,22.5,-,-,71,40.86,29.85,-,-,-,14.65,-,-,57.01,-
4459,桃園市,1985/02,中壢,74.7,2.11,16.0,67.0,-,88,56.76,30.36,2.55,0.566,1.998,14.76,-,-,67.75,-
4460,桃園市,1985/01,中壢,70.9,1.71,11.4,62.0,-,61,38.76,22.34,2.67,0.62,2.053,14.38,-,-,59.34,-
4461,桃園市,1984/12,中壢,83.7,1.6,10.8,67.0,-,53,32.17,20.42,2.6,0.474,2.116,15.97,-,-,53.98,-
4462,桃園市,1984/11,中壢,91.7,1.53,12.3,134.0,-,51,28.65,21.66,2.59,0.483,2.077,20.47,-,-,57.05,-
4463,桃園市,1984/10,中壢,88.5,1.46,14.6,123.0,-,47,25.1,21.85,2.34,0.431,1.881,23.55,-,-,50.57,-
4464,桃園市,1984/09,中壢,173.5,2.14,-,207.0,-,53,35.56,17.39,2.57,0.576,1.961,27.11,-,-,45.46,-
4465,桃園市,1984/08,中壢,140.6,1.93,7.7,142.0,-,54,38.98,14.74,2.45,0.56,1.875,27.72,-,-,39.21,-
4466,桃園市,1984/07,中壢,116.9,2.56,8.6,175.0,-,63,45.45,17.55,2.59,0.778,1.772,29.06,-,-,41.21,-
4467,桃園市,1984/06,中壢,-,2.29,-,110.0,-,57,39.45,17.53,2.35,-,1.802,26.71,-,-,-,-
4468,新竹縣,1998/11,竹東,1.6,0.47,28.1,48.0,-,20,3.8,15.79,-,-,-,22.77,-,-,-,-
4469,新竹縣,1998/11,湖口,2.9,0.51,25.1,59.0,-,22,4.88,17.18,-,-,-,22.25,-,-,-,-
4470,新竹縣,1998/10,竹東,1.2,0.45,27.7,39.0,-,18,3.31,14.23,-,-,-,25.07,-,-,-,-
4471,新竹縣,1998/10,湖口,2.3,0.49,18.5,47.0,-,18,3.69,14.67,-,-,-,24.61,-,-,-,-
4472,新竹縣,1998/09,竹東,1.4,0.49,26.0,43.0,-,18,3.56,14.56,-,-,-,26.84,-,-,-,-
4473,新竹縣,1998/09,湖口,3.8,0.56,18.7,48.0,-,23,5.57,17.02,-,-,-,26.98,-,-,-,-
4474,新竹縣,1998/08,竹東,2.2,0.43,18.6,37.0,-,18,4.48,13.64,-,-,-,29.29,-,-,-,-
4475,新竹縣,1998/08,湖口,4.3,0.46,13.6,55.0,-,23,9.2,13.75,-,-,-,29.97,-,-,-,-
4476,新竹縣,1998/07,竹東,2.1,0.41,18.2,36.0,-,17,4.2,12.7,-,-,-,29.36,-,-,-,-
4477,新竹縣,1998/07,湖口,4.8,0.4,19.2,55.0,-,19,5.81,12.9,-,-,-,29.64,-,-,-,-
4478,新竹縣,1998/06,竹東,1.4,0.46,15.9,33.0,-,19,4.9,13.79,-,-,-,27.78,-,-,-,-
4479,新竹縣,1998/06,湖口,4.7,0.5,21.8,45.0,-,22,6.85,15.21,-,-,-,28.0,-,-,-,-
4480,新竹縣,1998/05,竹東,2.2,0.51,20.2,42.0,-,22,4.32,18.23,-,-,-,26.06,-,-,-,-
4481,新竹縣,1998/05,湖口,3.9,0.58,28.8,59.0,-,28,8.04,19.74,-,-,-,26.63,-,-,-,-
4482,新竹縣,1998/04,竹東,3.0,0.58,22.1,71.0,-,26,4.88,21.59,-,-,-,23.68,-,-,-,-
4483,新竹縣,1998/04,湖口,4.9,0.57,22.5,77.0,-,33,10.63,22.57,-,-,-,24.29,-,-,-,-
4484,新竹縣,1998/03,竹東,2.8,0.73,18.8,70.0,-,35,9.32,25.98,-,-,-,18.4,-,-,-,-
4485,新竹縣,1998/03,湖口,3.4,0.57,27.4,58.0,-,29,8.31,20.84,-,-,-,17.98,-,-,-,-
4486,新竹縣,1998/02,竹東,2.4,0.64,18.5,48.0,-,32,9.28,23.14,-,-,-,15.64,-,-,-,-
4487,新竹縣,1998/02,湖口,3.7,0.56,28.8,46.0,-,24,5.79,18.26,-,-,-,15.7,-,-,-,-
4488,新竹縣,1998/01,竹東,2.5,0.64,17.0,53.0,-,33,10.44,22.08,-,-,-,15.12,-,-,-,-
4489,新竹縣,1998/01,湖口,3.7,0.56,27.0,54.0,-,24,6.4,17.31,-,-,-,15.44,-,-,-,-
4490,新竹縣,1997/12,竹東,2.5,0.61,19.0,50.0,-,28,6.37,21.28,-,-,-,17.59,-,-,-,-
4491,新竹縣,1997/12,湖口,4.7,0.59,25.9,52.0,-,27,8.08,18.88,-,-,-,17.95,-,-,-,-
4492,新竹縣,1997/11,竹東,2.7,0.6,26.3,59.0,-,29,5.04,23.75,-,-,-,21.11,-,-,-,-
4493,新竹縣,1997/11,湖口,6.3,0.65,30.0,72.0,-,34,10.33,23.52,-,-,-,21.9,-,-,-,-
4494,新竹縣,1997/10,竹東,2.3,0.58,25.7,47.0,-,23,4.06,19.38,-,-,-,24.02,-,-,-,-
4495,新竹縣,1997/10,湖口,5.4,0.63,31.4,46.0,-,24,5.17,19.41,-,-,-,24.11,-,-,-,-
4496,新竹縣,1997/09,竹東,1.8,0.53,22.1,41.0,-,21,4.56,16.2,-,-,-,25.43,-,-,-,-
4497,新竹縣,1997/09,湖口,5.5,0.6,24.5,41.0,-,27,7.04,20.19,-,-,-,26.02,-,-,-,-
4498,新竹縣,1997/08,竹東,1.3,0.55,15.5,39.0,-,17,4.94,12.42,-,-,-,27.85,-,-,-,-
4499,新竹縣,1997/08,湖口,5.0,0.55,16.6,40.0,-,21,7.37,14.11,-,-,-,28.88,-,-,-,-
4500,新竹縣,1997/07,竹東,2.0,0.5,18.2,40.0,-,23,6.8,16.24,-,-,-,27.96,-,-,-,-
4501,新竹縣,1997/07,湖口,5.3,0.5,19.5,42.0,-,26,10.25,15.5,-,-,-,29.07,-,-,-,-
4502,新竹縣,1997/06,竹東,1.4,0.62,17.5,33.0,-,24,5.71,18.77,-,-,-,25.59,-,-,-,-
4503,新竹縣,1997/06,湖口,4.2,0.57,22.4,40.0,-,24,6.34,18.03,-,-,-,26.23,-,-,-,-
4504,新竹縣,1997/05,竹東,3.0,0.58,22.3,50.0,-,26,4.79,21.06,-,-,-,25.08,-,-,-,-
4505,新竹縣,1997/05,湖口,5.2,0.56,27.1,53.0,-,28,8.97,18.84,-,-,-,25.34,-,-,-,-
4506,新竹縣,1997/04,竹東,2.0,0.68,25.0,76.0,-,29,4.94,23.74,-,-,-,21.85,-,-,-,-
4507,新竹縣,1997/04,湖口,4.3,0.6,34.3,72.0,-,23,4.64,18.36,-,-,-,21.97,-,-,-,-
4508,新竹縣,1997/03,竹東,2.4,0.63,22.6,65.0,-,32,7.12,24.59,-,-,-,18.89,-,-,-,-
4509,新竹縣,1997/03,湖口,3.5,0.55,30.8,66.0,-,24,6.13,18.3,-,-,-,18.94,-,-,-,-
4510,新竹縣,1997/02,竹東,1.9,0.6,23.3,53.0,-,30,7.85,22.05,-,-,-,15.03,-,-,-,-
4511,新竹縣,1997/02,湖口,3.0,0.48,30.0,53.0,-,22,6.07,16.04,-,-,-,14.97,-,-,-,-
4512,新竹縣,1997/01,竹東,2.3,0.63,18.8,63.0,-,32,8.25,23.39,-,-,-,14.84,-,-,-,-
4513,新竹縣,1997/01,湖口,3.2,0.53,27.2,50.0,-,26,8.39,18.28,-,-,-,15.18,-,-,-,-
4514,新竹縣,1996/12,竹東,2.5,0.56,21.2,71.0,-,31,8.23,22.56,-,-,-,16.86,-,-,-,-
4515,新竹縣,1996/12,湖口,3.5,0.53,25.7,55.0,-,25,7.68,17.35,-,-,-,17.3,-,-,-,-
4516,新竹縣,1996/11,竹東,1.5,0.47,24.6,48.0,-,19,4.56,14.76,-,-,-,21.81,-,-,-,-
4517,新竹縣,1996/11,湖口,2.9,0.49,25.5,41.0,-,19,4.9,13.89,-,-,-,21.71,-,-,-,-
4518,新竹縣,1996/10,竹東,1.4,0.49,27.3,48.0,-,22,4.62,17.01,-,-,-,24.7,-,-,-,-
4519,新竹縣,1996/10,湖口,3.6,0.55,27.1,42.0,-,22,5.42,16.72,-,-,-,24.63,-,-,-,-
4520,新竹縣,1996/09,竹東,2.0,0.5,28.5,48.0,-,20,3.44,16.93,-,-,-,27.38,-,-,-,-
4521,新竹縣,1996/09,湖口,4.3,0.53,25.7,46.0,-,22,5.63,16.41,-,-,-,27.89,-,-,-,-
4522,新竹縣,1996/08,竹東,2.1,0.53,21.9,44.0,-,21,4.99,16.4,-,-,-,27.86,-,-,-,-
4523,新竹縣,1996/08,湖口,5.0,0.55,20.1,41.0,-,27,9.55,16.96,-,-,-,29.05,-,-,-,-
4524,新竹縣,1996/07,竹東,2.0,0.46,21.7,40.0,-,18,3.48,14.11,-,-,-,28.6,-,-,-,-
4525,新竹縣,1996/07,湖口,3.7,0.46,15.9,32.0,-,22,9.08,12.7,-,-,-,29.61,-,-,-,-
4526,新竹縣,1996/06,竹東,2.0,0.46,18.4,44.0,-,19,4.57,14.64,-,-,-,28.0,-,-,-,-
4527,新竹縣,1996/06,湖口,4.9,0.41,15.7,32.0,-,23,8.86,13.94,-,-,-,29.08,-,-,-,-
4528,新竹縣,1996/05,竹東,2.0,0.62,27.1,56.0,-,28,5.98,21.8,-,-,-,22.95,-,-,-,-
4529,新竹縣,1996/05,湖口,5.1,0.64,32.0,57.0,-,28,6.66,21.21,-,-,-,23.48,-,-,-,-
4530,新竹縣,1996/04,竹東,2.7,0.57,34.1,60.0,-,26,4.77,21.1,-,-,-,18.22,-,-,-,-
4531,新竹縣,1996/04,湖口,3.9,0.49,41.9,48.0,-,22,4.37,17.14,-,-,-,18.45,-,-,-,-
4532,新竹縣,1996/03,竹東,2.9,0.68,21.9,69.0,-,34,8.51,25.78,-,-,-,17.55,-,-,-,-
4533,新竹縣,1996/03,湖口,3.3,0.53,32.4,52.0,-,24,6.05,17.89,-,-,-,17.33,-,-,-,-
4534,新竹縣,1996/02,竹東,2.7,0.47,28.3,50.0,-,24,4.57,19.05,-,-,-,14.25,-,-,-,-
4535,新竹縣,1996/02,湖口,3.4,0.41,33.8,44.0,-,17,3.94,13.67,-,-,-,14.2,-,-,-,-
4536,新竹縣,1996/01,竹東,3.6,0.56,20.9,55.0,-,30,8.02,21.74,-,-,-,15.13,-,-,-,-
4537,新竹縣,1996/01,湖口,5.8,0.51,29.4,62.0,-,28,8.91,18.65,-,-,-,15.36,-,-,-,-
4538,新竹縣,1995/12,竹東,3.7,0.45,25.2,51.0,-,19,4.08,14.47,-,-,-,15.73,-,-,-,-
4539,新竹縣,1995/12,湖口,3.8,0.49,33.8,45.0,-,19,4.39,14.49,-,-,-,16.17,-,-,-,-
4540,新竹縣,1995/11,竹東,2.7,0.47,25.2,67.0,-,24,6.04,17.9,-,-,-,19.19,-,-,-,-
