序號,縣市,監測月份,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppmC)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","大氣溫度<br />AMB_TEMP<br />(℃)","降雨量<br />RAINFALL<br />(mm)","酸雨pH值<br />pH_RAIN","相對濕度<br />RH<br />(percent)","紫外線指數<br />UVB<br />(UVI)"
1336,新北市,1990/10,三重,20.1,3.35,17.5,112.0,-,138,94.75,42.29,-,-,-,25.43,-,-,-,-
1337,新北市,1990/10,永和,16.7,1.95,16.9,58.0,-,57,28.88,27.84,2.97,0.748,2.18,24.11,-,-,72.65,-
1338,新北市,1990/10,汐止,22.7,1.34,-,37.0,-,107,49.32,56.9,-,-,-,25.49,-,-,75.98,-
1339,新北市,1990/09,板橋,13.7,2.71,13.6,107.0,-,105,59.41,45.91,-,-,-,27.7,-,-,-,-
1340,新北市,1990/09,三重,17.5,5.11,6.8,148.0,-,203,142.69,59.44,-,-,-,30.26,-,-,-,-
1341,新北市,1990/09,永和,25.9,2.52,12.7,87.0,-,73,41.75,30.41,3.34,1.035,2.26,27.42,-,-,70.85,-
1342,新北市,1990/09,汐止,24.6,1.16,-,45.0,-,83,47.19,34.73,-,-,-,28.75,-,-,76.02,-
1343,新北市,1990/08,板橋,13.0,2.88,12.6,99.0,-,81,49.31,32.25,-,-,-,29.66,-,-,-,-
1344,新北市,1990/08,三重,24.3,9.53,6.7,158.0,-,146,114.47,32.04,-,-,-,31.88,-,-,-,-
1345,新北市,1990/08,永和,27.5,2.83,13.8,98.0,-,77,48.88,27.84,3.37,1.233,2.091,29.55,-,-,77.15,-
1346,新北市,1990/07,板橋,21.4,-,-,117.0,-,127,75.99,51.01,-,-,-,29.95,-,-,-,-
1347,新北市,1990/07,三重,19.4,7.79,-,157.0,-,151,112.5,38.89,-,-,-,31.68,-,-,-,-
1348,新北市,1990/07,永和,14.4,2.9,13.6,102.0,-,75,46.99,27.65,3.37,1.21,2.117,29.97,-,-,71.48,-
1349,新北市,1990/06,板橋,26.3,-,-,126.0,-,106,54.45,51.6,-,-,-,27.96,-,-,-,-
1350,新北市,1990/06,三重,21.8,6.32,-,147.0,-,222,162.46,61.43,-,-,-,30.2,-,-,-,-
1351,新北市,1990/06,永和,17.0,3.12,12.5,92.0,-,91,54.2,36.41,3.74,1.292,2.411,27.92,-,-,80.4,-
1352,新北市,1990/05,板橋,24.4,-,15.3,104.0,-,104,49.29,55.17,-,-,-,25.46,-,-,-,-
1353,新北市,1990/05,三重,22.7,4.64,10.5,156.0,-,176,130.48,49.36,-,-,-,26.92,-,-,-,-
1354,新北市,1990/05,永和,21.7,3.08,14.9,82.0,-,87,50.24,36.01,3.35,1.221,2.088,25.23,-,-,81.76,-
1355,新北市,1990/04,板橋,37.5,-,14.2,120.0,-,130,72.17,57.81,-,-,-,21.32,-,-,-,-
1356,新北市,1990/04,三重,19.6,5.7,12.1,189.0,-,215,172.26,43.72,-,-,-,23.39,-,-,-,-
1357,新北市,1990/04,永和,24.7,3.34,13.9,98.0,-,95,58.88,35.98,3.73,1.4,2.293,20.91,-,-,85.54,-
1358,新北市,1990/03,板橋,27.9,-,12.1,113.0,-,101,60.58,40.86,-,-,-,20.09,-,-,-,-
1359,新北市,1990/03,三重,19.4,9.83,-,196.0,-,194,139.51,55.75,-,-,-,20.24,-,-,-,-
1360,新北市,1990/03,永和,35.0,2.92,14.5,116.0,-,97,62.72,33.68,3.37,1.165,2.171,18.57,-,-,82.44,-
1361,新北市,1990/02,板橋,23.3,-,-,98.0,-,143,87.7,55.46,-,-,-,19.46,-,-,-,-
1362,新北市,1990/02,三重,18.9,6.78,13.3,185.0,-,195,126.62,72.0,-,-,-,20.95,-,-,-,-
1363,新北市,1990/02,永和,36.7,2.94,9.9,94.0,-,97,67.27,29.6,3.44,1.3,2.099,18.2,-,-,88.66,-
1364,新北市,1990/01,板橋,15.4,-,-,87.0,-,-,-,-,-,-,-,18.05,-,-,-,-
1365,新北市,1990/01,三重,13.3,7.51,18.2,157.0,-,106,65.98,48.06,-,-,-,19.62,-,-,-,-
1366,新北市,1990/01,永和,24.0,2.68,12.2,83.0,-,83,56.34,25.77,3.4,1.226,2.128,16.87,-,-,88.94,-
1367,新北市,1989/12,板橋,24.8,-,8.1,86.0,-,-,-,-,-,-,-,19.06,-,-,-,-
1368,新北市,1989/12,三重,16.0,6.33,8.4,155.0,-,95,65.83,29.3,-,-,-,20.03,-,-,-,-
1369,新北市,1989/12,永和,25.2,2.53,10.4,68.0,-,84,52.75,30.94,3.5,1.3,2.2,17.48,-,-,79.77,-
1370,新北市,1989/11,板橋,17.4,2.91,9.8,75.0,-,102,52.33,50.5,-,-,-,22.9,-,-,-,-
1371,新北市,1989/11,三重,16.0,5.74,8.9,146.0,-,79,81.09,26.95,-,-,-,23.22,-,-,-,-
1372,新北市,1989/11,永和,33.2,2.12,12.4,48.0,-,63,39.53,24.89,2.69,-,1.983,20.69,-,-,77.37,-
1373,新北市,1989/10,板橋,23.2,3.31,17.7,65.0,-,98,53.06,45.47,-,-,-,24.58,-,-,50.75,-
1374,新北市,1989/10,三重,15.9,4.68,18.4,113.0,-,115,69.39,47.11,-,-,-,24.1,-,-,49.85,-
1375,新北市,1989/10,永和,24.7,1.58,12.8,65.0,-,37,18.8,18.14,2.45,0.532,1.879,23.61,-,-,79.34,-
1376,新北市,1989/09,板橋,22.5,3.55,9.8,89.0,-,99,57.68,42.65,-,-,-,27.95,-,-,57.56,-
1377,新北市,1989/09,三重,16.4,8.31,6.1,146.0,-,163,116.3,45.37,-,-,-,29.03,-,-,51.05,-
1378,新北市,1989/09,永和,30.0,2.69,9.1,60.0,-,85,64.19,20.26,2.93,0.82,2.074,27.74,-,-,82.6,-
1379,新北市,1989/08,板橋,-,2.7,10.0,99.0,-,91,51.27,39.37,-,-,-,29.49,-,-,55.13,-
1380,新北市,1989/08,三重,23.1,9.75,4.4,181.0,-,214,162.73,49.57,-,-,-,29.44,-,-,51.49,-
1381,新北市,1989/08,永和,32.4,2.9,14.8,108.0,-,80,55.35,24.38,2.66,0.672,1.945,29.53,-,-,73.18,-
1382,新北市,1989/07,板橋,37.2,2.72,17.1,86.0,-,85,50.08,35.35,-,-,-,29.43,-,-,55.39,-
1383,新北市,1989/07,三重,15.1,9.06,3.2,206.0,-,202,155.23,46.24,-,-,-,28.66,-,-,57.78,-
1384,新北市,1989/07,永和,46.1,3.64,7.2,113.0,-,118,87.95,29.39,2.69,0.849,1.802,29.6,-,-,72.39,-
1385,新北市,1989/06,板橋,36.7,2.49,15.2,111.0,-,91,49.65,41.86,-,-,-,28.27,-,-,54.7,-
1386,新北市,1989/06,三重,23.8,8.18,-,-,-,217,178.94,44.45,-,-,-,27.95,-,-,53.3,-
1387,新北市,1989/06,永和,39.4,3.03,15.7,-,-,88,53.2,34.88,-,-,-,28.27,-,-,68.34,-
1388,新北市,1989/05,板橋,41.4,3.3,9.5,106.0,-,105,57.36,47.7,-,-,-,24.63,-,-,60.86,-
1389,新北市,1989/05,三重,17.4,6.65,7.2,107.0,-,195,152.58,43.13,-,-,-,24.62,-,-,55.72,-
1390,新北市,1989/05,永和,31.3,2.86,17.8,103.0,-,84,44.59,39.45,-,-,-,24.8,-,-,69.64,-
1391,新北市,1989/04,板橋,44.4,3.05,11.8,110.0,-,97,48.83,47.74,-,-,-,22.33,-,-,64.6,-
1392,新北市,1989/04,三重,29.6,9.32,-,113.0,-,197,166.21,35.23,-,-,-,23.58,-,-,-,-
1393,新北市,1989/04,永和,36.4,3.17,18.3,134.0,-,96,53.66,41.65,2.75,0.81,1.91,21.88,-,-,70.26,-
1394,新北市,1989/03,板橋,40.9,2.61,13.9,116.0,-,94,53.4,40.02,-,-,-,18.06,-,-,47.44,-
1395,新北市,1989/03,三重,20.4,6.56,9.2,174.0,-,215,183.4,39.77,-,-,-,20.45,-,-,38.69,-
1396,新北市,1989/03,永和,40.8,2.8,-,128.0,-,98,60.94,35.14,2.51,0.542,1.945,18.08,-,-,69.39,-
1397,新北市,1989/02,板橋,26.8,1.93,10.1,87.0,-,-,51.93,-,-,-,-,17.37,-,-,61.68,-
1398,新北市,1989/02,三重,13.8,4.92,-,121.0,-,198,125.29,78.85,-,-,-,17.4,-,-,52.93,-
1399,新北市,1989/02,永和,25.6,2.23,14.8,104.0,-,71,45.66,24.29,2.7,0.74,1.914,16.5,-,-,76.57,-
1400,新北市,1989/01,板橋,28.1,2.88,7.9,131.0,-,96,63.27,34.48,-,-,-,18.06,-,-,60.77,-
1401,新北市,1989/01,三重,29.6,6.81,7.5,110.0,-,159,112.07,46.82,-,-,-,19.81,-,-,49.39,-
1402,新北市,1989/01,永和,31.6,2.72,12.5,93.0,-,97,65.34,31.62,3.05,1.095,1.918,16.96,-,-,82.05,-
1403,新北市,1988/12,板橋,30.4,2.88,9.5,120.0,-,100,68.98,32.74,-,-,-,18.15,-,-,54.87,-
1404,新北市,1988/12,三重,65.0,4.43,13.9,100.0,-,156,92.72,76.21,-,-,-,18.37,-,-,51.06,-
1405,新北市,1988/12,永和,32.1,2.23,12.4,95.0,-,75,44.56,30.32,2.91,0.8,2.07,17.22,-,-,72.22,-
1406,新北市,1988/11,板橋,17.3,2.55,6.7,69.0,-,89,65.97,26.15,-,-,-,19.39,-,-,65.45,-
1407,新北市,1988/11,永和,32.3,2.09,13.5,81.0,-,62,37.42,24.08,2.61,0.793,1.867,19.57,-,-,73.03,-
1408,新北市,1988/10,板橋,12.1,2.84,4.7,71.0,-,80,54.63,25.98,-,-,-,24.67,-,-,-,-
1409,新北市,1988/10,三重,-,-,-,-,-,-,-,-,-,-,-,24.73,-,-,51.0,-
1410,新北市,1988/10,永和,26.3,1.72,13.2,72.0,-,49,27.95,20.27,-,-,-,24.29,-,-,81.57,-
1411,新北市,1988/08,板橋,14.9,2.58,-,130.0,-,51,26.82,26.32,-,-,-,28.04,-,-,63.82,-
1412,新北市,1988/08,三重,34.3,-,-,-,-,238,215.93,-,-,-,-,28.39,-,-,51.27,-
1413,新北市,1988/08,永和,40.5,2.9,-,140.0,-,91,64.26,26.04,2.55,0.734,1.787,29.58,-,-,73.58,-
1414,新北市,1988/07,板橋,18.7,4.36,12.2,154.0,-,55,28.67,26.92,-,-,-,29.79,-,-,64.15,-
1415,新北市,1988/07,三重,40.8,5.29,4.5,-,-,219,186.32,31.62,-,-,-,29.12,-,-,58.43,-
1416,新北市,1988/07,永和,31.7,2.75,11.6,124.0,-,86,60.53,24.64,2.72,0.688,1.996,30.92,-,-,69.76,-
1417,新北市,1988/06,板橋,22.9,3.48,12.2,141.0,-,57,28.99,27.69,-,-,-,28.39,-,-,68.64,-
1418,新北市,1988/06,三重,-,-,-,116.0,-,-,-,-,-,-,-,-,-,-,-,-
1419,新北市,1988/06,永和,37.3,2.96,13.0,141.0,-,91,60.03,31.18,2.78,0.709,2.026,29.33,-,-,68.46,-
1420,新北市,1988/05,板橋,19.2,2.85,-,121.0,-,67,39.04,28.13,-,-,-,25.55,-,-,73.34,-
1421,新北市,1988/05,三重,49.6,6.79,-,134.0,-,256,205.4,50.99,-,-,-,24.79,-,-,-,-
1422,新北市,1988/05,永和,45.5,2.88,11.1,114.0,-,88,58.88,29.08,2.7,0.629,2.032,26.13,-,-,78.33,-
1423,新北市,1988/04,板橋,16.1,3.49,-,62.0,-,72,42.07,30.84,-,-,-,19.7,-,-,67.3,-
1424,新北市,1988/04,三重,-,5.14,-,112.0,-,190,153.68,34.8,-,-,-,20.74,-,-,-,-
1425,新北市,1988/04,永和,23.9,2.81,17.2,100.0,-,91,58.4,32.26,2.67,0.597,2.038,20.31,-,-,78.16,-
1426,新北市,1988/03,板橋,12.1,4.34,-,117.0,-,85,53.36,32.72,-,-,-,15.91,-,-,-,-
1427,新北市,1988/03,三重,65.8,5.4,8.4,102.0,-,207,192.81,33.78,-,-,-,15.56,-,-,76.01,-
1428,新北市,1988/03,永和,42.2,2.4,13.9,86.0,-,68,47.46,20.34,2.45,0.536,1.902,16.54,-,-,91.27,-
1429,新北市,1988/02,板橋,13.6,2.75,6.7,93.0,-,71,42.48,28.15,-,-,-,15.81,-,-,67.55,-
1430,新北市,1988/02,三重,48.1,4.5,17.8,95.0,-,190,157.23,36.85,-,-,-,15.19,-,-,73.79,-
1431,新北市,1988/02,永和,32.5,-,-,-,-,-,-,-,2.86,0.567,2.288,-,-,-,-,-
1432,新北市,1988/01,板橋,10.7,2.97,4.7,161.0,-,70,48.85,22.11,-,-,-,16.62,-,-,63.02,-
1433,新北市,1988/01,三重,44.8,5.0,13.2,76.0,-,156,145.33,19.24,-,-,-,16.08,-,-,71.61,-
1434,新北市,1988/01,永和,35.4,2.36,13.4,76.0,-,95,71.07,25.25,3.83,1.212,-,16.62,-,-,89.04,-
1435,新北市,1987/12,板橋,16.7,2.76,-,-,-,86,52.14,33.63,-,-,-,17.26,-,-,56.59,-
1436,新北市,1987/12,三重,-,-,-,64.0,-,-,-,-,-,-,-,-,-,-,-,-
1437,新北市,1987/12,永和,35.1,2.48,11.0,40.0,-,92,61.16,30.74,2.89,0.73,1.938,16.66,-,-,81.08,-
1438,新北市,1987/11,板橋,10.6,3.6,9.0,-,-,90,59.99,33.76,-,-,-,22.16,-,-,60.99,-
1439,新北市,1987/11,三重,-,3.16,10.7,54.0,-,157,119.88,36.29,-,-,-,21.63,-,-,50.83,-
1440,新北市,1987/11,永和,20.2,1.88,11.8,64.0,-,66,41.8,23.79,2.48,0.623,1.834,21.71,-,-,86.35,-
1441,新北市,1987/10,板橋,16.6,4.37,-,77.0,-,63,48.07,14.69,-,-,-,25.02,-,-,65.51,-
1442,新北市,1987/10,三重,57.9,5.31,7.0,90.0,-,181,129.36,51.61,-,-,-,22.62,-,-,74.02,-
1443,新北市,1987/10,永和,26.2,1.93,11.2,74.0,-,67,40.92,25.24,2.95,0.953,1.954,25.78,-,-,78.92,-
1444,新北市,1987/09,板橋,19.5,3.71,-,76.0,-,62,39.42,22.03,-,-,-,24.71,-,-,67.68,-
1445,新北市,1987/09,三重,-,5.58,3.4,68.0,-,176,136.87,39.24,-,-,-,24.41,-,-,72.57,-
1446,新北市,1987/09,永和,55.8,2.26,11.9,78.0,-,77,52.6,23.99,3.04,1.08,1.979,26.01,-,-,81.81,-
1447,新北市,1987/08,板橋,17.8,2.51,-,217.0,-,38,21.36,16.44,-,-,-,29.39,-,-,39.47,-
1448,新北市,1987/08,三重,39.0,7.82,5.7,-,-,-,-,-,-,-,-,29.7,-,-,-,-
1449,新北市,1987/08,永和,59.8,2.76,-,109.0,-,90,62.28,26.84,2.51,-,1.776,30.56,-,-,71.93,-
1450,新北市,1987/07,板橋,14.0,2.66,-,208.0,-,60,32.16,27.46,-,-,-,28.51,-,-,42.28,-
1451,新北市,1987/07,三重,25.5,9.41,-,125.0,-,75,57.08,19.24,-,-,-,28.6,-,-,43.57,-
1452,新北市,1987/07,永和,23.5,2.88,-,90.0,-,87,62.25,24.19,2.99,0.999,1.949,29.18,-,-,76.63,-
1453,新北市,1987/06,板橋,-,-,-,153.0,-,-,-,-,-,-,-,-,-,-,-,-
1454,新北市,1987/06,三重,-,6.48,-,142.0,-,-,-,-,-,-,-,-,-,-,-,-
1455,新北市,1987/06,永和,21.6,2.75,16.6,83.0,-,88,56.95,31.33,3.22,1.056,2.143,27.21,-,-,75.52,-
1456,新北市,1987/05,板橋,19.9,4.06,-,96.0,-,66,35.32,31.87,-,-,-,24.04,-,-,-,-
1457,新北市,1987/05,三重,48.1,4.48,-,141.0,-,94,80.92,14.73,-,-,-,-,-,-,-,-
1458,新北市,1987/05,永和,17.7,3.14,17.5,106.0,-,104,67.46,35.73,-,-,-,24.73,-,-,82.15,-
1459,新北市,1987/04,板橋,23.7,3.64,-,125.0,-,108,65.35,42.38,-,-,-,21.61,-,-,-,-
1460,新北市,1987/04,三重,-,4.59,-,118.0,-,104,90.99,15.63,-,-,-,21.63,-,-,-,-
1461,新北市,1987/04,永和,16.5,2.51,18.7,91.0,-,87,52.83,34.22,3.02,1.102,1.915,20.2,-,-,73.12,-
1462,新北市,1987/03,板橋,28.7,3.09,7.9,131.0,-,98,59.12,38.2,-,-,-,19.76,-,-,-,-
1463,新北市,1987/03,三重,38.5,3.82,26.4,150.0,-,124,107.46,16.61,-,-,-,19.05,-,-,-,-
1464,新北市,1987/03,永和,31.2,3.14,14.9,90.0,-,108,71.91,35.97,3.26,1.34,1.919,17.33,-,-,79.1,-
1465,新北市,1987/02,板橋,24.9,3.05,-,89.0,-,85,57.42,28.3,-,-,-,16.99,-,-,-,-
1466,新北市,1987/02,三重,-,4.09,-,88.0,-,114,100.13,13.28,-,-,-,16.73,-,-,-,-
1467,新北市,1987/02,永和,28.6,2.44,14.5,92.0,-,80,52.89,26.69,-,-,-,15.16,-,-,70.41,-
1468,新北市,1987/01,板橋,26.9,3.23,-,95.0,-,76,66.03,-,-,-,-,16.39,-,-,-,-
1469,新北市,1987/01,三重,-,4.63,35.3,78.0,-,117,102.87,13.37,-,-,-,15.59,-,-,-,-
1470,新北市,1987/01,永和,29.4,2.23,14.3,80.0,-,81,54.54,26.4,2.57,-,1.706,14.9,-,-,67.61,-
1471,新北市,1986/12,板橋,23.9,3.45,-,94.0,-,-,-,-,-,-,-,17.88,-,-,-,-
1472,新北市,1986/12,三重,33.7,5.81,33.6,71.0,-,104,87.15,19.02,-,-,-,17.95,-,-,-,-
1473,新北市,1986/12,永和,23.4,2.33,18.4,-,-,70,46.58,22.96,2.8,1.018,1.736,16.17,-,-,72.26,-
1474,新北市,1986/11,板橋,14.4,3.09,3.3,-,-,112,77.25,35.08,-,-,-,20.61,-,-,-,-
1475,新北市,1986/11,三重,25.2,3.29,40.1,71.0,-,61,50.23,-,-,-,-,21.51,-,-,-,-
1476,新北市,1986/11,永和,-,1.67,22.5,36.0,-,43,27.14,16.35,2.29,0.668,1.574,19.39,-,-,81.2,-
1477,新北市,1986/10,板橋,13.4,2.3,-,88.0,-,65,39.45,28.5,-,-,-,24.47,-,-,-,-
1478,新北市,1986/10,三重,15.4,3.08,27.6,87.0,-,58,39.51,21.39,-,-,-,25.68,-,-,-,-
1479,新北市,1986/10,永和,30.6,1.52,23.6,82.0,-,-,26.07,-,2.34,0.715,1.633,22.52,-,-,69.02,-
1480,新北市,1986/09,板橋,51.1,3.28,-,97.0,-,59,31.03,28.4,-,-,-,26.55,-,-,69.04,-
1481,新北市,1986/09,三重,-,3.91,-,-,-,-,-,-,-,-,-,28.64,-,-,-,-
1482,新北市,1986/09,永和,37.4,1.71,15.1,73.0,-,-,37.79,-,2.47,0.821,1.621,25.51,-,-,80.46,-
1483,新北市,1986/08,板橋,-,3.59,7.8,104.0,-,54,38.15,16.91,-,-,-,29.74,-,-,54.78,-
1484,新北市,1986/08,三重,-,3.41,-,25.0,-,-,-,-,-,-,-,28.62,-,-,63.53,-
1485,新北市,1986/08,永和,40.2,1.93,9.3,-,-,-,41.42,-,2.43,0.748,1.642,28.83,-,-,89.33,-
1486,新北市,1986/07,板橋,-,3.26,-,134.0,-,40,28.6,22.29,-,-,-,28.82,-,-,-,-
1487,新北市,1986/07,三重,52.1,6.12,-,73.0,-,-,-,-,-,-,-,27.99,-,-,-,-
1488,新北市,1986/07,永和,48.2,2.95,-,79.0,-,77,53.34,22.79,2.73,0.876,1.831,28.71,-,-,79.73,-
1489,新北市,1986/06,板橋,53.6,2.56,-,-,-,36,31.72,-,-,-,-,27.24,-,-,68.66,-
1490,新北市,1986/06,三重,-,7.08,-,65.0,-,-,-,-,-,-,-,25.94,-,-,-,-
1491,新北市,1986/06,永和,45.7,2.82,-,82.0,-,74,48.99,24.52,2.68,0.951,1.782,27.98,-,-,86.96,-
1492,新北市,1986/05,板橋,29.7,3.4,-,135.0,-,-,-,-,-,-,-,24.27,-,-,56.06,-
1493,新北市,1986/05,三重,-,8.02,-,42.0,-,63,44.72,17.93,-,-,-,24.06,-,-,-,-
1494,新北市,1986/05,永和,41.1,2.31,-,71.0,-,60,37.81,21.73,2.39,0.734,1.73,23.8,-,-,75.53,-
1495,新北市,1986/04,板橋,47.2,4.06,-,146.0,-,92,67.2,29.29,-,-,-,21.61,-,-,-,-
1496,新北市,1986/04,三重,57.0,6.26,10.0,147.0,-,66,45.35,20.26,-,-,-,22.46,-,-,29.4,-
1497,新北市,1986/04,永和,28.2,2.32,-,102.0,-,71,48.2,22.79,2.67,0.826,1.84,20.69,-,-,75.15,-
1498,新北市,1986/03,板橋,38.2,2.65,-,-,-,56,27.08,30.84,-,-,-,16.48,-,-,59.07,-
1499,新北市,1986/03,三重,64.2,4.86,-,109.0,-,60,43.95,15.92,-,-,-,16.69,-,-,36.54,-
1500,新北市,1986/03,永和,30.0,2.24,-,77.0,-,76,53.11,23.1,2.58,-,1.751,15.75,-,-,73.48,-
1501,新北市,1986/02,板橋,19.6,2.82,-,-,-,50,27.57,23.17,-,-,-,13.4,-,-,65.77,-
1502,新北市,1986/02,三重,38.5,3.37,11.0,101.0,-,58,36.55,20.66,-,-,-,13.46,-,-,-,-
1503,新北市,1986/01,板橋,22.9,2.72,15.4,109.0,-,59,25.95,31.12,-,-,-,14.37,-,-,57.61,-
1504,新北市,1986/01,三重,44.1,3.04,-,115.0,-,55,38.7,15.39,-,-,-,13.69,-,-,55.24,-
1505,新北市,1985/11,板橋,46.1,3.28,-,-,-,67,38.31,28.73,-,-,-,20.63,-,-,48.01,-
1506,新北市,1985/11,三重,38.0,4.2,-,104.0,-,56,-,20.76,-,-,-,19.43,-,-,-,-
1507,新北市,1985/11,永和,28.8,1.22,-,47.0,-,30,16.73,13.15,2.34,0.445,1.853,19.97,-,-,72.24,-
1508,新北市,1985/10,板橋,41.8,2.19,-,118.0,-,60,28.91,28.97,-,-,-,25.83,-,-,58.52,-
1509,新北市,1985/10,三重,72.9,4.32,-,121.0,-,92,54.35,31.23,-,-,-,25.63,-,-,-,-
1510,新北市,1985/10,永和,35.4,1.56,-,81.0,-,36,21.37,14.51,2.57,0.557,1.981,24.24,-,-,79.87,-
1511,新北市,1985/09,板橋,19.7,-,11.7,-,-,-,-,-,-,-,-,27.71,-,-,56.59,-
1512,新北市,1985/09,三重,62.0,3.55,-,118.0,-,49,-,23.58,-,-,-,26.76,-,-,-,-
1513,新北市,1985/09,永和,39.6,1.63,-,93.0,-,36,25.48,10.68,2.68,0.728,1.901,26.75,-,-,77.91,-
1514,新北市,1985/08,板橋,24.9,2.32,-,200.0,-,36,25.02,12.01,-,-,-,28.45,-,-,62.85,-
1515,新北市,1985/08,三重,-,-,15.7,130.0,-,-,-,-,-,-,-,-,-,-,42.36,-
1516,新北市,1985/08,永和,54.7,2.36,-,120.0,-,66,48.52,16.7,3.08,0.869,2.177,28.11,-,-,75.83,-
1517,新北市,1985/07,板橋,28.8,2.51,-,219.0,-,30,19.28,11.86,-,-,-,28.11,-,-,63.84,-
1518,新北市,1985/07,三重,47.9,7.79,-,-,-,35,40.06,-,-,-,-,30.6,-,-,46.9,-
1519,新北市,1985/07,永和,52.0,2.62,-,126.0,-,80,57.36,22.28,3.08,0.906,2.134,27.64,-,-,71.28,-
1520,新北市,1985/06,板橋,26.3,3.13,17.1,-,-,-,-,-,-,-,-,26.1,-,-,64.27,-
1521,新北市,1985/06,三重,32.8,3.91,-,193.0,-,47,49.16,41.29,-,-,-,28.74,-,-,33.3,-
1522,新北市,1985/06,永和,53.8,2.06,-,87.0,-,62,43.59,18.67,3.02,0.903,2.088,26.09,-,-,70.22,-
1523,新北市,1985/05,板橋,21.4,2.61,33.0,-,-,37,22.07,18.48,-,-,-,30.34,-,-,57.19,-
1524,新北市,1985/05,三重,34.2,7.28,-,292.0,-,56,59.49,55.3,-,-,-,27.39,-,-,53.64,-
1525,新北市,1985/05,永和,103.2,2.24,-,110.0,-,73,50.02,23.54,3.1,0.88,2.169,25.83,-,-,71.92,-
1526,新北市,1985/03,板橋,29.8,2.08,2.3,55.0,-,32,23.48,14.16,-,-,-,16.35,-,-,55.64,-
1527,新北市,1985/03,三重,53.2,5.92,10.2,107.0,-,78,59.88,21.25,-,-,-,18.62,-,-,55.88,-
1528,新北市,1985/03,永和,59.4,2.17,-,56.0,-,87,58.86,27.87,-,-,-,16.5,-,-,74.36,-
1529,新北市,1985/02,板橋,21.6,2.38,-,47.0,-,31,17.59,12.93,-,-,-,15.84,-,-,-,-
1530,新北市,1985/02,三重,31.8,-,-,-,-,97,76.91,22.47,-,-,-,18.49,-,-,58.16,-
1531,新北市,1985/02,永和,108.9,2.5,-,64.0,-,103,72.32,29.67,2.66,0.761,2.021,14.25,-,-,77.77,-
1532,新北市,1985/01,板橋,44.6,2.57,-,-,-,34,20.81,-,-,-,-,14.49,-,-,-,-
1533,新北市,1985/01,永和,104.9,1.87,-,65.0,-,73,49.88,22.94,2.53,0.545,1.994,14.09,-,-,77.96,-
1534,新北市,1984/12,板橋,34.8,2.38,-,43.0,-,-,-,38.26,-,-,-,16.36,-,-,58.79,-
1535,新北市,1984/12,永和,100.1,1.55,-,57.0,-,59,38.02,21.34,2.69,0.748,1.89,16.35,-,-,73.98,-
1536,新北市,1984/11,板橋,32.7,2.57,-,-,-,-,-,-,-,-,-,20.88,-,-,62.62,-
1537,新北市,1984/11,三重,-,-,-,-,-,118,99.73,-,-,-,-,23.17,-,-,59.61,-
1538,新北市,1984/11,永和,125.4,1.65,-,54.0,-,71,44.53,26.14,2.67,0.773,1.863,19.85,-,-,78.9,-
1539,新北市,1984/10,板橋,22.7,1.63,-,-,-,-,-,-,-,-,-,23.71,-,-,58.63,-
1540,新北市,1984/10,三重,24.0,3.18,-,52.0,-,85,65.27,25.31,-,-,-,25.4,-,-,38.45,-
1541,新北市,1984/10,永和,81.8,1.14,-,48.0,-,41,19.61,20.53,2.43,0.551,1.838,22.89,-,-,73.06,-
1542,新北市,1984/09,板橋,47.2,4.05,-,-,-,-,-,-,-,-,-,27.33,-,-,47.02,-
1543,新北市,1984/09,三重,17.7,4.49,-,95.0,-,-,-,-,-,-,-,28.72,-,-,-,-
1544,新北市,1984/09,永和,101.9,1.9,-,64.0,-,30,19.19,10.11,2.25,0.638,1.641,26.72,-,-,76.2,-
1545,新北市,1984/08,板橋,66.4,4.41,-,-,-,-,-,-,-,-,-,27.94,-,-,46.62,-
1546,新北市,1984/08,三重,44.4,5.75,-,120.0,-,-,-,-,-,-,-,32.31,-,-,34.99,-
1547,新北市,1984/08,永和,71.5,1.69,-,48.0,-,35,26.5,8.74,2.41,0.734,1.642,27.96,-,-,75.46,-
1548,新北市,1984/07,板橋,76.9,-,1.0,-,-,-,-,-,-,-,-,29.11,-,-,-,-
1549,新北市,1984/07,三重,46.6,6.57,1.7,111.0,-,-,-,-,-,-,-,31.36,-,-,-,-
1550,新北市,1984/06,板橋,43.5,2.08,1.4,209.0,-,39,18.1,27.28,-,-,-,27.79,-,-,44.37,-
1551,新北市,1984/06,三重,32.5,6.89,3.2,121.0,-,50,29.54,-,-,-,-,29.75,-,-,43.67,-
1552,新北市,1984/05,板橋,61.9,2.2,1.1,76.0,-,65,-,46.25,-,-,-,23.45,-,-,58.06,-
1553,新北市,1984/05,三重,28.4,5.22,2.8,15.0,-,73,67.79,-,-,-,-,25.78,-,-,49.33,-
1554,新北市,1984/04,板橋,58.0,-,-,72.0,-,49,26.86,33.16,-,-,-,19.9,-,-,69.94,-
