SO2,CO,O3,PM25,Nox,NO,NO2,THC,NMHC,CH4,WindSpeed,TEMP,Humidity
5.4,0.36,17.7,9,17.02,3.86,13.16,1.991,0.158,1.83,1.16,30.45,74.8
2.8,0.11,22.2,13,7.55,1.62,5.93,1.911,0.026,1.89,2.66,29.39,76.42
3.9,0.25,17.2,9,13.89,3.56,10.34,1.908,0.103,1.8,2.17,29.74,74.55
3.5,0.39,15.6,8,15.19,4.06,11.12,2.016,0.169,1.85,1.86,30.25,73.24
4.6,0.27,16.9,9,14.83,4.63,10.19,1.898,0.124,1.77,2.21,29.95,75.53
2.3,0.08,19.3,8,6.31,1.58,4.73,1.911,0.018,1.9,2.52,29.47,77.63
3.9,0.29,16.8,9,13.62,3.81,9.8,1.942,0.115,1.83,2.36,29.89,74.43
3.1,0.28,14.4,11,16.33,5.15,11.18,1.863,0.143,1.72,1.99,30.09,72.33
5.1,0.29,13.8,8,16.95,5.13,11.82,1.814,0.104,1.71,1.85,29.73,75.21
8.9,0.25,13.8,6,18,6.15,11.85,1.936,0.149,1.79,2.24,29.91,78.33
6.5,0.23,15.6,8,12.43,3.96,8.46,2.122,0.155,1.97,1.46,29.74,76.73
5.4,0.4,14,6,17.86,5.31,12.55,1.995,0.179,1.82,1.12,30.18,76.65
5.7,0.48,24.3,14,19.52,3.53,15.99,2.074,0.201,1.87,1.07,29.45,72.93
5.3,0.36,25.1,14,17.59,3.22,14.37,1.902,0.112,1.79,1.71,28.95,72
7.2,0.32,24.5,16,15.36,3.32,12.04,2.288,0.211,2.08,1.34,28.83,74.75
4.6,0.35,28.3,19,16.65,2.85,13.8,2.027,0.131,1.9,1.99,28.76,72.34
3.3,0.18,31.8,17,8.42,1.35,7.07,2.023,0.023,2,2.36,28.48,75.75
4.4,0.48,24.8,17,18.33,3.37,14.96,2.117,0.197,1.92,1.75,29.51,69.98
3.9,0.34,29.8,20,14.31,1.92,12.37,2.055,0.132,1.92,2.24,28.91,72.5
3.7,0.37,25.5,19,16.32,3.49,12.83,1.955,0.158,1.8,1.9,29.17,69.75
4.4,0.33,29.5,19,13.71,2.73,10.98,1.974,0.129,1.85,2.12,29.04,72.51
9.3,0.34,23.2,15,22.14,4.42,17.73,2.015,0.152,1.86,2.06,29.01,75.36
4.2,0.46,29.2,28,18.62,2.89,15.72,2.139,0.161,1.98,2.12,26.88,74
6.1,0.58,24.7,23,25.09,4.8,20.29,2.161,0.242,1.92,1.09,27.39,74.24
5.9,0.46,24.8,21,22.01,4.15,17.87,1.991,0.159,1.83,1.64,26.97,73.3
4,0.44,26.2,27,17.66,3.43,14.23,2.105,0.205,1.9,1.98,27.12,73.36
3.9,0.45,27.5,25,18.79,4.23,14.56,2.025,0.18,1.85,1.87,27.14,70.75
4.3,0.44,28.4,26,20.39,3.65,16.74,2.123,0.161,1.96,1.93,26.86,72.77
7.8,0.4,25,24,19.39,4.82,14.57,2.365,0.238,2.13,1.33,27.09,74.29
4.4,0.26,31.7,24,11.63,1.94,9.69,2.166,0.055,2.11,2.19,26.89,76.7
4.6,0.58,24.2,25,21.87,4.11,17.76,2.2,0.228,1.97,1.7,27.57,71.25
5.8,0.44,32.8,37,23.47,4.01,19.46,2.39,0.13,2.26,2.23,21.7,77.44
3.3,0.54,26.2,36,26.5,5.45,21.04,2.14,0.21,1.93,2,21.83,66.01
3.8,0.62,31.3,41,26.26,4.31,21.95,2.22,0.25,1.98,2.07,21.15,72.78
9.7,0.55,25.5,43,30.24,6.52,23.72,2.63,0.42,2.21,1.35,21.19,75.83
4.6,0.73,25.8,32,34.32,6.73,27.59,2.23,0.28,1.95,1.57,21.33,72.14
4,0.58,27.3,39,31.3,6.48,24.82,2.32,0.27,2.05,1.96,20.82,73.4
4.7,0.7,25.3,39,30.17,5.53,24.64,2.34,0.3,2.04,1.72,21.59,73.45
4.9,0.9,25.2,38,40.27,9.04,31.24,2.48,0.41,2.07,1.13,21.75,73.03
3.8,0.6,30.3,43,27.16,4.2,22.95,2.31,0.24,2.07,2.07,20.73,74.05
6.4,0.66,21.1,41,40.79,9.56,31.23,2.27,0.28,1.99,1.82,21.7,74.81
2.8,0.48,27.3,37,21.32,3.59,17.74,2.066,0.151,1.91,2.51,18.91,66.35
3.4,0.58,29.2,43,24,3.56,20.45,2.156,0.196,1.96,2.61,19,68.21
3.5,0.68,23.9,33,31.5,6.29,25.22,2.252,0.247,2.01,1.81,19.26,67.62
4,0.86,23.6,40,37.29,8.53,28.76,2.454,0.379,2.08,1.25,19.56,69.21
4.8,0.64,21.2,42,35.69,7.2,28.5,2.215,0.241,1.97,2.02,19.65,69.69
3.3,0.55,28.5,44,24.15,3.3,20.85,2.189,0.185,2,2.53,18.64,69.3
4.7,0.63,23.5,41,29.43,5.26,24.17,2.262,0.255,2.01,2.09,19.31,69.26
5.6,0.52,28.7,36,27.17,4.54,22.63,2.418,0.201,2.22,2.61,19.86,73.62
5.6,0.55,24.8,43,30.62,6.74,23.88,2.414,0.33,2.08,1.59,19.2,70.82
3.6,0.53,26.7,39,26.98,5,21.99,2.224,0.211,2.01,2.5,18.6,69.19
4.3,0.6,17.6,38,33.9,8.51,25.39,2.307,0.275,2.03,2.48,18.43,78.39
5,0.73,18.3,37,33.57,7.19,26.38,2.344,0.311,2.03,2.03,18.96,79.51
3.7,0.99,17.5,45,42.14,12.93,29.21,2.575,0.482,2.09,1.24,19.2,77.78
10.9,0.6,17.8,41,38.28,11.65,26.63,2.459,0.37,2.09,1.55,18.95,80.12
3.3,0.61,21.9,41,27.37,5.13,22.24,2.246,0.221,2.03,2.44,18.39,79.2
2.7,0.54,20.1,32,25.39,5.65,19.74,2.125,0.189,1.94,2.36,18.2,79.98
6.2,0.61,21.5,34,29.61,4.67,24.93,2.379,0.193,2.19,2.7,19.81,81.18
3.3,0.64,23.4,39,27.43,4.97,22.46,2.225,0.237,1.99,2.54,18.8,76.54
4.4,0.74,15.1,40,44.09,12.15,31.94,2.286,0.309,1.98,1.95,19.26,79.65
3.6,0.81,18,32,37.12,9.07,28.06,2.348,0.307,2.04,1.76,18.87,76.78
6.7,0.55,29.1,41,28.49,4.03,24.45,2.373,0.176,2.2,2.39,22.58,75.8
4,0.62,29.6,38,26.32,3.76,22.57,2.237,0.243,1.99,2.44,21.81,71.01
4.4,0.78,24.6,34,36.14,7.33,28.81,2.332,0.296,2.04,1.67,22.16,69.99
9.5,0.61,25,43,34.85,7.16,27.69,2.534,0.425,2.11,1.53,21.88,73.89
4.4,0.96,21.4,44,40.84,9.97,30.87,2.559,0.46,2.1,1.14,22.35,71.49
4.7,0.6,21.6,40,33.24,7.05,26.19,2.327,0.285,2.04,2.33,21.51,71.88
5.7,0.72,24.2,38,35.37,6.89,28.48,2.362,0.315,2.05,1.94,22.24,71.65
5.1,0.71,19.7,44,43.53,9.93,33.6,2.249,0.298,1.95,1.86,22.46,72.51
3.6,0.56,26.1,34,25.75,4.78,20.97,2.162,0.203,1.96,2.29,21.32,75.16
4,0.6,28.2,39,27.17,4.28,22.89,2.251,0.222,2.03,2.35,21.36,76.32
4,0.54,39.9,32,19.84,2.02,17.81,2.149,0.191,1.96,2.13,25.81,71.99
4.9,0.65,34.1,28,29.46,4.1,25.35,2.239,0.246,1.99,1.44,26.07,71.18
5,0.86,29,37,33.63,5.77,27.86,2.471,0.407,2.06,0.85,26.7,72.48
6.4,0.58,28.3,36,34.93,5.6,29.33,2.207,0.257,1.95,1.75,26.21,73.47
4,0.51,38.8,36,20.28,2.29,17.99,2.195,0.179,2.02,2.05,25.18,77.72
3.6,0.48,35.6,27,20.35,3,17.35,2.155,0.204,1.95,1.92,25.49,75.96
5.3,0.63,35.3,31,26.37,3.14,23.24,2.32,0.282,2.04,1.66,26.24,71.75
5.7,0.44,40.7,40,18.46,1.89,16.58,2.319,0.119,2.2,2.01,25.63,77.39
4.8,0.52,30.6,35,26.19,3.75,22.45,2.279,0.251,2.03,1.92,25.54,73.06
4.4,0.46,36.3,31,20.49,2.61,17.88,2.162,0.176,1.99,1.78,27.18,75.1
4.7,0.58,37.6,28,20.65,2.48,18.17,2.271,0.231,2.04,1.68,27.85,73.98
6.7,0.44,35,31,25.37,3.66,21.7,2.06,0.176,1.88,1.79,27.61,75.45
3.3,0.47,37.7,24,17.22,2.76,14.45,2.084,0.18,1.9,1.76,27.29,78.16
4,0.47,43.2,29,16,1.74,14.26,2.052,0.151,1.9,1.99,27.51,73.61
3.9,0.33,46.7,30,10.66,1.27,9.39,2.172,0.048,2.13,2.03,27.19,77.69
4.8,0.51,39.7,21,21.88,3.23,18.65,2.05,0.174,1.88,1.37,27.58,73.19
3.8,0.47,41.7,31,18.72,2.28,16.44,2.091,0.149,1.94,1.93,27.03,78.65
4.9,0.67,27,29,23.05,3.41,19.64,2.275,0.307,1.97,0.77,28.34,74.52
3.8,0.37,38.5,19,15.74,2.38,13.36,2.085,0.129,1.96,2.1,28.54,72.72
3.4,0.27,42.7,21,8.65,1.3,7.34,2.143,0.053,2.09,2.46,28.61,78.25
3.1,0.4,37.2,16,15,2.38,12.62,2.01,0.161,1.85,2.02,28.96,75.46
3.6,0.37,41.8,19,14.36,2.22,12.13,1.995,0.115,1.88,2.38,28.48,76.42
3.9,0.49,37.7,18,15.58,2.38,13.19,2.163,0.194,1.97,1.93,29.06,72.04
7.1,0.38,35.9,22,19.48,3.13,16.35,1.98,0.153,1.83,2.24,28.77,74.85
3.7,0.58,9.4,19,18.49,3.45,15.04,2.256,0.328,1.93,0.88,29.31,73.73
4.6,0.41,37.9,14,17.84,3.38,14.45,1.965,0.132,1.83,1.66,28.82,72.37
4,0.38,42.6,19,12.97,1.75,11.22,1.992,0.132,1.86,2.82,28.89,72.2
3.4,0.29,23,11,15.66,3.43,12.23,2.025,0.129,1.9,2.04,28.49,77.41
3.2,0.2,27.5,13,8.61,1.57,7.04,2.053,0.066,1.99,2.33,28.67,82.11
3.4,0.33,22,14,15.26,3.53,11.72,1.961,0.138,1.82,2.47,28.51,81.01
3.4,0.53,3.1,12,21.1,5.91,15.19,2.18,0.308,1.87,0.97,29.19,77.71
4.8,0.38,19.9,9,19.44,4.87,14.57,1.936,0.151,1.79,1.72,28.74,77.24
3.6,0.35,22.9,11,15.31,3.43,11.88,1.947,0.151,1.8,2.34,28.84,76.82
3.1,0.31,20.5,8,16.62,4.22,12.4,1.949,0.18,1.77,1.85,28.86,79.65
3.4,0.44,21.7,11,15.87,3.43,12.45,2.1,0.197,1.9,1.8,29.09,76.98
4,0.27,24.3,11,13.65,2.86,10.79,1.977,0.096,1.88,2.14,29.16,74.68
3.3,0.23,22.6,15,10.04,2.05,8,2.068,0.098,1.97,1.82,28.56,80.4
2.5,0.16,28.5,14,5.96,1.31,4.64,1.966,0.051,1.92,2.77,29.38,79.97
3.3,0.26,24.3,14,11.44,2.2,9.23,1.917,0.085,1.83,2.53,29.28,77.95
8.8,0.29,21.4,13,17.46,4.58,12.89,1.888,0.135,1.75,2.36,29.59,77.41
3.6,0.42,6.9,15,15.6,3.63,11.97,2.049,0.202,1.85,0.92,29.52,76.03
4.4,0.3,22.3,9,15.29,3.48,11.81,1.889,0.095,1.79,1.95,29.35,75.33
3.5,0.27,25.5,11,10.95,1.87,9.08,1.928,0.104,1.82,2.41,29.57,74.27
3.6,0.29,22.1,7,14.11,3.45,10.66,1.912,0.14,1.77,2.06,29.7,77.05
3.6,0.39,23.2,11,14,3.05,10.95,2.034,0.163,1.87,2.01,29.74,73.4
4.2,0.22,17.8,8,12.51,3.09,9.42,1.93,0.082,1.85,2.11,30.54,70.61
2.3,0.12,21.2,9,5.99,1.44,4.54,1.925,0.017,1.92,2.55,30.63,76.74
3.7,0.2,17.1,10,9.66,2.21,7.44,1.876,0.068,1.81,2.41,30.64,73.18
8.7,0.2,14.5,9,14.47,4.61,9.87,1.826,0.092,1.74,2.36,30.73,73.27
4.6,0.33,7,10,14.62,4.34,10.28,1.949,0.138,1.81,0.86,30.68,71.88
4.9,0.21,15.4,3,13.93,4.36,9.56,1.825,0.072,1.75,1.94,30.63,72.61
4.4,0.2,17.5,9,10.16,2.6,7.55,1.871,0.074,1.8,2.28,30.62,72.15
3.7,0.26,15.6,6,13.45,4.07,9.38,1.891,0.143,1.75,1.99,31.11,72.17
3.7,0.36,15.3,7,13.86,3.14,10.72,2.027,0.165,1.86,1.98,31.33,66.39
